candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Project Gutenberg,public_domain_ebook,A,ghost in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:ghost:b0f650c4d2b1a38b,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"r to its warm bosom. The country was of an undulating character, divided into fields by long rows of gorse hedges, all golden with blossoms, which gave out a faint, peach-like odour. Some of these meadows were yellow with corn--some a dull red with sorrel, others left in their natural condition of bright green grass--while here and there stood up, white and ghost-like, the stumps of old trees, the last remnants of the forests, which were slowly retreating before the axe of the settler. These fields, which had rather a harlequin aspect with their varied colours, all melted together in the far distance into an indescribable neutral."
accepted,Project Gutenberg,public_domain_ebook,A,haunted in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:haunted:af0a892663d7b3bc,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,haunted,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"; ‘let Archie go; it may be some tramp.’ ‘’Deed no, mem,’ replied Archie, obstinately, as he arose from his seat; ‘’tis verra likely a man fra the warks saying he wants to go. There’s mair talk nor sense aboot them, I’m thinkin’--the yattering parrots.’ Selina resumed her knitting in a most phlegmatic manner, but Madame listened intently, for she was always haunted by a secret dread of her husband breaking in on her, and it was partly on this account that McIntosh stayed in the house. She heard a murmur of voices, and then Archie returned with two men, who entered the room and stood before Madame in the light of the lamp. ‘’Tis."
rejected,Project Gutenberg,public_domain_ebook,A,haunted in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:haunted:21d90cbc762e647a,public_domain_public_web,public_access_text_available,descriptive_belief_record,context_only,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",insufficient_person_form_evidence,haunted,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_fiction_reviewed,low,not_accepted,rejected,"r it,’ retorted the other, quickly; ‘name your terms and let us end the matter.’ ‘Pardon me,’ said M. Vandeloup, with a smile, ‘but I refuse to accept any terms till I have given you thoroughly to understand what I mean; so you must hear this little tale of Adele Blondet.’ ‘For God’s sake, no!’ cried the other, hoarsely, rising to his feet; ‘I tell you I am haunted by it; by day and by night, sleeping or waking, I see her face ever before me like an accusing angel.’ ‘Curious,’ murmured M. Vandeloup, ‘especially as she was not by any means an angel.’ ‘I thought it was done with,’ said Meddlechip, twisting his fingers together,."
accepted,Project Gutenberg,public_domain_ebook,A,haunted in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:haunted:9e32bd1d946e3c65,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,haunted,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"rough his fingers, so at the present time he must once more be penniless. If he was, why did he not come back to her and demand more money now she was rich? Even had he gone to a distant place, he would always have kept enough money to pay his way back to Victoria, so that he could wring money out of her. It was this unpleasant feeling of being watched that haunted her and made her uneasy. The constant strain began to tell on her; she became ill and haggard-looking, and her eyes were always glancing around in the anxious manner common to hunted animals. She felt as though she were advancing on a masked battery, and at any moment a."
accepted,Project Gutenberg,public_domain_ebook,A,haunted in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:haunted:7ee36ef4a9ec4785,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,haunted,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"ch he intended to leave for Sydney at once, and take the next steamer to San Francisco. He did not mind waiting, but amused himself reading, smoking, and playing, and was quite independent of Melbourne society. Only two things worried him, and the first of these was the annoyance of Pierre Lemaire, who seemed to have divined his intention of going away, and haunted him day and night like an unquiet spirit. Whenever Vandeloup looked out, he saw the dumb man watching the house, and if he went for a walk, Pierre would slouch sullenly along behind him, as he had done in the early days. Vandeloup could have called in the aid of a."
rejected,Project Gutenberg,public_domain_ebook,A,spectre in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:spectre:177d13e6d228c5a1,public_domain_public_web,public_access_text_available,descriptive_belief_record,context_only,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",insufficient_person_form_evidence,spectre,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_fiction_reviewed,low,not_accepted,rejected,"aunted by it; by day and by night, sleeping or waking, I see her face ever before me like an accusing angel.’ ‘Curious,’ murmured M. Vandeloup, ‘especially as she was not by any means an angel.’ ‘I thought it was done with,’ said Meddlechip, twisting his fingers together, while the large drops of perspiration stood on his forehead, ‘but here you come like a spectre from the past and revive all the old horrors.’ ‘If you call Adele a horror,’ retorted Vandeloup, coolly, ‘I am certainly going to revive her, so you had best sit down and hear me to the end, for you certainly will not turn me from my purpose.’ Meddlechip sank back into."
accepted,Project Gutenberg,public_domain_ebook,A,spirit in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:spirit:fcb413d9cd2b9f13,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,spirit,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"large white yellow-crested cockatoos who, in their captivity, pass their time like galley-slaves, chained by one leg. Billy, however, never submitted to the indignity of a chain--he mostly sat on Slivers’ table or on his shoulder, scratching his poll with his black claw, or chattering to Slivers in a communicative manner. People said Billy was Slivers’ evil spirit, and as a matter of fact, there was something uncanny in the wisdom of the bird. He could converse fluently on all occasions, and needed no drawing out, inasmuch as he was always ready to exhibit his powers of conversation. He was not a pious bird--belonging to Slivers,."
rejected,Project Gutenberg,public_domain_ebook,A,spirit in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:spirit:e94fed52dede32c7,public_domain_public_web,public_access_text_available,descriptive_belief_record,context_only,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",idiomatic_or_non_scope_term_use,spirit,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_fiction_reviewed,low,not_accepted,rejected,"air. Slivers had pushed all the scrip and loose papers away, and was writing a letter in the little clearing caused by their removal. On the old-fashioned inkstand was a paper full of grains of gold, and on this the sunlight rested, making it glitter in the obscurity of the room. Billy, seated on Slivers’ shoulder, was astonished at this, and, inspired by a spirit of adventure, he climbed down and waddled clumsily across the table to the inkstand, where he seized a small nugget in his beak and made off with it. Slivers looked up from his writing suddenly: so, being detected, Billy stopped and looked at him, still carrying the."
accepted,Project Gutenberg,public_domain_ebook,A,spirit in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:spirit:3694b48776fed4aa,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,spirit,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"I don’t think his persistence will gain anything.’ Archie smiled grimly, and then went outside to smoke his pipe, while Madame sat down by the open window and looked out at the fast-fading landscape. Her thoughts were not pleasant. She had hoped to cut herself off from all the bitterness and sorrow of her past life, but this husband of hers, like an unquiet spirit, came to trouble her and remind her of a time she would willingly have forgotten. She looked calm and quiet enough sitting there with her placid face and smooth brow; but this woman was like a slumbering volcano, and her passions were all the more dangerous from being."
accepted,Project Gutenberg,public_domain_ebook,A,spirit in Madame Midas,Madame Midas; Fergus Hume,1888 public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/4946.txt.utf-8,https://www.gutenberg.org/ebooks/4946.txt.utf-8,sprint-project-gutenberg-hum:gutenberg-4946-hume-madame-m:spirit:94121f082f8a75b3,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Victorian goldfields novel by Fergus Hume; accepted rows are constrained to substantive supernatural, apparition, ghost, anomalous person-form, or discourse passages.",explicit_supernatural_or_anomalous_person_form_agent,spirit,"Ballarat, VIC",narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"nd in the poppet-heads as the mine slowly disgorged the men who had been working all night. McIntosh came slowly along with his hands in his pockets and a puzzled look on his severe face. He could not make up his mind whether to like or dislike this young man, but Madame Midas had seemed so impressed that he had half made up his mind to dislike him out of a spirit of contradiction. ‘Weemen are sae easy pleased, puir feckless bodies,’ he said to himself, ‘a bonny face is a’ they fash their heads aboot, though the same may be already in the grip of auld Nickyben. Weel, weel, if Madam does fancy the lad--an’ he’s no bad lookin’, I’ll."
