generated_at,url,http_status,title,text_length,matched_terms,supernatural_terms,person_form_terms,lead_status,review_note,snippet
2026-06-21T14:29:32+00:00,https://libraries.tas.gov.au/,200,Home - Libraries Tasmania,7598,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Home - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity Discover W"
2026-06-21T14:29:34+00:00,https://libraries.tas.gov.au/?page_id=70710,200,State Library and Archives of Tasmania Blog - Libraries Tasmania,10929,man;convict,,man;convict,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","State Library and Archives of Tasmania Blog - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help S"
2026-06-21T14:29:35+00:00,https://libraries.tas.gov.au/about-us/,200,About us - Libraries Tasmania,9555,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","About us - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity Discov"
2026-06-21T14:29:36+00:00,https://libraries.tas.gov.au/about-us/about-this-website/,200,About this website - Libraries Tasmania,6618,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","About this website - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studios"
2026-06-21T14:29:37+00:00,https://libraries.tas.gov.au/about-us/accessibility/,200,Accessibility - Libraries Tasmania,6349,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Accessibility - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity D"
2026-06-21T14:29:38+00:00,https://libraries.tas.gov.au/about-us/contact-us/,200,Contact us - Libraries Tasmania,5572,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Contact us - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity Disc"
2026-06-21T14:29:38+00:00,https://libraries.tas.gov.au/about-us/covid-19-information/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/covid-19-information/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:29:39+00:00,https://libraries.tas.gov.au/about-us/employment/,200,Careers and Employment | Join Us - Libraries Tasmania,5928,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Careers and Employment | Join Us - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study suppor"
2026-06-21T14:29:40+00:00,https://libraries.tas.gov.au/about-us/employment/transcript-for-customer-service-officer-libraries-tasmania-video/,200,Transcript for Customer Service Officer Libraries Tasmania video - Libraries Tasmania,7669,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Transcript for Customer Service Officer Libraries Tasmania video - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, wri"
2026-06-21T14:29:41+00:00,https://libraries.tas.gov.au/about-us/fees/,200,Fees - Libraries Tasmania,7109,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Fees - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity Discover W"
2026-06-21T14:29:42+00:00,https://libraries.tas.gov.au/about-us/fees/items-for-sale-order-form/,200,Items for sale order form - Libraries Tasmania,4716,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Items for sale order form - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with "
2026-06-21T14:29:43+00:00,https://libraries.tas.gov.au/about-us/media-releases/,200,Media releases - Libraries Tasmania,14489,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Media releases - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity "
2026-06-21T14:29:43+00:00,https://libraries.tas.gov.au/about-us/media-releases/19-october-2022-what-memories-are-revealed-from-within-the-cabinet-of-curiosities/,200,What memories are revealed from within the Cabinet of Curiosities? - Libraries Tasmania,6608,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","What memories are revealed from within the Cabinet of Curiosities? - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, w"
2026-06-21T14:29:44+00:00,https://libraries.tas.gov.au/about-us/media-releases/50-years-young-launceston-library-celebrates-50-years/,200,â50 Years Youngâ - Launceston Library celebrates 50 years - Libraries Tasmania,6361,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","â50 Years Youngâ - Launceston Library celebrates 50 years - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writin"
2026-06-21T14:29:45+00:00,https://libraries.tas.gov.au/about-us/media-releases/91-stories-help-tell-tasmanias-story/,200,â91 Storiesâ â Help tell Tasmaniaâs story! - Libraries Tasmania,6060,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","â91 Storiesâ â Help tell Tasmaniaâs story! - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths"
2026-06-21T14:29:45+00:00,https://libraries.tas.gov.au/about-us/media-releases/a-bowerbird-searches-for-blue-national-simultaneous-storytime/,200,A bowerbird searches for blue: National Simultaneous Storytime - Libraries Tasmania,6320,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","A bowerbird searches for blue: National Simultaneous Storytime - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writi"
2026-06-21T14:29:46+00:00,https://libraries.tas.gov.au/about-us/media-releases/a-new-spanish-espanol-community-language-collection-launched/,200,A new Spanish/EspaÃ±ol community language collection launched - Libraries Tasmania,6748,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","A new Spanish/EspaÃ±ol community language collection launched - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writin"
2026-06-21T14:29:47+00:00,https://libraries.tas.gov.au/about-us/media-releases/adult-learners-week-1-8-september/,200,Adult Learners Week 1 â 8 September - Libraries Tasmania,7162,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Adult Learners Week 1 â 8 September - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study s"
2026-06-21T14:29:48+00:00,https://libraries.tas.gov.au/about-us/media-releases/another-strong-summer-of-reading-for-young-tasmanians/,200,Another strong summer of reading for young Tasmanians - Libraries Tasmania,5220,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Another strong summer of reading for young Tasmanians - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and ma"
2026-06-21T14:29:49+00:00,https://libraries.tas.gov.au/about-us/media-releases/apply-now-2026-state-library-and-archives-of-tasmania-fellowships/,200,Apply now: 2026 State Library and Archives of Tasmania Fellowships - Libraries Tasmania,6696,man;convict,,man;convict,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Apply now: 2026 State Library and Archives of Tasmania Fellowships - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, w"
2026-06-21T14:29:50+00:00,https://libraries.tas.gov.au/about-us/media-releases/bees-honey-language/,200,"Explore the fascinating world of bees, honey and language in a new exhibition - Libraries Tasmania",7129,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Explore the fascinating world of bees, honey and language in a new exhibition - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning"
2026-06-21T14:29:50+00:00,https://libraries.tas.gov.au/about-us/media-releases/big-summer-read-helps-students-maintain-literacy-skills-over-summer/,200,Big Summer Read helps students maintain literacy skills over summer - Libraries Tasmania,5265,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Big Summer Read helps students maintain literacy skills over summer - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, "
2026-06-21T14:29:50+00:00,https://libraries.tas.gov.au/about-us/media-releases/book-an-adventure-with-libraries-tasmania-during-childrens-book-week/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/book-an-adventure-with-libraries-tasmania-during-childrens-book-week/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:29:51+00:00,https://libraries.tas.gov.au/about-us/media-releases/burnie-library-re-opening-on-5-november/,200,Burnie Library re-opening on 5 November - Libraries Tasmania,6538,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Burnie Library re-opening on 5 November - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study"
2026-06-21T14:29:52+00:00,https://libraries.tas.gov.au/about-us/media-releases/celebrate-national-family-history-month-with-libraries-tasmania/,200,Celebrate National Family History Month with Libraries Tasmania - Libraries Tasmania,7002,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Celebrate National Family History Month with Libraries Tasmania - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writ"
2026-06-21T14:29:53+00:00,https://libraries.tas.gov.au/about-us/media-releases/celebrating-50-years-of-the-burnie-library/,200,Celebrating 50 years of the Burnie Library - Libraries Tasmania,5190,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Celebrating 50 years of the Burnie Library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help St"
2026-06-21T14:29:54+00:00,https://libraries.tas.gov.au/about-us/media-releases/celebrating-families-learning-together-this-26ten-week/,200,Celebrating families learning together this 26Ten Week - Libraries Tasmania,5099,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Celebrating families learning together this 26Ten Week - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and m"
2026-06-21T14:29:55+00:00,https://libraries.tas.gov.au/about-us/media-releases/celebrating-naidoc-week-with-libraries-tasmania/,200,Celebrating NAIDOC Week with Libraries Tasmania - Libraries Tasmania,7184,woman;man,,woman;man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Celebrating NAIDOC Week with Libraries Tasmania - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths he"
2026-06-21T14:29:56+00:00,https://libraries.tas.gov.au/about-us/media-releases/classic-aussie-motels/,200,Classic Aussie motels in the spotlight at Launceston Library - Libraries Tasmania,7133,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Classic Aussie motels in the spotlight at Launceston Library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing"
2026-06-21T14:29:57+00:00,https://libraries.tas.gov.au/about-us/media-releases/colonial-life-reimagined-in-voices-from-the-rivers-and-rocks/,200,Colonial life reimagined in Voices from the rivers and rocks - Libraries Tasmania,6038,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Colonial life reimagined in Voices from the rivers and rocks - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing"
2026-06-21T14:29:58+00:00,https://libraries.tas.gov.au/about-us/media-releases/communities-to-benefit-from-extended-library-opening-hours/,200,Communities to benefit from extended library opening hours - Libraries Tasmania,5237,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Communities to benefit from extended library opening hours - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a"
2026-06-21T14:29:58+00:00,https://libraries.tas.gov.au/about-us/media-releases/convict-sites-and-a-semaphore-code-dictionary-are-winning-proposals-for-the-inaugural-state-library-of-tasmania-fellowships/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/convict-sites-and-a-semaphore-code-dictionary-are-winning-proposals-for-the-inaugural-state-library-of-tasmania-fellowships/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:29:58+00:00,https://libraries.tas.gov.au/about-us/media-releases/dearkate-watercolours-lithographs-exhibition/,200,Watercolour & Lithograph Exhibition - Dear Kate | Media Release - Libraries Tasmania,6902,spirit;man,spirit,man,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Watercolour & Lithograph Exhibition - Dear Kate | Media Release - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writ"
2026-06-21T14:29:59+00:00,https://libraries.tas.gov.au/about-us/media-releases/devonport-library-launches-open-library-access-trial/,200,Devonport Library launches Open Library Access trial - Libraries Tasmania,5215,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Devonport Library launches Open Library Access trial - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and mat"
2026-06-21T14:30:00+00:00,https://libraries.tas.gov.au/about-us/media-releases/discover-your-past-with-free-national-family-history-month-events/,200,Discover your past with free National Family History Month events - Libraries Tasmania,6651,man;convict,,man;convict,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Discover your past with free National Family History Month events - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, wr"
2026-06-21T14:30:01+00:00,https://libraries.tas.gov.au/about-us/media-releases/dive-into-dark-nights-and-discover-stories-after-dark/,200,Dive into dark nights and discover Stories After Dark - Libraries Tasmania,6863,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Dive into dark nights and discover Stories After Dark - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and ma"
2026-06-21T14:30:02+00:00,https://libraries.tas.gov.au/about-us/media-releases/dive-into-stories-and-free-fun-this-summer-at-your-local-library/,200,Dive into stories andÂ freeÂ funÂ this summerÂ at your local libraryÂ Â - Libraries Tasmania,6593,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.",Dive into stories andÂ freeÂ funÂ this summerÂ at your local libraryÂ Â - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Readi
2026-06-21T14:30:03+00:00,https://libraries.tas.gov.au/about-us/media-releases/encouraging-young-people-to-read-big-this-summer/,200,Encouraging young people to read big this summer - Libraries Tasmania,5205,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Encouraging young people to read big this summer - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths h"
2026-06-21T14:30:06+00:00,https://libraries.tas.gov.au/about-us/media-releases/every-step-forward-counts-this-26ten-week/,200,Every step forward counts this 26Ten Week - Libraries Tasmania,5182,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Every step forward counts this 26Ten Week - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stu"
2026-06-21T14:30:06+00:00,https://libraries.tas.gov.au/about-us/media-releases/exhibition-in-scottsdale-celebrates-chinese-tasmanian-stories/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/exhibition-in-scottsdale-celebrates-chinese-tasmanian-stories/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:30:07+00:00,https://libraries.tas.gov.au/about-us/media-releases/explore-your-favourite-kunanyi-trail-in-the-tasmanian-archives/,200,Explore your favourite Kunanyi/Mt Wellington trailâ¦ in the Tasmanian Archives - Libraries Tasmania,6961,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.",Explore your favourite Kunanyi/Mt Wellington trailâ¦ in the Tasmanian Archives - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learni
2026-06-21T14:30:09+00:00,https://libraries.tas.gov.au/about-us/media-releases/extending-library-opening-hours/,200,Extending library opening hours - Libraries Tasmania,5027,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Extending library opening hours - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support"
2026-06-21T14:30:10+00:00,https://libraries.tas.gov.au/about-us/media-releases/fancy-dress-allport/,200,Fancy dress at the Allport - Libraries Tasmania,7724,man;figure,,man;figure,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Fancy dress at the Allport - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with"
2026-06-21T14:30:12+00:00,https://libraries.tas.gov.au/about-us/media-releases/flanagan-to-speak-at-goulds-the-sketchbook-of-fishes-stamp-collection-launch/,200,Flanagan to speak at Gould’s The Sketchbook of Fishes stamp collection launch - Libraries Tasmania,6753,man;convict,,man;convict,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.",Flanagan to speak at Gould’s The Sketchbook of Fishes stamp collection launch - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning
2026-06-21T14:30:13+00:00,https://libraries.tas.gov.au/about-us/media-releases/follow-your-curiosity-become-a-member/,200,Follow your curiosityâ¦ Become a member! - Libraries Tasmania,7929,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Follow your curiosityâ¦ Become a member! - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stu"
