generated_at,url,http_status,title,text_length,matched_terms,lead_status,review_note,snippet
2026-06-21T10:36:57+00:00,https://portarthur.org.au/ghost-tour-off-season/,200,Ghost Tours at Port Arthur - Off Season Tasmania 2026,4337,ghost;haunt;paranormal;man;convict,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding.",Ghost Tours at Port Arthur - Off Season Tasmania 2026 Lightwave Festival this 17th July 2026 at the Port Arthur Historic Site | Tickets on sale now Search: Submit Search site Agent Log In Buy Tickets Book restaurant Plan Plan My Visit Opening Hours Guide Talks at Port Arthur Getting Here Travelling with Kids Eat + Drink Accessibility Gift Shop Experience Port Arthur Site Entry Tours & Exhibitions Ghost Tours Picnics 
2026-06-21T10:36:59+00:00,https://portarthur.org.au/ghost-tour/,200,Ghost Tour - Port Arthur Historic Site,5292,ghost;haunt;paranormal;man;convict,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding.",Ghost Tour - Port Arthur Historic Site Lightwave Festival this 17th July 2026 at the Port Arthur Historic Site | Tickets on sale now Search: Submit Search site Agent Log In Buy Tickets Book restaurant Plan Plan My Visit Opening Hours Guide Talks at Port Arthur Getting Here Travelling with Kids Eat + Drink Accessibility Gift Shop Experience Port Arthur Site Entry Tours & Exhibitions Ghost Tours Picnics at Port Arthur 
2026-06-21T10:37:00+00:00,https://www.nationaltrust.org.au/blog/five-heritage-haunts-in-new-south-wales-that-millennials-will-love/,200,Five heritage haunts in New South Wales that Millennials will love – National Trust,5484,haunt;man,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding.",Five heritage haunts in New South Wales that Millennials will love – National Trust National Trust Toggle navigation Open Search Form Select State select location National ACT NSW NT Qld SA Tas Vic WA Search for: Search National ACT NSW NT Qld SA Tas Vic WA Blog Home Five heritage haunts in New South Wales that Millennials will love Five heritage haunts in New South Wales that Millennials will love Blog NSW 30 Sep 20
2026-06-21T10:37:00+00:00,https://www.nationaltrust.org.au/news/brough-house-exhibition-evokes-the-spirit-of-lily-briscoe/,,,0,,fetch_failed,"HTTPSConnectionPool(host='www.nationaltrust.org.au', port=443): Max retries exceeded with url: /news/brough-house-exhibition-evokes-the-spirit-of-lily-briscoe/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T10:37:01+00:00,https://www.oldmelbournegaol.com.au/event/ghosts-what-ghosts-tour/,200,Ghosts? What Ghosts? – Night Tour | Old Melbourne Gaol,5270,ghost;haunt;legend;man,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding.",Ghosts? What Ghosts? – Night Tour | Old Melbourne Gaol 🎟️ $30 Tickets for Under 30s. Valid Monday to Thursday. What’s On The Site History Plan Your Visit Venue Hire Buy Tickets Billie B Brown Ned Kelly’s Last Stand Ghosts? What Ghosts! Night Tour Hangman’s Night Tour Ned Kelly’s Last Stand – After Dark The Original Gaol Old Magistrates’ Court City Watch House Tickets: $45 Adult $40 Concession *Booking fees apply. Boo
2026-06-21T10:37:02+00:00,https://www.qvmag.tas.gov.au/Whats-on/Past-exhibitions/Mariw-Minaral-Spiritual-Patterns,200,Mariw Minaral (Spiritual Patterns) - Queen Victoria Museum & Art Gallery,11971,spirit;man,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding.","Mariw Minaral (Spiritual Patterns) - Queen Victoria Museum & Art Gallery opens in new tab or window Gallery Maintenance | Art Gallery at Royal Park While visiting the Art Gallery at Royal Park, please be aware that some of our galleries are closed while we install exciting new exhibitions. Be sure to visit us again after they open: See what's coming soon to QVMAG Close this announcement Subscribe to our newsletter Th"
