round_id,record_id,year,title,source_name,figure,url,verified_places,state_territories,broad_regions,location_precision,has_uncertain_locations,locations_json,location_evidence,needs_location_review,notes
public_round_002,44,1849,"Phillip Island, Victoria 1849",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/victoria/1259-phillip-island-vic-1849,"Phillip Island, VIC",VIC,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Phillip Island, Victoria"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Phillip Island, VIC"", ""region"": ""Phillip Island"", ""state_territory"": ""VIC"", ""verification_status"": ""source_named_place_needs_geocode""}]","Phillip Island, VIC: Phillip Island, Victoria",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,84,1870,"Braidwood, New South Wales 1870",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/new-south-wales/1361-braidwood-new-south-wales-1870,"Braidwood, NSW",NSW,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Braidwood, New South Wales"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Braidwood, NSW"", ""region"": ""Braidwood"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]","Braidwood, NSW: Braidwood, New South Wales",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,85,1923,"Charlton, New South Wales 1923",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/new-south-wales/1369-charlton-new-south-wales-1923,"Charlton, NSW",NSW,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Charlton, New South Wales (West of Oberon)."", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Charlton, NSW"", ""region"": ""Charlton"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]","Charlton, NSW: Charlton, New South Wales (West of Oberon).",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,149,1932,"Charters Towers, Queensland 1932",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/queensland/1280-charters-towers-qld-1932,"Charters Towers, QLD",QLD,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Charters Towers, Queensland"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Charters Towers, QLD"", ""region"": ""Charters Towers"", ""state_territory"": ""QLD"", ""verification_status"": ""source_named_place_needs_geocode""}]","Charters Towers, QLD: Charters Towers, Queensland",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,150,1950,"Aramara, Queensland 1950",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/queensland/1267-aramara-qld-1950,"North Aramara, QLD",QLD,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""North Aramara, Queensland"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""North Aramara, QLD"", ""region"": ""North Aramara"", ""state_territory"": ""QLD"", ""verification_status"": ""source_named_place_needs_geocode""}]","North Aramara, QLD: North Aramara, Queensland",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,86,1962,"Dungay Creek, New South Wales 1962",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/new-south-wales/1669-dungay-new-south-wales-1963,"Dungay Creek, NSW",NSW,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Dungay Creek, New South Wales"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Dungay Creek, NSW"", ""region"": ""Dungay Creek"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]","Dungay Creek, NSW: Dungay Creek, New South Wales",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,87,1968,"Woy Woy, New South Wales 1968",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/new-south-wales/1832-woy-woy-new-south-wales-1968,"Woy Woy, NSW",NSW,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Woy Woy"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Woy Woy, NSW"", ""region"": ""Woy Woy"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]","Woy Woy, NSW: Woy Woy",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,45,1970,"Sherbrooke Forest, Victoria 1970",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/victoria/2174-sherbrooke-forest-victoria-1970,"Sherbrooke Forest, VIC",VIC,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Sherbrooke Forest, Victoria"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sherbrooke Forest, VIC"", ""region"": ""Sherbrooke Forest"", ""state_territory"": ""VIC"", ""verification_status"": ""source_named_place_needs_geocode""}]","Sherbrooke Forest, VIC: Sherbrooke Forest, Victoria",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,88,1973,"Middle Brother Mountain, New South Wales 1973",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/new-south-wales/1942-little-brother-mountain-new-south-wales-1973,"Middle Brother Mountain, NSW",NSW,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Middle Brother Mountain, New South Wales"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Middle Brother Mountain, NSW"", ""region"": ""Middle Brother Mountain"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]","Middle Brother Mountain, NSW: Middle Brother Mountain, New South Wales",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
public_round_002,151,1973,"Burleigh, Queensland 1973",Australian Yowie Research,Yowie,https://www.yowiehunters.com.au/queensland/2051-burleigh-queensland-1973,"Burleigh, QLD",QLD,,verified_place,no,"[{""confidence"": ""high"", ""evidence_text"": ""Burleigh, Queensland"", ""location_type"": ""locality"", ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Burleigh, QLD"", ""region"": ""Burleigh"", ""state_territory"": ""QLD"", ""verification_status"": ""source_named_place_needs_geocode""}]","Burleigh, QLD: Burleigh, Queensland",no,"Human review should confirm whether place is setting, publication place, sighting location, or broad discourse region."
