lead_type,source,title,url,notes
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20140813001003/http://www.nma.gov.au/audio/transcripts/NMA_sites_memory_session3_20092608.html,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,http://www.nma.gov.au/audio/transcripts/NMA_sites_memory_session3_20092608.html,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20131028124426/http://www.abc.net.au/catalyst/stories/s581072.htm,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,http://www.abc.net.au/catalyst/stories/s581072.htm,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20131017085313/http://www.mysteriousaustralia.com/yowies_fair_dinkum.html,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20130513123549/http://www.ntnews.com.au/article/2009/04/21/46275_ntnews.html,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://archive.org/details/kmilariother00ridlrich/page/138,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,"https://news.google.com/newspapers?id=rytWAAAAIBAJ&pg=4781,11390386&dq=yowie&hl=en",Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,http://nla.gov.au/nla.news-article70605854,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20150110000835/http://www.abc.net.au/local/stories/2014/12/09/4145054.htm,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,http://www.abc.net.au/local/stories/2014/12/09/4145054.htm,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,http://nla.gov.au/nla.news-article70993856,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20121004155514/http://news.ninemsn.com.au/national/804059/yowie-may-have-killed-puppy,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,"https://news.google.com/newspapers?id=VAxiAAAAIBAJ&pg=1335,3843195&dq=yowie&hl=en",Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20131224104845/http://www.theherald.com.au/story/464273/in-search-of-yowies/,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20130819074211/http://www.northernstar.com.au/news/call-it-what-you-will-a-yeren-a-yeti-or-a-yowie-bu/1908497/,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20131127053706/http://www.smh.com.au/travel/blogs/yowie-man/respect-the-lore-20130919-2u2nf.html,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,http://nla.gov.au/nla.news-article110832132,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
external_reference,English Wikipedia Yowie references,,https://web.archive.org/web/20131017115700/http://trove.nla.gov.au/ndp/del/article/110832132,Public external reference link discovered from the Yowie page; requires source-level review before corpus use.
