query_id,source_name,source_type,canonical_name,query_string,query_type,date_start,date_end,expected_noise_level,status,notes
301,AIATSIS Public Catalogue,aiatsis_public_catalogue,Bunyip,"""Bunyip""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Bunyip."
313,AIATSIS Public Catalogue,aiatsis_public_catalogue,Drop bear,"""Drop bear""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Drop bear."
241,AIATSIS Public Catalogue,aiatsis_public_catalogue,Garkain,"""Garkain""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Garkain."
77,AIATSIS Public Catalogue,aiatsis_public_catalogue,Hairy Man,"""Hairy Man of the Wood""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Hairy Man of the Wood."
99,AIATSIS Public Catalogue,aiatsis_public_catalogue,Hairy Man,"""Hairy Man of the Wood""",constrained_boolean,1970,present,high,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Hairy Man."
93,AIATSIS Public Catalogue,aiatsis_public_catalogue,Hairy Man,"""Hairy Man"" AND (Yowie OR Yahoo OR Australia OR Aboriginal OR bush)",constrained_boolean,1970,present,high,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Hairy Man."
265,AIATSIS Public Catalogue,aiatsis_public_catalogue,Mamu,"""Mamu"" AND (spirit OR spirits OR being OR Aboriginal OR Anangu OR Pitjantjatjara)",constrained_boolean,1970,present,high,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mamu."
163,AIATSIS Public Catalogue,aiatsis_public_catalogue,Mimih,"""Mimi"" AND (spirit OR spirits OR Aboriginal OR Arnhem OR ""rock art"" OR Mimih)",constrained_boolean,1970,present,extreme,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mimi."
147,AIATSIS Public Catalogue,aiatsis_public_catalogue,Mimih,"""Mimih""",exact_phrase,1970,present,medium,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mimih."
169,AIATSIS Public Catalogue,aiatsis_public_catalogue,Mimih,"""Mimih""",constrained_boolean,1970,present,extreme,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mimi."
253,AIATSIS Public Catalogue,aiatsis_public_catalogue,Mokoi,"""Mokoi""",exact_phrase,1970,present,medium,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mokoi."
229,AIATSIS Public Catalogue,aiatsis_public_catalogue,Nargun,"""Nargun""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Nargun."
277,AIATSIS Public Catalogue,aiatsis_public_catalogue,Pangkarlangu,"""Pangkarlangu""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Pangkarlangu."
289,AIATSIS Public Catalogue,aiatsis_public_catalogue,Puttikan,"""Puttikan""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Puttikan."
181,AIATSIS Public Catalogue,aiatsis_public_catalogue,Quinkan,"""Quinkan""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Quinkan."
193,AIATSIS Public Catalogue,aiatsis_public_catalogue,Quinkan,"""Quinkin""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Quinkin."
205,AIATSIS Public Catalogue,aiatsis_public_catalogue,Wandjina,"""Wandjina""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Wandjina."
217,AIATSIS Public Catalogue,aiatsis_public_catalogue,Wandjina,"""Wanjina""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Wanjina."
59,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yahoo,"""Yahoo"" AND (""hairy man"" OR Yowie OR ""devil-devil"" OR Aboriginal OR Australia)",constrained_boolean,1970,present,extreme,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yahoo."
43,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yahoo,"""Yahoo-devil-devil""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yahoo-devil-devil."
65,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yahoo,"""Yahoo-devil-devil""",constrained_boolean,1970,present,extreme,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yahoo."
135,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yara-ma-yha-who,"""Yara-ma-tha-who""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yara-ma-tha-who."
123,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yara-ma-yha-who,"""Yara-ma-yha-who""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yara-ma-yha-who."
111,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yaroma,"""Yaroma""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yaroma."
31,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yowie,"""Australian ape""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Australian ape."
19,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yowie,"""Australian gorilla""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Australian gorilla."
7,AIATSIS Public Catalogue,aiatsis_public_catalogue,Yowie,"""Yowie""",exact_phrase,1970,present,medium,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Yowie."
302,Research Data Australia,andc,Bunyip,"""Bunyip""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Bunyip."
314,Research Data Australia,andc,Drop bear,"""Drop bear""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Drop bear."
242,Research Data Australia,andc,Garkain,"""Garkain""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Garkain."
78,Research Data Australia,andc,Hairy Man,"""Hairy Man of the Wood""",exact_phrase,1970,present,low,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Hairy Man of the Wood."
100,Research Data Australia,andc,Hairy Man,"""Hairy Man of the Wood""",constrained_boolean,1970,present,high,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Hairy Man."
94,Research Data Australia,andc,Hairy Man,"""Hairy Man"" AND (Yowie OR Yahoo OR Australia OR Aboriginal OR bush)",constrained_boolean,1970,present,high,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Hairy Man."
266,Research Data Australia,andc,Mamu,"""Mamu"" AND (spirit OR spirits OR being OR Aboriginal OR Anangu OR Pitjantjatjara)",constrained_boolean,1970,present,high,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mamu."
164,Research Data Australia,andc,Mimih,"""Mimi"" AND (spirit OR spirits OR Aboriginal OR Arnhem OR ""rock art"" OR Mimih)",constrained_boolean,1970,present,extreme,planned,"Modern Yowie, heritage, tourism, and media period; generated from alias Mimi."
