candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Haunted Houses,ABC; Spirit of Things,2012-07-15,2026-06-22,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,abc:4124218:monte-cristo-homestead,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,reported_ghost_or_apparition,"Monte Cristo Homestead, NSW",apparition_location,-34.8682927,147.5758032,exact_site,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Monte Cristo` in a ghost/supernatural context; gazetteer result state-checked as Monte Cristo Homestead, 1, Homestead Lane, Junee North, Junee, New South Wales, 2663, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Haunted Houses Are you about to renovate your house? You know, knocking down a few walls. Well be prepared. You might find something you weren't banking on—which if disturbed could change your luck. On the other hand, your house may be so spooky you've decided to cut your losses and sell a.s.a.p. Haunted Houses and their expert decoders join Rachael for an adventure into the unknown. Thinking of renovating your house? You might encounter some strange objects when you break through the walls. Don't take fright, they were put there to scare off evil spirits. Heritage specialist and historian Dr Ian Evans, OAM, completed his PhD on deliberately hidden objects in heritage buildings and has a trove of stories to tell. But for those who are still being."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Haunted Houses,ABC; Spirit of Things,2012-07-15,2026-06-22,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,abc:4124218:junee,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,reported_ghost_or_apparition,"Junee, NSW",apparition_location,-34.8150256,147.6726750,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Junee` in a ghost/supernatural context; gazetteer result state-checked as Junee Shire Council, New South Wales, 2663, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Haunted Houses Are you about to renovate your house? You know, knocking down a few walls. Well be prepared. You might find something you weren't banking on—which if disturbed could change your luck. On the other hand, your house may be so spooky you've decided to cut your losses and sell a.s.a.p. Haunted Houses and their expert decoders join Rachael for an adventure into the unknown. Thinking of renovating your house? You might encounter some strange objects when you break through the walls. Don't take fright, they were put there to scare off evil spirits. Heritage specialist and historian Dr Ian Evans, OAM, completed his PhD on deliberately hidden objects in heritage buildings and has a trove of stories to tell. But for those who are still being."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Haunted Houses,ABC; Spirit of Things,2012-07-15,2026-06-22,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,abc:4124218:campbelltown,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,reported_ghost_or_apparition,"Campbelltown, NSW",apparition_location,-34.0737892,150.8536614,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Campbelltown` in a ghost/supernatural context; gazetteer result state-checked as Campbelltown City Council, Campbelltown, New South Wales, 2560, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Haunted Houses Are you about to renovate your house? You know, knocking down a few walls. Well be prepared. You might find something you weren't banking on—which if disturbed could change your luck. On the other hand, your house may be so spooky you've decided to cut your losses and sell a.s.a.p. Haunted Houses and their expert decoders join Rachael for an adventure into the unknown. Thinking of renovating your house? You might encounter some strange objects when you break through the walls. Don't take fright, they were put there to scare off evil spirits. Heritage specialist and historian Dr Ian Evans, OAM, completed his PhD on deliberately hidden objects in heritage buildings and has a trove of stories to tell. But for those who are still being."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Haunted Houses,ABC; Spirit of Things,2012-07-15,2026-06-22,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,abc:4124218:hobart,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,reported_ghost_or_apparition,"Hobart, TAS",apparition_location,-42.8825088,147.3281233,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Hobart` in a ghost/supernatural context; gazetteer result state-checked as Hobart, Tasmania, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Haunted Houses Are you about to renovate your house? You know, knocking down a few walls. Well be prepared. You might find something you weren't banking on—which if disturbed could change your luck. On the other hand, your house may be so spooky you've decided to cut your losses and sell a.s.a.p. Haunted Houses and their expert decoders join Rachael for an adventure into the unknown. Thinking of renovating your house? You might encounter some strange objects when you break through the walls. Don't take fright, they were put there to scare off evil spirits. Heritage specialist and historian Dr Ian Evans, OAM, completed his PhD on deliberately hidden objects in heritage buildings and has a trove of stories to tell. But for those who are still being."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Haunted Houses,ABC; Spirit of Things,2012-07-15,2026-06-22,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,https://www.abc.net.au/listen/programs/spiritofthings/haunted-houses/4124218,abc:4124218:ballarat,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,reported_ghost_or_apparition,"Ballarat, VIC",apparition_location,-37.5623013,143.8605645,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Ballarat` in a ghost/supernatural context; gazetteer result state-checked as Ballarat, Victoria, 3350, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Haunted Houses Are you about to renovate your house? You know, knocking down a few walls. Well be prepared. You might find something you weren't banking on—which if disturbed could change your luck. On the other hand, your house may be so spooky you've decided to cut your losses and sell a.s.a.p. Haunted Houses and their expert decoders join Rachael for an adventure into the unknown. Thinking of renovating your house? You might encounter some strange objects when you break through the walls. Don't take fright, they were put there to scare off evil spirits. Heritage specialist and historian Dr Ian Evans, OAM, completed his PhD on deliberately hidden objects in heritage buildings and has a trove of stories to tell. But for those who are still being."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Landscape and islands,ABC; Science Show,2025-03-22,2026-06-22,https://www.abc.net.au/listen/programs/scienceshow/landscape-and-islands/105001292,https://www.abc.net.au/listen/programs/scienceshow/landscape-and-islands/105001292,abc:105001292:hobart,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"Hobart, TAS",apparition_location,-42.8825088,147.3281233,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Hobart` in a ghost/supernatural context; gazetteer result state-checked as Hobart, Tasmania, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"une, does it not? Keg de Souza: Yep. Robyn Williams: June 8th, yeah. So people can come and see all sorts of displays. Keg de Souza: So it was interesting for me to work quite directly with my collaborators as more than human collaborators, and so how do I learn from place through the mycelia in this situation? Robyn Williams: Well, I can tell you that somewhere towards Berry, which is quite close to where we are, at a certain time of year you have on the wood of trees, sometimes dead trees, these amazing, glowing ghost mushrooms, and it looks like a collection of ghosts as you approach, they're quite large. You've seen them? Keg de Souza: I have not seen them, but I've heard a lot about them, and I really want to see them. So maybe a trip to Berry."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Tour guide shares ghost stories and chilling experiences from Port Arthur Historic Site,ABC; Your Afternoon,2025-08-26,2026-06-22,https://www.abc.net.au/listen/programs/hobart-your-afternoon/ghost-stories-port-arthur-historic-site/105699390,https://www.abc.net.au/listen/programs/hobart-your-afternoon/ghost-stories-port-arthur-historic-site/105699390,abc:105699390:hobart,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"Hobart, TAS",apparition_location,-42.8825088,147.3281233,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Hobart` in a ghost/supernatural context; gazetteer result state-checked as Hobart, Tasmania, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Tour guide shares ghost stories and chilling experiences from Port Arthur Historic Site The Port Arthur Historic Site ghost tour manager shares some chilling experiences visitors have reported. It's known as one of Australia's most haunted places, and every year 20,000 people brave a ghost tour at the Port Arthur Historic Site. Guiding manager Jake Bradshaw shares some stories with ABC Tasmania Afternoons presenter Joel Rheinberger, including the one that gets the biggest reaction from visitors. From pickaxe murders, the ""Blue Lady"" and the Parsonage, Mr Bradshaw says there's plenty of chilling stories from the old convict site. Joel Rheinberger How many people come to be spooked on ghost tours at Port Arthur? Jake Bradshaw Oh, lots. It's very."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Murder on the Tasman Express: A radio play from ABC Radio Hobart. Episode 3,ABC; Evenings,2024-05-29,2026-06-22,https://www.abc.net.au/listen/programs/hobart-evenings/murder-on-the-tasman-express-episode-3/103911228,https://www.abc.net.au/listen/programs/hobart-evenings/murder-on-the-tasman-express-episode-3/103911228,abc:103911228:hobart,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,ghosts,"Hobart, TAS",apparition_location,-42.8825088,147.3281233,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Hobart` in a ghost/supernatural context; gazetteer result state-checked as Hobart, Tasmania, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Murder on the Tasman Express: A radio play from ABC Radio Hobart. Episode 3 Can ghosts help our trapped travellers unmask the killer hiding right in front of them? The lights have gone out, the rain is coming down and the travellers in the Tasman Express are getting spooked. Are they truly alone? Can voices of radio broadcasts past shed light on who the murderer is? ABC Radio Tasmania Evenings with Helen Shield presents a six-part whodunnit murder mystery radio play, Murder on the Tasman Express. You can catch up on episode one and episode two on the Tasmania Evenings program page. Credits: Carriage"
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Celebrating the history of the Theatre Royal.,ABC; ABC HOBART,2018-07-29,2026-06-22,https://www.abc.net.au/hobart/air:-gae-williams-theatre-royal/10048768,https://www.abc.net.au/hobart/air:-gae-williams-theatre-royal/10048768,abc:10048768:hobart,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"Hobart, TAS",apparition_location,-42.8825088,147.3281233,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Hobart` in a ghost/supernatural context; gazetteer result state-checked as Hobart, Tasmania, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Celebrating the history of the Theatre Royal. As the Theatre Royal in Hobart enters a period of refurbishment – it seems timely to reflect on Australia’s oldest working theatre and celebrate its rich past. Gae Williams is with the Friends of the Theatre Royal and recently spoke with Paul McIntyre, who began by asking her about the most memorable moment she experienced in the building. When the Theatre Royal was nearly gutted by fire in 1984 many credited Fred – the resident ghost, with saving one of the Nation’s most significant and beautiful historic buildings. Now - some 34 years after the blaze – as the theatre enters a period of refurbishment – it seems timely to reflect on Australia’s oldest working theatre and celebrate its rich past. Gae."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,"Bioluminescence, tattoos and memoirs",ABC; Nightlife,2023-09-08,2026-06-22,https://www.abc.net.au/listen/programs/nightlife/nightlife/102804256,https://www.abc.net.au/listen/programs/nightlife/nightlife/102804256,abc:102804256:hobart,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,ABC Tasmania public media item concerning source-stated haunted or apparition place evidence.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"Hobart, TAS",apparition_location,-42.8825088,147.3281233,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Hobart` in a ghost/supernatural context; gazetteer result state-checked as Hobart, Tasmania, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Bioluminescence, tattoos and memoirs The magical world of bioluminescence and how tattoos became mainstream Gustaff Hallegraeff, Professor of Marine Science at the University of Tasmania, explains the magic world of bioluminescence. Tattoo artist and Australian tattoo history enthusiast Rhys Gordon looks at how tattoos have moved from the fringe of our culture to the mainstream. In The Writers Mat Osman's new book, The Ghost Theatre, takes us to Elizabethan London and the world of the theatre inhabited by child actors, some of whom had been kidnapped and forced to appear on stage. Hear the latest news stories from the Tasmanian capital in This Week in Hobart, including ambulances experiencing delays of more than 6 hours at the Royal Hobart Hospital."
