candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:9f1f45efab252d08,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"ithout gaining a place in the other line. If any one of them do not marry, she may remain in her own gens, but she cannot transmit its blood. She cannot have a legitimate child, and therefore she cannot become an ancestor. The gens, therefore, virtually consists of males alone. Hence it is manifest that, since the ancestors are the household gods, the house spirit can be none other than a male, for all the female members are of another gens. For the same reason the celebration of his worship is necessarily limited to males. The only females who could join in that worship by right of birth forfeited their birthright by marrying."
accepted,Internet Archive,repository_full_text,B,spirits in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirits:2c5fafe285f04c84,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirits,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"e also. It is now almost too late to collect all the particulars of their former life. For instance, the remarkable class of "" birra-arka,"" wdio professed to communicate with the dead, has been long extinct, and with its last member is gone also all possibility of asceitain- ing what -vv^ere their mystic rites, or what claims they made to communion with the spirits, and to a knowledge of future events. Apart from any other difficulties, the usual difficulties met with in collecting information as to the beliefs and customs of aborigines are sufficientlj^ formidable in them- selves. It is necessary that the inquirer and the source."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:797caa10748906f0,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,", near the cLins. Stratford, about the years 1856-7, was related to me by Bunda-wal,-f- otherwise Bobby Brown, a Gnarrawut Tatun- golung, who, it will be seen, bore a prominent part in the events narrated. I give it in full, as illustrating many points of great interest respecting these savages. I have as much as possible preserved the letter as well as the spirit of * [This is a marked trace of former descent through the mother. — L. F.] + Btinda = bite, wal=: spear. 218 THE KUPvNAI. his tale. As a preface to this narrative, the following state- ment from Gliun-kong, of whom more anon : — In conse(iiience of the Omeo and."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:af7512d057be85d1,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"art"" was there hidden on the watch, they became afraid, and ran away to their camp. Mr. C. J. Du Ye, a gentleman of much experience with the aborigines, tells me that, in the year 1860, a Maneroo blackfellow died when living with him. The day before he died, having been ill some time, he said that, in the night, his father, his father's friend, and a female spirit he could not recognize, had come to him and said that he would die next day, and that they would wait for him. Mr. Du Ve adds that, although previously the Christian belief had been explained to this man, it had at that time entirely faded, and that he had gone back to."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:8cd448f451b71771,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"camels. My blackboy, from the Darling River, rode up to me, with the utmost alarm exhibited in his face, and exclaimed, ""Look at those wild blackfellows!"" I said, ""Well, they are all right."" He rei^lied, "" I am sure those fellows are putting poison in my footsteps !"" Phthisis, pneumonia, bowel complaints, and insanity are supposed to be produced by an evil spirit — Brewin — "" who is like the wind,"" and who, entering his victims, can only be expelled by suitable incantations. I have mentioned how Tulaba is possessed of a chaunt to cure chest disease. Another Kiirnai, who is said to be a great midla mullung^ professes to cure, among."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:17225ab47087f4f5,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"ance : — On a certain evening, at dusk, the Birraark commenced liis invocation. The audience were collected, and silence was kept. The fires were let go down. The Birraark uttered the cry ""Coo-ee"" at intervals. At length a distant reply was heard, and shortly afterwards the sound as of persons jumping on the ground in succession. This was supposed to be the spirit "" Baukan,"" followed by the ghosts. A voice was then heard in the gloom, asking, in a strange intonation, ""What is wanted?"" Questions were put by the Birraark, and replies given. At the termination of the seance, the spirit voice said, ""We are going."" Finally, the."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:641c037ba29cb846,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"distant reply was heard, and shortly afterwards the sound as of persons jumping on the ground in succession. This was supposed to be the spirit "" Baukan,"" followed by the ghosts. A voice was then heard in the gloom, asking, in a strange intonation, ""What is wanted?"" Questions were put by the Birraark, and replies given. At the termination of the seance, the spirit voice said, ""We are going."" Finally, the Biri-aark was found in the top of an almost inaccessible tree, apparently asleep. It was alleged that the ghosts had transported him there at their departure. At this seance the questions put related to individuals of the group."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:60e4a3e864e080f9,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"he Hunter, and the Kamilaroi w^ere spoken of as Myall blacks by the Geawe-gal, so that myall was almost synonymous with fierce. ""Although I do not recollect all their class divisions, they had distinctly the great divisions, Yippai and Kombo.* Apropos of the generic names, the Geawe-gal had a superstition that everyone had w^ithin himself an affinity to the spirit of some bird, beast, or reptile. Not that he sprung from the creature in any way, but that the sj^irit which was in him was akin to that of the creature. I have often spoken of the superstition, and found my causeur incredulous himself, but not doubting that it was an."
accepted,Internet Archive,repository_full_text,B,spirits in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirits:f29462b529b695c9,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirits,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"f the iire, his wife behind him, and her young children behind her. There are doctors among these aborigines who profess to cure disease by charms and sucking the part of the body where the person suffers. When a doctor is old, or for some reason unable to practice, his son takes his place. Men who profess to learn corrobboree songs and dances from departed spirits are called Gureldres ; they are taught songs for the dead, which are sung to make the departed happy, who are gone to another country to live for ever, but to return no more.* * The totems of the Multa class divisions are perhaps not complete, and there is seemingly."
accepted,Internet Archive,repository_full_text,B,spirit in Kamilaroi and Kurnai,Kamilaroi and Kurnai; Lorimer Fison and A. W. Howitt,1880 public-domain Australian ethnographic book exposed through an exact Internet Archive item,2026-06-22,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,https://archive.org/download/kamilaroikurnaig00fiso/kamilaroikurnaig00fiso_djvu.txt,sprint-internet-archive-kami:kamilaroikurnaig00fiso:spirit:bd3ccb09cb45b757,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,New South Wales and Victoria,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"ung ladies would most certainly never have consented to devote them- selves to a single life for no better reason than that an old law stood in their way. Mr. Howitt has told us how ready they wei'e to brave spear-thrusts and club-strokes rather than remain unmarried, and how vigorously they battered the tardy swains of their tribe into a proper matrimonial spirit. The Kiirnai stole women, not from their enemies only, but from one another also — Tatungolung from Briakolung, and so forth. In this, too, they followed ancient custom — the custom which still prevails among the tribes which have the Kamilaroi organization. Among these."
