candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
rejected,State Library Victoria,institutional_history_article,A,spooky in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:spooky:b9e46d76f5771d8b,public_text_item,public_access_text_available,descriptive_belief_record,context_only,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,insufficient_person_form_evidence,spooky,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_institutional_history_reviewed,low,not_accepted,rejected,"In celebration of the spooky season, we asked staff at the Library to share some eerie, mysterious and spine-chilling tales from their years, and sometimes decades, walking its historic halls."
rejected,State Library Victoria,institutional_history_article,A,haunted in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:haunted:088838a7f9f44659,public_text_item,public_access_text_available,descriptive_belief_record,context_only,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,insufficient_person_form_evidence,haunted,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_institutional_history_reviewed,low,not_accepted,rejected,"From after-dark apparitions, to haunted bats and unexplainable movements, their stories will have you looking over your shoulder the next time you visit Australia’s oldest public library."
accepted,State Library Victoria,institutional_history_article,A,ghosts in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:ghosts:744a233f4a37e870,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,explicit_supernatural_or_anomalous_person_form_agent,ghosts,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,B,public_institutional_history_reviewed,low,accepted,,"‘I recall being told by several ex-staff who worked in the stacks of the Arts Library, today the new refurbished Ian Potter Queen’s Hall, that two ghosts occupied the area. A cold spot near the old piano was one area. Another, elsewhere in the stacks."
rejected,State Library Victoria,institutional_history_article,A,presence in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:presence:4ed7258f4563bfff,public_text_item,public_access_text_available,descriptive_belief_record,context_only,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,insufficient_person_form_evidence,presence,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_institutional_history_reviewed,low,not_accepted,rejected,"‘One night, a Library guard told me he wasn’t patrolling the Ian Potter Queen’s Hall as he had felt a presence there of late. He refused. So I thought (and probably not rightly so) that I would do the patrol for him if he sat in the control room."
rejected,State Library Victoria,institutional_history_article,A,transparent figure in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:transparent-figure:88f90a933cd65de4,public_text_item,public_access_text_available,descriptive_belief_record,context_only,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,insufficient_person_form_evidence,transparent figure,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_institutional_history_reviewed,low,not_accepted,rejected,"So it’s about 2am. I do the regular route through the Library and get to Ian Potter Queen’s Hall. Not afraid as I thought the whole thing was ridiculous, I’m walking around and then I see ‘Her’. A transparent figure standing in the piano room on the mezzanine floor of the Queens Hall. Hair flowing with a long gown, holding the hand of a young boy. There was no breeze in the building as it was a still night, but her hair and garments were flowing."
accepted,State Library Victoria,institutional_history_article,A,ghost in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:ghost:3e641a492be5235f,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,B,public_institutional_history_reviewed,low,accepted,,"I felt hot all over and fell to my knees as she continued to stare at me. I didn’t feel anything but sadness from this figure. It is hard to explain. She walked off into the wall and disappeared. I will never forget her and the sadness in her face. I was to later find out that there were ghost sightings near that piano room, but I hadn’t had the preconceived notion before entering the room and the recollections were of a female form. To this day I have not been able to find out who she was."
accepted,State Library Victoria,institutional_history_article,A,ghost in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:ghost:a8bd1055515de88e,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,B,public_institutional_history_reviewed,low,accepted,,"My first night shift, I was told not to turn off all the lights before closing because some security guards were afraid of the ghost there."
accepted,State Library Victoria,institutional_history_article,A,ghosts in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:ghosts:877af97a2ab0372f,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,explicit_supernatural_or_anomalous_person_form_agent,ghosts,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,B,public_institutional_history_reviewed,low,accepted,,"But he recalled that the Melbourne Museum preparators used to strip whale carcasses in the space (when it was a courtyard open to the sky), and he felt sure the whale ghosts were flexing on us.’"
accepted,State Library Victoria,institutional_history_article,A,ghost in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:ghost:0c6c263fbe6c3e0e,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,B,public_institutional_history_reviewed,low,accepted,,"‘Sadly, in 43 years at the Library I’ve never met a ghost or poltergeist. I have found things misfiled, but I assume humans not paying attention was the cause."
accepted,State Library Victoria,institutional_history_article,A,ghost in Spooky stories from the Library,Spooky stories from the Library; Tess McLaughlan,2021 State Library Victoria blog article,2026-06-22,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,https://blogs.slv.vic.gov.au/news/spooky-stories-from-the-library/,sprint-slv-spooky-library-st:slv-spooky-library-stories:ghost:7f76e50989c14e28,public_text_item,public_access_text_available,apparition_account,source_grounded_section_record,State Library Victoria public institutional article collecting staff apparition accounts in the library building.,explicit_supernatural_or_anomalous_person_form_agent,ghost,"State Library Victoria, Melbourne, VIC",apparition_location,-37.8098,144.9652,exact_site,"OpenStreetMap/official address cross-check for State Library Victoria, Swanston Street, Melbourne",verified_gazetteer_point,Source explicitly locates the narratives in State Library Victoria and Ian Potter Queen's Hall; representative coordinate is the library site.,source_url_external_id_and_excerpt_hash_checked,B,public_institutional_history_reviewed,low,accepted,,I may have caused people to think there had been a ghost when a volume I was updating fell off the balcony and landed on the floor in the La Trobe Reading Room with a resounding bang. I had to go all the way down and retrieve it. I may add this was prior to opening times. A startled staff member spotted me on the balcony and asked if it was me – yes I replied I’ll be down to collect the volume. I got the impression I had scared them.’
