candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Ghost tales and grisly histories give 'haunted' buildings their scary appeal. Here's how,ABC; ABC,2020-02-20,2026-06-22,https://www.abc.net.au/news/2020-02-20/ghost-tales-help-give-haunted-buildings-their-scary-appeal/11985080,https://www.abc.net.au/news/2020-02-20/ghost-tales-help-give-haunted-buildings-their-scary-appeal/11985080,abc:11985080:parramatta-gaol,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"Parramatta Gaol, NSW",apparition_location,-33.7989451,151.0007621,exact_site,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Parramatta Gaol` in a ghost/supernatural context; gazetteer result state-checked as Parramatta Gaol, New Street, North Parramatta, Sydney, New South Wales, 2151, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Ghost tales and grisly histories give 'haunted' buildings their scary appeal. Here's how Ever wondered why you feel creeped out in a haunted house, abandoned jail, or disused psychiatric institution? One sceptic has heard enough ghost stories to know to treat them with respect. haunted fear psychology aradale asylum asylums parramatta gaol gaols haunt ghost"
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Belarus Free Theatre co-founder Natalya Kolyada and ghost historian Jack Sim,ABC; Conversations,2009-01-22,2026-06-22,https://www.abc.net.au/listen/programs/conversations/belarus-free-theatre-co-founder-natalya-kolyada-and-ghost-histor/7774972,https://www.abc.net.au/listen/programs/conversations/belarus-free-theatre-co-founder-natalya-kolyada-and-ghost-histor/7774972,abc:7774972:boggo-road-gaol,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"Boggo Road Gaol, QLD",apparition_location,-27.4950869,153.0287003,exact_site,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Boggo Road Gaol` in a ghost/supernatural context; gazetteer result state-checked as Boggo Road Gaol, Boggo Road, Dutton Park, Brisbane, Queensland, 4102, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Belarus Free Theatre co-founder Natalya Kolyada and ghost historian Jack Sim Broadcast date: Thursday 22 January 2009 Broadcast date: Thursday 22 January 2009 Co-founder Belarus Free Theatre Natalya Kolyada Natalya Kolyada is a human rights activist from Belarus. She and her husband founded the Belarus Free Theatre in 2005, and they hold performances in their home country in private apartments or in forests, hiding from the authorities. They are able to perform - to great acclaim - internationally, and touring Australia with their production of Being Harold Pinter. The Belarus Free Theatre are in Brisbane this week, at the Powerhouse (until Saturday 24th January). Ghost historian and author Jack Sim Jack Sim spends many of his days, and nights,."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Belarus Free Theatre co-founder Natalya Kolyada and ghost historian Jack Sim,ABC; Conversations,2009-01-22,2026-06-22,https://www.abc.net.au/listen/programs/conversations/belarus-free-theatre-co-founder-natalya-kolyada-and-ghost-histor/7774972,https://www.abc.net.au/listen/programs/conversations/belarus-free-theatre-co-founder-natalya-kolyada-and-ghost-histor/7774972,abc:7774972:brisbane,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"Brisbane, QLD",apparition_location,-27.4689623,153.0235009,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Brisbane` in a ghost/supernatural context; gazetteer result state-checked as Brisbane, Queensland, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Belarus Free Theatre co-founder Natalya Kolyada and ghost historian Jack Sim Broadcast date: Thursday 22 January 2009 Broadcast date: Thursday 22 January 2009 Co-founder Belarus Free Theatre Natalya Kolyada Natalya Kolyada is a human rights activist from Belarus. She and her husband founded the Belarus Free Theatre in 2005, and they hold performances in their home country in private apartments or in forests, hiding from the authorities. They are able to perform - to great acclaim - internationally, and touring Australia with their production of Being Harold Pinter. The Belarus Free Theatre are in Brisbane this week, at the Powerhouse (until Saturday 24th January). Ghost historian and author Jack Sim Jack Sim spends many of his days, and nights,."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,ABC; The Ark,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,abc:3360028:monte-cristo-homestead,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Monte Cristo Homestead, NSW",apparition_location,-34.8682927,147.5758032,exact_site,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Monte Cristo Homestead` in a ghost/supernatural context; gazetteer result state-checked as Monte Cristo Homestead, 1, Homestead Lane, Junee North, Junee, New South Wales, 2663, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio National, with me, Rachael Kohn. This week, 'The Steve Irwin of Spooks' tells us some tall tales from the city to the outback. Monte Cristo is just one of the places people feel a shiver going up their spine: phantom piano playing, apparitions at the foot of the bed, a chill in the air. They've all been reported. But spooks don't just scare."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,ABC; The Ark,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,abc:3360028:junee,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Junee, NSW",apparition_location,-34.8150256,147.6726750,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Junee` in a ghost/supernatural context; gazetteer result state-checked as Junee Shire Council, New South Wales, 2663, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio National, with me, Rachael Kohn. This week, 'The Steve Irwin of Spooks' tells us some tall tales from the city to the outback. Monte Cristo is just one of the places people feel a shiver going up their spine: phantom piano playing, apparitions at the foot of the bed, a chill in the air. They've all been reported. But spooks don't just scare."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,ABC; The Ark,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,abc:3360028:picton,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Picton, NSW",apparition_location,-34.1693445,150.6114983,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Picton` in a ghost/supernatural context; gazetteer result state-checked as Picton, New South Wales, 2571, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio National, with me, Rachael Kohn. This week, 'The Steve Irwin of Spooks' tells us some tall tales from the city to the outback. Monte Cristo is just one of the places people feel a shiver going up their spine: phantom piano playing, apparitions at the foot of the bed, a chill in the air. They've all been reported. But spooks don't just scare."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,ABC; The Ark,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,abc:3360028:cooktown,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Cooktown, QLD",apparition_location,-15.3718125,144.9028573,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Cooktown` in a ghost/supernatural context; gazetteer result state-checked as Cooktown, Queensland, 4895, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio National, with me, Rachael Kohn. This week, 'The Steve Irwin of Spooks' tells us some tall tales from the city to the outback. Monte Cristo is just one of the places people feel a shiver going up their spine: phantom piano playing, apparitions at the foot of the bed, a chill in the air. They've all been reported. But spooks don't just scare."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,ABC; The Ark,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,abc:3360028:brisbane,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Brisbane, QLD",apparition_location,-27.4689623,153.0235009,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Brisbane` in a ghost/supernatural context; gazetteer result state-checked as Brisbane, Queensland, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio National, with me, Rachael Kohn. This week, 'The Steve Irwin of Spooks' tells us some tall tales from the city to the outback. Monte Cristo is just one of the places people feel a shiver going up their spine: phantom piano playing, apparitions at the foot of the bed, a chill in the air. They've all been reported. But spooks don't just scare."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,The Ghosthunters,ABC; Street Stories,2005-03-09,2026-06-22,https://www.abc.net.au/listen/programs/streetstories/the-ghosthunters/3440124,https://www.abc.net.au/listen/programs/streetstories/the-ghosthunters/3440124,abc:3440124:picton,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"Picton, NSW",apparition_location,-34.1693445,150.6114983,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Picton` in a ghost/supernatural context; gazetteer result state-checked as Picton, New South Wales, 2571, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"The Ghosthunters Across Australia interest in the paranormal is growing, there are more than 40 ghost tours on offer and some people even sleep overnight in old gaols and hospitals in order to have close contact with the spirit world. Across Australia interest in the paranormal is growing, there are more than 40 ghost tours on offer and some people even sleep overnight in old gaols and hospitals in order to have close contact with the spirit world. Ghosthunters, or Paranormal Investigators, are interested in finding subjective, scientific evidence of ghosts. They spend their weekends visiting reputedly haunted sites and wiring them up with cameras, video and sound recorders, electro magnetic field meters and temperature gauges. In the program we."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,The Ghosthunters,ABC; Street Stories,2005-03-09,2026-06-22,https://www.abc.net.au/listen/programs/streetstories/the-ghosthunters/3440124,https://www.abc.net.au/listen/programs/streetstories/the-ghosthunters/3440124,abc:3440124:woodford-academy,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Exact ABC public media items naming Queensland and New South Wales haunted towns, gaols, and ghost-story sites.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"Woodford Academy, NSW",apparition_location,-33.7331140,150.4736891,exact_site,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Woodford Academy` in a ghost/supernatural context; gazetteer result state-checked as Woodford Academy, 90-92, Great Western Highway, Sydney, New South Wales, 2778, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"The Ghosthunters Across Australia interest in the paranormal is growing, there are more than 40 ghost tours on offer and some people even sleep overnight in old gaols and hospitals in order to have close contact with the spirit world. Across Australia interest in the paranormal is growing, there are more than 40 ghost tours on offer and some people even sleep overnight in old gaols and hospitals in order to have close contact with the spirit world. Ghosthunters, or Paranormal Investigators, are interested in finding subjective, scientific evidence of ghosts. They spend their weekends visiting reputedly haunted sites and wiring them up with cameras, video and sound recorders, electro magnetic field meters and temperature gauges. In the program we."
