candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,Australian Broadcasting Corporation,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,public-page:https-www-abc-net-au-listen-programs:monte-cristo-homestead,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_page_record,ABC Radio National transcript naming additional Australian haunted-site narratives with verified exact places.,explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Monte Cristo Homestead, NSW",apparition_location,-34.8682927,147.5758032,exact_site,nominatim_openstreetmap_state_checked_public_page_2026-06-22,verified_gazetteer_point,"Public page text names `Monte Cristo Homestead` in a ghost/supernatural context; gazetteer result state-checked as Monte Cristo Homestead, 1, Homestead Lane, Junee North, Junee, New South Wales, 2663, Australia.",canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted - ABC listen Skip to main content Skip to listen navigation, settings and search Explore the ABC ABC listen Search Loading Program: Australia's Most Haunted Program:The Ark Mon 13 Nov 2006 at 2:45amMon 13 Nov 2006 at 2:45am Mon 13 Nov 2006 at 2:45am Space to play or pause, M to mute, left and right arrows to seek, up and down arrows for volume. Play Duration: 15 minutes 48 seconds15m Brought to you by ABC Radio National Presented by Rachael Kohn Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Credits , Presenter Geoff Wood, Producer , Producer Program:More from The Ark Australia, History, Spiritual Beliefs, Human Interest Transcript Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,Australian Broadcasting Corporation,2006-11-12,2026-06-22,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,public-page:https-www-abc-net-au-listen-programs:national-film-and-sound,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_page_record,ABC Radio National transcript naming additional Australian haunted-site narratives with verified exact places.,explicit_supernatural_or_anomalous_person_form_agent,spooks,"National Film and Sound Archive, ACT",apparition_location,-35.2828643,149.1209536,exact_site,nominatim_openstreetmap_state_checked_public_page_2026-06-22,verified_gazetteer_point,"Public page text names `National Film and Sound Archive` in a ghost/supernatural context; gazetteer result state-checked as National Film and Sound Archive of Australia (NFSA), Liversidge Street, Acton, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia.",canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"ey've all been reported. But spooks don't just scare people away, they attract tourists, and become part of local legend. The eeriness of a place is often what starts the ball rolling, and it seems Canberra has it in spades. Tim the Yowie Man: What makes Canberra the nation's capital so spooky, is the number of ghosts and pesky poltergeists, lurking in many of the national institutions. Now if you go to the Parliamentary Triangle in Canberra, it's the area where all the national institutions are, such as the National Library, the Gallery, the National Museum of Australia, Old Parliament House. Each of those buildings and many others harbours a ghost or two. There's even a ghost of Ben Chifley, our former Prime Minister. He haunts the Hotel Kurrajong in Canberra. I know quite a few people that travel from all over Australia just to Canberra to go sleep in the Chifley suite to try and."
