record_id,title,latitude,longitude,place_name,source
832,1979 - Kilkivan Yowie Article,-26.080292,152.2473652,Kilkivan,public/data/frontend-data.json
907,1979 - Daily Telegraph Yowie Article,-33.72802,150.3740633,Wentworth Falls,public/data/frontend-data.json
908,1979 - Gold Coast Bulletin Yowie Article,-28.0023731,153.4145987,"Gold Coast, QLD",public/data/frontend-data.json
909,1979 - Murgon Yowie Newspaper Article,-26.2441735,151.936075,"Murgon, QLD",public/data/frontend-data.json
910,1979 - Pilliga/Coonabarabran Yowie Article,-31.2728076,149.2733225,"Coonabarabran, NSW",public/data/frontend-data.json
912,1979 - Townsville Daily Bulletin Yowie Article,-19.2569391,146.8239537,"Townsville, QLD",public/data/frontend-data.json
913,1979 - Townsville Daily Bulletin Yowie Article 2,-31.2728076,149.2733225,Coonabarabran,public/data/frontend-data.json
1037,1979 - Bay Post Yowie Article,-35.7072183,150.178289,"Batemans Bay, NSW",public/data/frontend-data.json
1038,1979 - Northern Miner Yowie Article,-20.0714089,146.2709824,"Charters Towers, QLD",public/data/frontend-data.json
4273,"YouTube reports, interviews: Yowie Sighting (Audio Report #100) near Mt Isa, Queensland (1979)",-21.328357,139.227093,"Mt Isa, QLD",public/data/frontend-data.json
4274,"Written reports: Yowie Sighting at Mt. Cootha, Queensland 1979",-27.4806,152.9541,"Mt. Cootha, QLD",public/data/frontend-data.json
4325,"Written reports: Yowie Sighting at Bateman s Bay, New South Wales 1979",-35.708056,150.172444,"Bateman s Bay, NSW",public/data/frontend-data.json
4408,"YouTube reports, interviews: Yowie Sighting (Audio Report #165) at Palm Beach, Queensland (1979)",-28.1155325,153.4583936,"Palm Beach, QLD",public/data/frontend-data.json
4438,Reports from newspapers: 1979 - Bay Post Yowie Article,-35.705933,150.247977,"1979 - Bay Post Yowie Article, NSW",public/data/frontend-data.json
4439,Reports from newspapers: 1979 - Daily Telegraph Yowie Article,-33.826389,151.078056,"1979 - Daily Telegraph Yowie Article, NSW",public/data/frontend-data.json
4440,Reports from newspapers: 1979 - Gold Coast Bulletin Yowie Article,-27.8955,153.3994,"1979 - Gold Coast Bulletin Yowie Article, QLD",public/data/frontend-data.json
4441,Reports from newspapers: 1979 - Murgon Yowie Newspaper Article,-26.233333,151.95,"1979 - Murgon Yowie Newspaper Article, QLD",public/data/frontend-data.json
4442,Reports from newspapers: 1979 - Northern Miner Yowie Article,-20.086773,146.259449,"1979 - Northern Miner Yowie Article, QLD",public/data/frontend-data.json
4443,Reports from newspapers: 1979 - People Magazine Yowie Article - Liz James,-29.565029,153.114131,"1979 - People Magazine Yowie Article - Liz James, NSW",public/data/frontend-data.json
4444,Reports from newspapers: 1979 - Pilliga/Coonabarabran Yowie Article,-30.867216,149.454487,"1979 - Pilliga/Coonabarabran Yowie Article, NSW",public/data/frontend-data.json
4445,Reports from newspapers: 1979 - The Cronicle QLD Yowie Article,-26.163807,152.170355,1979 - The Cronicle QLD Yowie Article,public/data/frontend-data.json
4446,Reports from newspapers: 1979 - Townsville Daily Bulletin Yowie Article,-20.1,146.266667,"1979 - Townsville Daily Bulletin Yowie Article, QLD",public/data/frontend-data.json
46,"Colac, Victoria 1980",-38.3399766,143.5858537,"Colac, VIC",public/data/frontend-data.json
95,"Coffs Harbour, New South Wales 1980",-30.2985996,153.1094116,"Coffs Harbour, NSW",public/data/frontend-data.json
96,"Wee Jasper & Uki, New South Wales 1980",-28.4152778,153.3305556,Uki,public/data/frontend-data.json
156,"Kilcoy, Queensland 1980",-26.9417175,152.561157,"Kilcoy, QLD",public/data/frontend-data.json
157,"Springbrook, Queensland 1980",-28.185749,153.2715593,"Springbrook, QLD",public/data/frontend-data.json
221,"Ashford, New South Wales 1980",-29.3257299,151.0945365,"Ashford, NSW",public/data/frontend-data.json
234,"Beerwah, Queensland 1980",-26.8573095,152.9604137,"Beerwah, QLD",public/data/frontend-data.json
245,"Baryulgil, New South Wales 1980",-29.2193959,152.6041527,"Baryulgil, NSW",public/data/frontend-data.json
262,"Mount Buller, Victoria 1980's",-37.2694615,146.4008688,"Mount. Buller area, VIC",public/data/frontend-data.json
362,"Clyde Mountain, New South Wales 1980",-35.5536851,149.9501548,"Clyde Mountain, NSW",public/data/frontend-data.json
364,"Coffs Harbour, New South Wales 1980",-30.2985996,153.1094116,"Coffs Harbour, NSW",public/data/frontend-data.json
395,"Mt. Tamborine, Queensland 1980",-27.9684035,153.1967792,"Mt Tamborine, QLD",public/data/frontend-data.json
441,"Slacks Creek, Queensland 1980",-27.638501,153.1287129,"Slacks Creek, QLD",public/data/frontend-data.json
485,"Wauchope, New South Wales 1980",-31.4557879,152.734664,"Wauchope, NSW",public/data/frontend-data.json
486,"Kiandra, New South Wales 1980",-35.8754308,148.4957535,"Kiandra, NSW",public/data/frontend-data.json
490,"Korora Basin, New South Wales 1980",-30.2483333,153.1344444,"Korora Basin, NSW",public/data/frontend-data.json
501,"Wongawallen, Queensland 1980",-27.9024629,153.1095731,Tamborine,public/data/frontend-data.json
594,"Torrington, New South Wales 1980",-29.3112985,151.6967475,"Torrington, NSW",public/data/frontend-data.json
914,1980 - Canberra Times Yowie Article,-35.2975906,149.1012676,"Canberra, ACT",public/data/frontend-data.json
915,1980's? - Macleay Argus Yowie Report,-30.9064024,152.590455,"Macleay, NSW",public/data/frontend-data.json
1082,1980 - People Magazine Yowie Article,-26.9071836,152.6144617,"Sandy Creek, Kilcoy, QLD",public/data/frontend-data.json
1083,1980 - Track Magazine Yowie Article,-31.4557879,152.734664,Wauchope,public/data/frontend-data.json
4275,"Written reports: Yowie Sighting at Wongawallen, Queensland 1980",-27.8886104,153.235785,"Wongawallen, QLD",public/data/frontend-data.json
4318,"Written reports: Yowie Sighting at Wee Jasper and Uki, New South Wales 1980",-35.1,148.663667,"Wee Jasper and Uki, NSW",public/data/frontend-data.json
4447,Reports from newspapers: 1980 - Canberra Times Yowie Article,-30.333333,153.083333,"1980 - Canberra Times Yowie Article, NSW",public/data/frontend-data.json
4448,Reports from newspapers: 1980 - People Magazine Yowie Article,-26.943056,152.563889,"1980 - People Magazine Yowie Article, QLD",public/data/frontend-data.json
4449,Reports from newspapers: 1980s - (early) Yowie Articles - Unknown Source,-28.68,153.324667,"1980s - (early) Yowie Articles - Unknown Source, QLD",public/data/frontend-data.json
4450,Reports from newspapers: 1980s - Macleay Argus Yowie Article,-31.107954,152.801667,"1980s - Macleay Argus Yowie Article, NSW",public/data/frontend-data.json
4451,Reports from newspapers: 1980s - Macleay Argus Yowie Report,-28.283333,153.366667,"1980s - Macleay Argus Yowie Report, QLD",public/data/frontend-data.json
4616,"AYR report index: Wee Jasper & Uki, New South Wales 1980",-35.1,148.663667,"Wee Jasper & Uki, NSW",public/data/frontend-data.json
158,"Cunninghams Gap, Queensland 1981",-28.0498514,152.3945729,"Cunninghams Gap, QLD",public/data/frontend-data.json
376,"Cooma, New South Wales 1981",-36.2356785,149.1261779,"Cooma, NSW",public/data/frontend-data.json
404,"Dunoon, New South Wales 1981",-28.6840311,153.3154089,Dunoon,public/data/frontend-data.json
916,1981 - Canberra Times Yowie Article,-35.2975906,149.1012676,"Canberra, ACT",public/data/frontend-data.json
917,1981 - Lismore Northern Star Yowie Article,-28.8077608,153.2791883,"Lismore, NSW",public/data/frontend-data.json
918,1981 - Lismore Northern Star Yowie Article,-28.8077608,153.2791883,"Lismore, NSW",public/data/frontend-data.json
919,1981 - Lismore Northern Star Yowie Article,-28.8077608,153.2791883,"Lismore, NSW",public/data/frontend-data.json
4452,Reports from newspapers: 1981 - Canberra Times Yowie Article,-34.816667,148.9,"1981 - Canberra Times Yowie Article, NSW",public/data/frontend-data.json
4453,Reports from newspapers: 1981 - Lismore Northern Star Yowie Article,-28.685333,153.321667,"1981 - Lismore Northern Star Yowie Article, QLD",public/data/frontend-data.json
4454,Reports from newspapers: 1981 - Lismore Northern Star Yowie Article,-28.685333,153.321667,"1981 - Lismore Northern Star Yowie Article, QLD",public/data/frontend-data.json
4594,"Witness sketches: Cooma, New South Wales (1981)",-36.23517,149.12408,"Cooma, New South Wales, NSW",public/data/frontend-data.json
48,"Cranbourne, Victoria 1982",-38.0997308,145.2807256,"Cranbourne, VIC",public/data/frontend-data.json
97,"Ophir, New South Wales 1982",-33.1285,149.2429,"Ophir, NSW",public/data/frontend-data.json
159,"Worongary, Queensland 1982",-28.0360735,153.339128,"Worongary, QLD",public/data/frontend-data.json
228,"Beachmere, Queensland 1982",-27.1303586,153.0520041,"Beachmere, QLD",public/data/frontend-data.json
250,"Macclesfield, Victoria 1982",-37.887001,145.475186,"Macclesfield, VIC",public/data/frontend-data.json
318,"Bowen Mountain, New South Wales 1982",-33.5735614,150.6256438,"Bowen Mountain, NSW",public/data/frontend-data.json
332,"Broken Hill, New South Wales 1982",-31.965,141.4511111,"Broken Hill, NSW",public/data/frontend-data.json
449,"Springbrook, Queensland 1982",-28.185749,153.2715593,"Springbrook, QLD",public/data/frontend-data.json
481,"Tully, Queensland 1985",-17.9429225,145.9285816,"Tully, QLD",public/data/frontend-data.json
566,"Pilliga, New South Wales 2010",-30.351605,148.8888022,"Pilliga, NSW",public/data/frontend-data.json
584,"Sunny Corner, New South Wales 1982",-33.3842823,149.8884022,"Sunny Corner, NSW",public/data/frontend-data.json
602,"Walgett, New South Wales 1982",-29.7882659,148.2389866,"Walgett, NSW",public/data/frontend-data.json
633,"Yarrangobilly, New South Wales 1982",-35.6483333,148.4677778,"Yarrangobilly, NSW",public/data/frontend-data.json
4276,"YouTube reports, interviews: Yowie Sighting (Audio Report #108) at Sunny Corner, New South Wales (1982)",-33.3842823,149.8884022,"Sunny Corner, NSW",public/data/frontend-data.json
4591,"Witness sketches: Near Parkes, New South Wales (1982)",-32.8225409,147.9761363,"Parkes, NSW",public/data/frontend-data.json
14,"Kalamundra, Western Australia 1983",-32.0038075,116.1022069,"Kalamundra, WA",public/data/frontend-data.json
53,"Cranbourne, Victoria 1987",-38.0997308,145.2807256,"Cranbourne/Hallam, VIC",public/data/frontend-data.json
98,"Evans Head, New South Wales 1983",-29.1174093,153.4312097,"Evans Head, NSW",public/data/frontend-data.json
321,"Fraser Island, Queensland 1983",-25.24672,153.1468044,"Fraser Island, QLD",public/data/frontend-data.json
352,"Canberra, A.C.T. 1983",-35.2975906,149.1012676,"Forestry 1 hour from Canberra, ACT",public/data/frontend-data.json
533,"Mt. Kembla, New South Wales 1983",-34.4421839,150.8067132,"Mt Kembla, NSW",public/data/frontend-data.json
552,"Oberon, New South Wales 1983",-33.8455931,149.8326162,"Oberon, NSW",public/data/frontend-data.json
920,1983 - Border Post Yowie Article,-28.6559947,151.9338265,Stanthorpe,public/data/frontend-data.json
1085,1983 - The Pinkney Report Yowie Article,-32.0038075,116.1022069,Kalamunda,public/data/frontend-data.json
4277,"YouTube reports, interviews: Yowie Sighting (Audio Report #66) at Kalamunda - Western Australia (1983)",-31.946253,116.046943,"Kalamunda - Western Australia, WA",public/data/frontend-data.json
4278,"YouTube reports, interviews: Yowie Sighting (Audio Report #140) at Mount Kembla, New South Wales (Nov 1983)",-34.44214,150.79568,"Mount Kembla, NSW",public/data/frontend-data.json
4298,"Written reports: Yowie Sighting at Canberra, A.C.T. 1983",-35.293056,149.126944,"Canberra, NSW",public/data/frontend-data.json
4455,Reports from newspapers: 1983 - Border Post Yowie Article,-28.6547,151.9,"1983 - Border Post Yowie Article, QLD",public/data/frontend-data.json
4456,Reports from newspapers: 1983 - The Pinkney Report Yowie Article,-31.974,116.058,"1983 - The Pinkney Report Yowie Article, WA",public/data/frontend-data.json
4558,"Photographs of footprints and handprints : Bungonia â€“ Bundanoon, New South Wales (1983)",-34.768773,150.168423,"Photographs of footprints and handprints : Bungonia â€“ Bundanoon, New South Wales, NSW",public/data/frontend-data.json
49,"Noojee, Victoria 1984",-37.8352675,145.9443211,"Noojee, VIC",public/data/frontend-data.json
50,"Toolangi, Victoria 1984",-37.4898686,145.5117704,"Toolangi State Forest, VIC",public/data/frontend-data.json
99,"Brooklyn, New South Wales 1984",-33.5479285,151.2260175,"Brooklyn, NSW",public/data/frontend-data.json
160,"Springbrook, Queensland 1984",-28.185749,153.2715593,"Springbrook, QLD",public/data/frontend-data.json
254,"Bathurst, New South Wales 1984",-33.4166482,149.5803725,"Bathurst, NSW",public/data/frontend-data.json
261,"Canarvon Gorge, Queensland 1984",-24.99435,148.3337905,"Canarvon Gorge / Yellowbank, QLD",public/data/frontend-data.json
271,"Noojee, Victoria 1984",-37.8352675,145.9443211,"Noojee, VIC",public/data/frontend-data.json
299,"Blue Mountains, New South Wales 1984",-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
342,"Bundanoon, New South Wales 1984",-34.6562168,150.2997071,"Bundanoon, NSW",public/data/frontend-data.json
344,"Bundarra, New South Wales 1984",-30.1697551,151.0739435,"Bundarra, NSW",public/data/frontend-data.json
479,"Tugun, Queensland 1984",-28.148821,153.4904018,"Tugun, QLD",public/data/frontend-data.json
499,"Wongawallan, Queensland 1984",-27.8886104,153.235785,"Wongawallan, QLD",public/data/frontend-data.json
574,"Royal National Park, New South Wales 1984",-34.1121995,151.0267269,"Royal National Park, NSW",public/data/frontend-data.json
4279,"Written reports: Yowie Sighting at Canarvon Gorge, Queensland 1984",-24.99435,148.3337905,"Canarvon Gorge, QLD",public/data/frontend-data.json
4312,"Written reports: Yowie Sighting at Toolangi, Victoria 1984",-37.533333,145.466667,"Toolangi, VIC",public/data/frontend-data.json
47,"Kinglake West & Eden Park, Victoria late 1980's",-37.450214,145.258423,"Kinglake West and Eden Park, VIC",public/data/frontend-data.json
51,"Avonsleigh, Victoria 1985",-37.9208356,145.4688212,"Avonsleigh, VIC",public/data/frontend-data.json
52,"Darriman, Victoria 1985",-38.4096475,146.8987864,Darriman,public/data/frontend-data.json
100,"Sunny Corner, New South Wales 1985",-33.3842823,149.8884022,"Sunny Corner, NSW",public/data/frontend-data.json
161,"Gympie (East), Queensland 1985",-26.1791812,152.7329612,"Gympie East, QLD",public/data/frontend-data.json
162,"Worongary, Queensland 1985",-28.0360735,153.339128,"Worongary, QLD",public/data/frontend-data.json
216,"Advancetown, Queensland 1985",-28.061915,153.27813,"Advancetown, QLD",public/data/frontend-data.json
217,"Benambra, Victoria 1985",-36.889754,147.8016192,"Benambra, VIC",public/data/frontend-data.json
420,"Glenreagh, New South Wales 1985",-30.0512038,152.9787186,"Glenreagh, NSW",public/data/frontend-data.json
459,"Stanthorpe, Queensland 1985",-28.6559947,151.9338265,"Stanthorpe, QLD",public/data/frontend-data.json
595,"Torrington, New South Wales 1985",-29.3112985,151.6967475,"Torrington, NSW",public/data/frontend-data.json
626,"Woollamia, New South Wales 1985",-35.018794,150.6597209,"Woollamia, NSW",public/data/frontend-data.json
4280,"Written reports: Yowie Sighting near Moore River, WA (Jan 1985)",-31.355007,115.609902,"Moore River, WA",public/data/frontend-data.json
4281,"YouTube reports, interviews: Yowie Sighting (Audio Report #143) at Torrington, New South Wales (1985)",-29.3112985,151.6967475,"Torrington, NSW",public/data/frontend-data.json
4282,"YouTube reports, interviews: Yowie Sighting (Audio Report #72) at Sunny Corner, New South Wales (1985)",-33.3842823,149.8884022,"Sunny Corner, NSW",public/data/frontend-data.json
4600,"Witness sketches: Woolamia, New South Wales (1985)",-35.013792,150.641612,"Woolamia, New South Wales, NSW",public/data/frontend-data.json
4602,"Witness sketches: Tully, Queensland (1985)",-17.93264,145.92277,"Tully, Queensland, QLD",public/data/frontend-data.json
163,"Mt. Superbus, Queensland 1986",-28.2184485,152.4603351,"Mt Superbus, QLD",public/data/frontend-data.json
222,"Atherton, Queensland 1986",-17.2667108,145.4768923,"Atherton, QLD",public/data/frontend-data.json
241,"Harrietville, Victoria 1986",-36.8923168,147.0638695,"Harietville, VIC",public/data/frontend-data.json
267,"Canungra, Queensland 1986",-28.0385865,153.1419128,"Canungra, QLD",public/data/frontend-data.json
426,"Gosford, New South Wales 1986",-33.415,151.3511111,"North Gosford, NSW",public/data/frontend-data.json
431,"Redbank Plains, Queensland 1986",-27.6513182,152.8479458,"Redbank Plains, QLD",public/data/frontend-data.json
534,"Mt. Kembla, New South Wales 1986",-34.4421839,150.8067132,"Mt Kembla, NSW",public/data/frontend-data.json
4283,"YouTube reports, interviews: Yowie Sighting (Audio Report #138) at Mt Kembla, New South Wales (1986)",-34.4421839,150.8067132,"Mt Kembla, NSW",public/data/frontend-data.json
4309,"Written reports: Yowie Sighting at Gosford, New South Wales 1986",-33.423586,151.341732,"Gosford, NSW",public/data/frontend-data.json
4313,"Written reports: Yowie Sighting at Harrietville, Victoria 1986",-36.8923168,147.0638695,"Harrietville, VIC",public/data/frontend-data.json
4555,"Photographs of footprints and handprints : Barrington Tops, New South Wales (1986)",-31.921164,151.526978,"Photographs of footprints and handprints : Barrington Tops, New South Wales, NSW",public/data/frontend-data.json
32,"Yambah Station, Northern Territory 1987",-23.126721,133.8348877,Yambah Station,public/data/frontend-data.json
40,"Lake Dulverton, Tasmania 1987 (1)",-42.3040616,147.3763267,"Lake Dulverton, TAS",public/data/frontend-data.json
41,"Lake Dulverton, Tasmania 1987 (2)",-41.4340813,147.1373496,"Launceston, TAS",public/data/frontend-data.json
54,"Lyndhurst, Victoria 1987",-38.0685384,145.2307493,"Lyndhurst, VIC",public/data/frontend-data.json
101,"Border Ranges and Blue Knob, New South Wales 1987 & 2015",-28.3944444,153.0672222,"Border Ranges, NSW",public/data/frontend-data.json
229,"Dufty's Beach - Murray River, Victoria 1987",-35.9731123,145.8474714,"Dufty’s Beach, VIC",public/data/frontend-data.json
410,"Engadine, New South Wales 1987",-34.0650134,151.0138225,"Engadine, NSW",public/data/frontend-data.json
484,"Kiah, New South Wales 1987",-37.1481965,149.8555282,"Kiah, NSW",public/data/frontend-data.json
613,"Wee Jasper, New South Wales 1987",-35.1105708,148.6759186,"Wee Jasper, NSW",public/data/frontend-data.json
620,"Wombeyan Caves, New South Wales 1987",-34.3084619,149.9688296,"Wombeyan Caves, NSW",public/data/frontend-data.json
834,1987 - Yambah Station Yowie Article,-23.126721,133.8348877,Yambah Station,public/data/frontend-data.json
921,1987 - Launceston Examiner 1987-01-06,-41.4340813,147.1373496,"Launceston, TAS",public/data/frontend-data.json
922,1987 - News Perth Ape Monster,-31.9558967,115.8605784,"Perth, WA",public/data/frontend-data.json
923,1987 - NT News Yowie Article,-23.126721,133.8348877,Yambah Station,public/data/frontend-data.json
924,1987 - People Magazine Yowie Report,-42.3040616,147.3763267,Lake Dulverton,public/data/frontend-data.json
925,1987 - Sunday Press Yowie Article,-23.126721,133.8348877,Yambah Station,public/data/frontend-data.json
926,1987 - Sydney Mirror Woronora Yowie Article,-34.0248014,151.0454079,"Woronora, NSW",public/data/frontend-data.json
927,1987 - Sydney Morning Herald. Woronora Yowie Article,-34.0248014,151.0454079,"Woronora, NSW",public/data/frontend-data.json
928,1987 - Sydney Sun Yowie Article,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
4303,"Written reports: Yowie Sighting at Cranbourne, Victoria 1987",-38.0997308,145.2807256,"Cranbourne, VIC",public/data/frontend-data.json
4457,Reports from newspapers: 1987 - News Perth Ape Monster,-42.309794,147.393549,"1987 - News Perth Ape Monster, TAS",public/data/frontend-data.json
4458,Reports from newspapers: 1987 - NT News Yowie Article,-23.132391,133.694829,1987 - NT News Yowie Article,public/data/frontend-data.json
4459,Reports from newspapers: 1987 - Sydney Mirror Woronora Yowie Article,-34.114532,150.939979,"1987 - Sydney Mirror Woronora Yowie Article, NSW",public/data/frontend-data.json
4460,Reports from newspapers: 1987 - Sydney Morning Herald. Woronora Yowie Article,-34.110532,150.930979,"1987 - Sydney Morning Herald. Woronora Yowie Article, NSW",public/data/frontend-data.json
4604,"Witness sketches: Gootchie, Queensland (1987)",-25.85482,152.55443,"Gootchie, Queensland, QLD",public/data/frontend-data.json
4630,"AYR report index: Lake Dulverton, Tasmania 1987 (2)",-42.3040616,147.3763267,"Lake Dulverton, TAS",public/data/frontend-data.json
55,"Emerald, Victoria 1988",-37.9321282,145.4407282,"Emerald, VIC",public/data/frontend-data.json
102,"Mt. Kembla, New South Wales 1988",-34.4421839,150.8067132,"Mt Kembla, NSW",public/data/frontend-data.json
253,"Mansfield, Victoria 1988",-36.9242155,146.1463677,"Sawpit Gully . Bridge Creek, VIC",public/data/frontend-data.json
369,"Lamington NP, Queensland 1988",-28.2440481,153.1573088,"Lamington National Park, QLD",public/data/frontend-data.json
550,"Nowra, New South Wales 1988",-34.8741198,150.6004709,"Nowra, NSW",public/data/frontend-data.json
601,"Vulcan State Forest, New South Wales 1988",-33.8857125,149.8249296,"Vulcan State Forest, NSW",public/data/frontend-data.json
607,"Watagans, New South Wales 1988",-33.0758112,151.4539993,"Cooranbong/Watigans, NSW",public/data/frontend-data.json
929,1988 - Unkown Origin of Emerald Encounter,-23.5263118,148.1618622,"Emerald, QLD",public/data/frontend-data.json
4317,"Written reports: Yowie Sighting at Watagans, New South Wales 1988",-33.0095237,151.3768922,"Watagans, NSW",public/data/frontend-data.json
4328,"Written reports: Yowie Sighting at Mansfield, Victoria 1988",-37.0521177,146.0881445,"Mansfield, VIC",public/data/frontend-data.json
4350,"Written reports: Yowie Sighting at Lamington NP, Queensland 1988",-28.142222,153.115278,"Lamington NP, QLD",public/data/frontend-data.json
4461,Reports from newspapers: 1988 - Unkown Origin of Emerald Encounter,-37.933056,145.436944,"1988 - Unkown Origin of Emerald Encounter, VIC",public/data/frontend-data.json
4607,"Witness sketches: Vulcan State Forest, New South Wales (1988)",-33.78061,149.76421,"Vulcan State Forest, New South Wales, NSW",public/data/frontend-data.json
164,"Gympie (East), Queensland 1989",-26.1900447,152.6600256,"Gympie, QLD",public/data/frontend-data.json
433,"Redbank Plains, Queensland 1989",-27.5994539,152.8724921,"Redbank, QLD",public/data/frontend-data.json
494,"Kowmung River, New South Wales 1989",-34.0039056,150.2020591,"Kowmung River, NSW",public/data/frontend-data.json
4284,"YouTube reports, interviews: Yowie Sighting (Audio Report #112) at Redbank, Queensland (Aug 1989)",-27.5994539,152.8724921,"Redbank, QLD",public/data/frontend-data.json
4285,"Written reports: Yowie Sighting at Redbank Plains, Queensland 1989",-27.6513182,152.8479458,"Redbank Plains, QLD",public/data/frontend-data.json
4286,"Written reports: Yowie Sighting at Gympie (East), Queensland 1989",-26.43239,152.601,"Gympie (East), QLD",public/data/frontend-data.json
56,"Dellicknora, Victoria 1990",-37.0960487,148.697021,"Dellicknora, VIC",public/data/frontend-data.json
58,"Hepburn Springs, Victoria 1993",-37.3161925,144.1467627,"Hepburn Springs, VIC",public/data/frontend-data.json
103,"Bateman's Bay, New South Wales 1990",-35.7293379,150.1947997,"Bateman’s Bay, NSW",public/data/frontend-data.json
104,"Fingal Head, New South Wales 1990",-28.203,153.5668,"Fingal Head, NSW",public/data/frontend-data.json
105,"Tallong, New South Wales 1990",-34.7192248,150.0863205,"Tallong, NSW",public/data/frontend-data.json
165,"Eudlo, Queensland 1990",-26.730535,152.9390644,"Eudlo, QLD",public/data/frontend-data.json
252,"Cairns, Queensland 1990",-16.9206657,145.7721854,"Cairns, QLD",public/data/frontend-data.json
257,"Bathurst, New South Wales 1990",-33.4166482,149.5803725,"Bathurst, NSW",public/data/frontend-data.json
268,"Myrrhee, Victoria 1990",-36.744227,146.3048256,"Myhree, VIC",public/data/frontend-data.json
302,"Blue Mountains, New South Wales 1990",-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
324,"Brisbane National Water Park, New South Wales 1990",-33.5157145,151.2697774,"Brisbane Water National Park, NSW",public/data/frontend-data.json
334,"Brown Mountain, New South Wales 1990",-36.59732,149.38325,"Brown Mountain, NSW",public/data/frontend-data.json
391,"Mt. Glorious, Queensland 1990",-27.322891,152.7643027,"Mt. Glorious, QLD",public/data/frontend-data.json
464,"Jackadgery, New South Wales 1990",-29.5816646,152.5511068,"Jackadgery, NSW",public/data/frontend-data.json
470,"Jenolan Caves, New South Wales 1990",-33.7460183,150.9530285,"Circa, NSW",public/data/frontend-data.json
471,"Tomson River, Queensland 1990",-25.6268775,151.6370233,Gayndah,public/data/frontend-data.json
496,"Krambach, New South Wales 1990",-32.0521151,152.2606101,"Krambach, NSW",public/data/frontend-data.json
553,"Oberon, New South Wales 1990",-33.8455931,149.8326162,"Orberon, NSW",public/data/frontend-data.json
588,"Tenterfield, New South Wales 1990",-28.83843,152.2813166,"Tenterfield, NSW",public/data/frontend-data.json
930,1990 - Grafton Examiner Yowie Article,-29.6816773,152.9336357,"Grafton, NSW",public/data/frontend-data.json
931,1990 - Krambach Yowie Aricle,-32.0521151,152.2606101,"Krambach, NSW",public/data/frontend-data.json
1086,1990 - Treasure Islander Yowie Article,-42.3040616,147.3763267,Lake Dulverton,public/data/frontend-data.json
1088,1990- People Magazine Yowie Article 27-02-1990,-23.28883,131.36449,Mount Liebig,public/data/frontend-data.json
4079,ghost in His Master's Ghost at Montsalvat,-37.7280499,145.1525699,"Montsalvat, Eltham, VIC",public/data/frontend-data.json
4287,"Written reports: Yowie Sighting at Tomson River, Queensland 1990",-25.167222,142.89,"Tomson River, QLD",public/data/frontend-data.json
4288,"YouTube reports, interviews: Yowie Sighting (Audio Report #67) at Keiraville, New South Wales (1990)",-34.4092539,150.8729729,"Keiraville, NSW",public/data/frontend-data.json
4289,"YouTube reports, interviews: Yowie Sighting (Audio Report #130) near Cairns, Queensland (1990)",-16.9206657,145.7721854,"Cairns, QLD",public/data/frontend-data.json
4290,"YouTube reports, interviews: Yowie Sighting (Audio Report #152) near Woy Woy Pt. 1, New South Wales (1990)",-33.49,151.32,"Woy Woy Pt. 1, NSW",public/data/frontend-data.json
4291,"YouTube reports, interviews: Yowie Sighting (Audio Report #131) near Tallong, New South Wales (Summer 1990)",-34.7192248,150.0863205,"Tallong, NSW",public/data/frontend-data.json
4299,"Written reports: Yowie Sighting at Oberon, New South Wales 1990",-33.8455931,149.8326162,"Oberon, NSW",public/data/frontend-data.json
4316,"Written reports: Yowie Sighting at Jenolan Caves, New South Wales 1990",-33.820556,150.021389,"Jenolan Caves, NSW",public/data/frontend-data.json
4337,"Written reports: Yowie Sighting at Brisbane National Water Park, New South Wales 1990",-33.46231,151.255301,"Brisbane National Water Park, NSW",public/data/frontend-data.json
4344,"Written reports: Yowie Sighting at Myrrhee, Victoria 1990",-36.731052,146.321842,"Myrrhee, VIC",public/data/frontend-data.json
4412,"Videos: Julie Clarkes Yowie Encounter at Krambach, NSW (1990)",-32.0521151,152.2606101,"Krambach, NSW",public/data/frontend-data.json
4415,Videos: Woodenbong Yowie Prime News Mid 1990s,-28.378333,152.605,"Woodenbong Yowie Prime News Mid 1990s, QLD",public/data/frontend-data.json
4462,Reports from newspapers: 1990 - Grafton Examiner Yowie Article,-29.137046,152.994911,"1990 - Grafton Examiner Yowie Article, QLD",public/data/frontend-data.json
4463,Reports from newspapers: 1990 - Krambach Yowie Aricle,-32.051793,152.2666,"1990 - Krambach Yowie Aricle, NSW",public/data/frontend-data.json
4576,"Photographs associated with the location: on Facebook - Cotter Dam, ACT (1990)",-35.32097,148.93749,"Photographs associated with the location: on Facebook - Cotter Dam, ACT",public/data/frontend-data.json
4596,"Witness sketches: Eudlo, Queensland (1990",-26.72963,152.95395,"Eudlo, Queensland (1990, QLD",public/data/frontend-data.json
15,"Australind, Western Australia 1991",-33.2807362,115.7204483,"Australind, WA",public/data/frontend-data.json
57,"Lake Buffalo, Victoria 1991",-36.7375936,146.6567954,"Lake Buffalo, VIC",public/data/frontend-data.json
166,"Canungra, Queensland 1991",-28.0385865,153.1419128,"Canungra, QLD",public/data/frontend-data.json
