candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Australia's Most Haunted,ABC; The Ark,2006-11-12,2026-06-23,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028,abc:3360028:fremantle-prison,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Targeted post-launch ABC public media searches for modern Western Australian ghost, apparition, yowie, and haunted-site narratives tied to named places.",explicit_supernatural_or_anomalous_person_form_agent,most_haunted,"Fremantle Prison, WA",apparition_location,-32.0553437,115.7534563,exact_site,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `Fremantle Prison` in a ghost/supernatural context; gazetteer result state-checked as Fremantle Prison, 1, The Terrace, Fremantle, Western Australia, 6160, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"Australia's Most Haunted Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Tim the Yowie Man shares 15 years of investigation into the most mysterious and haunted places in Australia. Rachael Kohn: The Monte Cristo Homestead in Junee, New South Wales, is the most haunted house in Australia, according to Tim the Yowie Man. This is The Ark, on ABC Radio National, with me, Rachael Kohn. This week, 'The Steve Irwin of Spooks' tells us some tall tales from the city to the outback. Monte Cristo is just one of the places people feel a shiver going up their spine: phantom piano playing, apparitions at the foot of the bed, a chill in the air. They've all been reported. But spooks don't just scare."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Literary predictions,ABC; Ockham's Razor,2009-04-11,2026-06-23,https://www.abc.net.au/listen/programs/ockhamsrazor/literary-predictions/3144216,https://www.abc.net.au/listen/programs/ockhamsrazor/literary-predictions/3144216,abc:3144216:york,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Targeted post-launch ABC public media searches for modern Western Australian ghost, apparition, yowie, and haunted-site narratives tied to named places.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"York, WA",apparition_location,-31.8889034,116.7691483,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `York` in a ghost/supernatural context; gazetteer result state-checked as York, Western Australia, 6302, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"in France with a superb interwoven double spiral staircase that could well have been a blueprint for Crick and Watson's DNA double helix. I began to consider more seriously the occasions when an event in fiction later occurs in real life, after reading a news item from Florida where it was reported that 'Hunters looking for a missing dog tracked beeping signals from an electronic collar and found them coming from inside an alligator.' This is surely an updated version of the clock-swallowing ticking crocodile that haunted H.M. Barrie's Captain Hook. Then I saw the headline of a brief paragraph in a morning paper: 'Witch hunt in toilet in India', announcing that a village in India was to hold a Hindu ceremony to drive away a ghost from a school."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Pearls That Were His Eyes,ABC; Encounter,2006-06-04,2026-06-23,https://www.abc.net.au/listen/programs/encounter/pearls-that-were-his-eyes/3326030,https://www.abc.net.au/listen/programs/encounter/pearls-that-were-his-eyes/3326030,abc:3326030:york,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Targeted post-launch ABC public media searches for modern Western Australian ghost, apparition, yowie, and haunted-site narratives tied to named places.",explicit_supernatural_or_anomalous_person_form_agent,ghost,"York, WA",apparition_location,-31.8889034,116.7691483,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `York` in a ghost/supernatural context; gazetteer result state-checked as York, Western Australia, 6302, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"the University of Queensland. Peter Holbrook: To be a Protestant, a loyal Protestant in Shakespeare's England, means to be loyal to the government, and people are tortured and executed as traitors. If you approached London in Shakespeare's time, you crossed London Bridge, you would see there up on the bridge itself, the heads of Catholic missionary priests, men who very bravely had entered England in the 1580s and 1590s, in an attempt to re-convert England back to the true religion of Roman Catholic Christianity. Ghost: I am thy father's spirit, Doom'd for a certain term to walk the night, And, for the day, confin'd to fast in fires Till the foul crimes done in my days of nature Are burnt and purg'd away. Florence Spurling: Now what about."
accepted,Australian Broadcasting Corporation,institutional_media_page,A,Miracles,ABC; Encounter,2006-08-12,2026-06-23,https://www.abc.net.au/radionational/programs/archived/encounter/miracles/3339758,https://www.abc.net.au/radionational/programs/archived/encounter/miracles/3339758,abc:3339758:york,public_media_page,public_access_short_excerpt_only,apparition_account,place_first_public_media_record,"Targeted post-launch ABC public media searches for modern Western Australian ghost, apparition, yowie, and haunted-site narratives tied to named places.",explicit_supernatural_or_anomalous_person_form_agent,apparition,"York, WA",apparition_location,-31.8889034,116.7691483,town,nominatim_openstreetmap_state_checked_abc_place_2026-06-22,verified_gazetteer_point,"ABC text names `York` in a ghost/supernatural context; gazetteer result state-checked as York, Western Australia, 6302, Australia.",abc_canonical_url_external_id_and_excerpt_hash_checked,B,public_media_context_reviewed,low,accepted,,"stralia. What is a miracle? And what do miracles mean in the contemporary secular West? MUSIC Reporter: It was a typically windswept rainy night in the then-poverty-stricken village of Knock; a cluster of people, young and old, hurrying towards their church for prayer. The date: August 21st, 1879. The time: exactly eight o'clock. And as the fifteen villagers rounded a bend in the road, they saw before them three figures whom they identified as the Virgin Mary, Joseph and St John - Mary wearing a crown of gold. The apparition disappeared as quickly as it had come. A Commission of Inquiry was set up.... Man: I could not lift my feet off the ground, I could not bend my neck, nor I couldn't put a stitch of clothes on myself, they had to be put on me.."
