record_id,title,place_name,state_territory,latitude,longitude,relation_type,verification_status,geocode_source,evidence_text,review_reason
2342,spirit in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2343,spirit in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
824,1935 - Sydney Morning Herald,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1935 - Sydney Morning Herald,high_coordinate_repetition_review
888,1964 - Sydney Herald Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1964 - Sydney Herald Yowie Article,high_coordinate_repetition_review
889,1965 - Sydney Sun Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1965 - Sydney Sun Yowie Article,high_coordinate_repetition_review
1032,1973 - Daily Telegraph Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1973 - Daily Telegraph Yowie Article,high_coordinate_repetition_review
1033,1973 - Daily Telegraph Yowie Article 2,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1973 - Daily Telegraph Yowie Article 2,high_coordinate_repetition_review
893,1976 - Sydney Sun Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1976 - Sydney Sun Yowie Article,high_coordinate_repetition_review
1034,1976 - Sun Herald Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1976 - Sun Herald Yowie Article,high_coordinate_repetition_review
895,1977 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1977 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
896,1977 - Gold Coast Bulletin Yowie Article 2,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1977 - Gold Coast Bulletin Yowie Article 2,high_coordinate_repetition_review
902,1978 - Gold Coast Bulletin (Nerang) 25-08-1978,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1978 - Gold Coast Bulletin (Nerang) 25-08-1978,high_coordinate_repetition_review
903,1978 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1978 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
904,1978 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1978 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
905,1978 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1978 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
908,1979 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1979 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
928,1987 - Sydney Sun Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1987 - Sydney Sun Yowie Article,high_coordinate_repetition_review
943,1999 - Gold Coast Bulletin - 25-08-1999,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,1999 - Gold Coast Bulletin - 25-08-1999,high_coordinate_repetition_review
845,2000 - Gold Coast Bulletin,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2000 - Gold Coast Bulletin,high_coordinate_repetition_review
947,2000 - Gold Coast Bulletin Yowiehunters,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2000 - Gold Coast Bulletin Yowiehunters,high_coordinate_repetition_review
950,2001 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2001 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
951,2001 - Gold Coast Bulletin Yowie Article 2,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2001 - Gold Coast Bulletin Yowie Article 2,high_coordinate_repetition_review
955,2005 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2005 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
956,2007 - Gold Coast Bulletin Yowie Article,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2007 - Gold Coast Bulletin Yowie Article,high_coordinate_repetition_review
960,2012 - Sydney Telegraph Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,2012 - Sydney Telegraph Yowie Article,high_coordinate_repetition_review
983,2018 - Sydney Morning Herald Yowie Article 10-11-2018,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,2018 - Sydney Morning Herald Yowie Article 10-11-2018,high_coordinate_repetition_review
987,2019 - Gold Coast Bulletin Yowie Article (Various GC Based Information) 09-02-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019 - Gold Coast Bulletin Yowie Article (Various GC Based Information) 09-02-2019,high_coordinate_repetition_review
988,2019 - Gold Coast Bulletin Yowie Article 09-02-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019 - Gold Coast Bulletin Yowie Article 09-02-2019,high_coordinate_repetition_review
989,2019 - Gold Coast Bulletin Yowie Article 19-07-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019 - Gold Coast Bulletin Yowie Article 19-07-2019,high_coordinate_repetition_review
990,2019 - Gold Coast Bulletin Yowie Article 24-01-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019 - Gold Coast Bulletin Yowie Article 24-01-2019,high_coordinate_repetition_review
992,2019- Gold Coast Bulletin Yowie Article 20-07-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019- Gold Coast Bulletin Yowie Article 20-07-2019,high_coordinate_repetition_review
993,2019- Gold Coast Bulletin Yowie Article 24-07-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019- Gold Coast Bulletin Yowie Article 24-07-2019,high_coordinate_repetition_review
994,2019- Gold Coast Bulletin Yowie Article 25-01-2019,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2019- Gold Coast Bulletin Yowie Article 25-01-2019,high_coordinate_repetition_review
995,2020 - Coast to Coast Yowie Article 21-02-2020,Gold Coast,QLD,-28.0023731,153.4145987,source_visible_place_hint,verified_gazetteer_point,nominatim_openstreetmap_state_matched,"tle/path: Queensland, Queensland. Body excerpt retained for review: #dean harrison yowie, gold coast yowie, bushfires yowie 2020 - Coast to Coast Yowie Article 21-02-2020 URL: https://www.yo",high_coordinate_repetition_review
996,2020 - Gold Coast Bulletin Yowie Article 14-02-2020,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2020 - Gold Coast Bulletin Yowie Article 14-02-2020,high_coordinate_repetition_review
997,2020 - Gold Coast Bulletin Yowie Article 18-07-2020,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2020 - Gold Coast Bulletin Yowie Article 18-07-2020,high_coordinate_repetition_review
998,2020 - Gold Coast Bulletin Yowie Article 25-07-2020,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2020 - Gold Coast Bulletin Yowie Article 25-07-2020,high_coordinate_repetition_review
1004,2021 - Daily Mail Yowie Article 22-05-2021,Gold Coast,QLD,-28.0023731,153.4145987,source_visible_place_hint,verified_gazetteer_point,nominatim_openstreetmap_state_matched,"review: # yowie footage, yowie thermal images, buck buckingham, springbrook, hinterland, gold coast, yowie photos, yowie video, gary lynn, dean harrison 2021 - Daily Mail Yowie Article 22-0",high_coordinate_repetition_review
1006,2021 - Gold Coast Bulletin Yowie Article 06-02-2021,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2021 - Gold Coast Bulletin Yowie Article 06-02-2021,high_coordinate_repetition_review
1007,2021 - Gold Coast Bulletin Yowie Article 01-01-2021,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2021 - Gold Coast Bulletin Yowie Article 01-01-2021,high_coordinate_repetition_review
1008,2021 - Gold Coast Bulletin Yowie Article 06-02-2021,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2021 - Gold Coast Bulletin Yowie Article 06-02-2021,high_coordinate_repetition_review
1011,2021 - News.com Yowie Article 24-05-2021,Gold Coast,QLD,-28.0023731,153.4145987,source_visible_place_hint,verified_gazetteer_point,nominatim_openstreetmap_state_matched,"ained for review: # yowie footage, yowie thermal images, yowie photos, springbrook yowie, gold coast yowie, buck buckingham, gary lynn, dean harrison 2021 - News.com Yowie Article 24-05-2021",high_coordinate_repetition_review
1013,2021- 7 News / Sunrise Yowie Article 24-05-2021,Gold Coast,QLD,-28.0023731,153.4145987,source_visible_place_hint,verified_gazetteer_point,nominatim_openstreetmap_state_matched,"dy excerpt retained for review: # yowie footage, yowie thermal images, springbrook yowie, gold coast yowie, dean harrison, buck buckingham, gary lynn, yowie video, yowie photos 2021- 7 News",high_coordinate_repetition_review
1017,2022 - Gold Coast Bulletin Yowie Article 22-06-2022,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2022 - Gold Coast Bulletin Yowie Article 22-06-2022,high_coordinate_repetition_review
1018,2022 - Gold Coast Bulletin Yowie Article 25-06-2022,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2022 - Gold Coast Bulletin Yowie Article 25-06-2022,high_coordinate_repetition_review
1019,2023 - Gold Coast Bulletin Yowie Article 01-10-2023,"Gold Coast, QLD",QLD,-28.0023731,153.4145987,reported_place,verified_gazetteer_point,nominatim_openstreetmap_state_matched,2023 - Gold Coast Bulletin Yowie Article 01-10-2023,high_coordinate_repetition_review
