record_id,title,place_name,state_territory,latitude,longitude,relation_type,verification_status,geocode_source,evidence_text,review_reason
637,1843 - Sydney Morning Herald,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1843 - Sydney Morning Herald,high_coordinate_repetition_review
638,1843 - Sydney Morning Herald 2,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1843 - Sydney Morning Herald 2,high_coordinate_repetition_review
641,1847 - Sydney Morning Herald Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1847 - Sydney Morning Herald Article,high_coordinate_repetition_review
644,1866 - Sydney Morning Herald,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1866 - Sydney Morning Herald,high_coordinate_repetition_review
652,"1871 (1) - Empire, Sydney","Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,"1871 (1) - Empire, Sydney",high_coordinate_repetition_review
653,"1871 (2) - Empire, Sydney","Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,"1871 (2) - Empire, Sydney",high_coordinate_repetition_review
655,"1871 (3) - Empire, Sydney","Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,"1871 (3) - Empire, Sydney",high_coordinate_repetition_review
856,1871 - Sydney Herald Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1871 - Sydney Herald Yowie Article,high_coordinate_repetition_review
1023,"1876 - Freemans Journal, Walla Walla","Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,"1876 - Freemans Journal, Walla Walla",high_coordinate_repetition_review
1024,1876 - Town and Country Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1876 - Town and Country Article,high_coordinate_repetition_review
661,1877 - Sydney Morning Herald Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1877 - Sydney Morning Herald Article,high_coordinate_repetition_review
859,1877 - Sydney Morning Herald Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1877 - Sydney Morning Herald Yowie Article,high_coordinate_repetition_review
669,1880 - Sydney Morning Herald,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1880 - Sydney Morning Herald,high_coordinate_repetition_review
1030,1885 - Australian Town and Country Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1885 - Australian Town and Country Yowie Article,high_coordinate_repetition_review
863,1892 - Sydney Mail Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1892 - Sydney Mail Yowie Article,high_coordinate_repetition_review
705,1912 - Sydney Morning Herald,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1912 - Sydney Morning Herald,high_coordinate_repetition_review
706,1912 - Sydney Morning Herald Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1912 - Sydney Morning Herald Article,high_coordinate_repetition_review
708,1912 (2) - Sydney Sun Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1912 (2) - Sydney Sun Article,high_coordinate_repetition_review
881,1912 - Sydney Morning Heald Yowie Article,"Sydney, NSW",NSW,-33.8698439,151.2082848,reported_place,verified_gazetteer_point,nominatim_openstreetmap_verified_2026-06-22,1912 - Sydney Morning Heald Yowie Article,high_coordinate_repetition_review
1414,little woman in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1457,fairy in Tales of the Dandenongs Second Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1458,spirit in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1459,spirit in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1460,witch in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1461,witch in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1462,witch in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1463,witch in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1464,spirit in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1465,spirit in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1466,giant in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1467,ghost in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1468,little woman in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1469,little woman in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
1470,little woman in Tales of the Dandenongs Fourth Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"The source title/section names the Dandenongs; representative mapped location is Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2333,fairy in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2334,giant in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2335,giant in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2336,spirit in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2337,giant in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2338,spirit in Tales of the Dandenongs First Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2339,devil in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2340,devil in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
2341,devil in Tales of the Dandenongs Third Series,"Dandenong Ranges, VIC",VIC,-37.8333,145.35,narrative_setting,verified_gazetteer_point,GeoNames Dandenong Ranges / public gazetteer cross-check,"Source title explicitly names the Dandenongs; representative public coordinate is for Dandenong Ranges, Victoria.",high_coordinate_repetition_review
