old_record_id_or_candidate_id,old_export_record_id,promoted_canonical_record_id,previous_place,previous_latitude,previous_longitude,previous_location_role,current_location_rows,current_map_eligibility,exact_reason_for_disappearance,note
71,71,71,"Bendigo, VIC",-36.7590183,144.2826718,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Bendigo (North West - witness requests not to disclose)"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -36.7590183, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 144.2826718, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Bendigo, VIC"", ""relation_type"": ""reported_place"", ""state_territory"": ""VIC"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
90,90,90,"Batemans Bay, NSW",-35.7072183,150.178289,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Batemans Bay, New South Wales"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -35.7072183, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 150.178289, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Batemans Bay, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
93,93,93,"Batemans Bay, NSW",-35.7072183,150.178289,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Batemans Bay, New South Wales"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -35.7072183, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 150.178289, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Batemans Bay, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
109,109,109,"Kempsey, NSW",-30.9056457,152.5228021,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Kempsey"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -30.9056457, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 152.5228021, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Kempsey, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
149,149,149,"Charters Towers, QLD",-20.0714089,146.2709824,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Charters Towers, Queensland"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -20.0714089, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 146.2709824, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Charters Towers, QLD"", ""relation_type"": ""reported_place"", ""state_territory"": ""QLD"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
154,154,154,"Charters Towers, QLD",-20.0714089,146.2709824,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Charters Towers, Queensland"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -20.0714089, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 146.2709824, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Charters Towers, QLD"", ""relation_type"": ""reported_place"", ""state_territory"": ""QLD"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
273,273,273,"Charters Towers, QLD",-20.0714089,146.2709824,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Charters Towers, Queensland"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -20.0714089, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 146.2709824, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Charters Towers, QLD"", ""relation_type"": ""reported_place"", ""state_territory"": ""QLD"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
382,382,382,"Crescent Head, NSW",-31.19,152.9761111,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Crescent Head (between Crescent Head and Pt Macquarie), New South Wales"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -31.19, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 152.9761111, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Crescent Head, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
482,482,482,"Kempsey, NSW",-30.9056457,152.5228021,reported_place,"[{""confidence"": ""high"", ""country"": ""Australia"", ""evidence_text"": ""Kempsey, New South Wales"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -30.9056457, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 152.5228021, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Kempsey, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
637,637,637,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1843 - Sydney Morning Herald"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
638,638,638,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1843 - Sydney Morning Herald 2"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
641,641,641,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1847 - Sydney Morning Herald Article"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
644,644,644,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1866 - Sydney Morning Herald"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
652,652,652,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1871 (1) - Empire, Sydney"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
653,653,653,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1871 (2) - Empire, Sydney"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
655,655,655,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1871 (3) - Empire, Sydney"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
661,661,661,"Sydney, NSW",-33.8698439,151.2082848,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1877 - Sydney Morning Herald Article"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -33.8698439, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 151.2082848, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Sydney, NSW"", ""relation_type"": ""reported_place"", ""state_territory"": ""NSW"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
667,667,667,"Melbourne, VIC",-37.8142454,144.9631732,reported_place,"[{""confidence"": ""medium"", ""country"": ""Australia"", ""evidence_text"": ""1880 - Melbourne Argus"", ""geocode_source"": ""ayr_public_page_location_field"", ""latitude"": -37.8142454, ""location_notes"": ""Place/state extracted from public AYR page title or Location field; coordinates not asserted."", ""location_type"": ""locality"", ""longitude"": 144.9631732, ""notes"": ""AYR page title/Location field; place is source-stated and awaits geocoding if needed."", ""place_name"": ""Melbourne, VIC"", ""relation_type"": ""reported_place"", ""state_territory"": ""VIC"", ""verification_status"": ""source_named_place_needs_geocode""}]",not_eligible,invalid_or_unverified_coordinate,Coordinates are present but not verified for public map export: source_named_place_needs_geocode
