schema_version,legacy_record_id,source_item_id,narrative_id,primary_record_role,migration_confidence,review_flags,title,source_type,source_tier,narrative_type,secondary_role,analysis_status,ethics_review_status,display_mode
2.0.0,248,242,240,first-class narrative source,medium,[],"Bateman's Bay, New South Wales 2000",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,249,243,241,first-class narrative source,medium,[],"Blackbutt, Queensland 2008",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,250,244,242,first-class narrative source,medium,[],"Macclesfield, Victoria 1982",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,251,245,243,first-class narrative source,medium,[],"Bathurst, New South Wales 1970",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,252,246,244,first-class narrative source,medium,[],"Cairns, Queensland 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,253,247,245,first-class narrative source,medium,[],"Mansfield, Victoria 1988",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,254,248,246,first-class narrative source,medium,[],"Bathurst, New South Wales 1984",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,255,249,247,first-class narrative source,medium,[],"Cairns, Queensland 1996",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,256,250,248,first-class narrative source,medium,"[""original_article_verification_required""]","Moe, Victoria 1950",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,257,251,249,first-class narrative source,medium,[],"Bathurst, New South Wales 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,258,252,250,first-class narrative source,medium,[],"Cairns, Queensland 2005",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,259,253,251,first-class narrative source,medium,[],"Moe, Victoria 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,260,254,252,first-class narrative source,medium,[],"Bathurst, New South Wales 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,261,255,253,first-class narrative source,medium,[],"Canarvon Gorge, Queensland 1984",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,262,256,254,first-class narrative source,medium,[],"Mount Buller, Victoria 1980's",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,263,257,255,first-class narrative source,medium,[],"Belbora, New South Wales 2011",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,264,258,256,first-class narrative source,medium,[],"Canarvon Gorge, Queensland 1993",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,265,259,257,first-class narrative source,medium,[],"Mount Warrenheip, Victoria 1978",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,266,260,258,first-class narrative source,medium,[],"Belbora, New South Wales 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,267,261,259,first-class narrative source,medium,[],"Canungra, Queensland 1986",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,268,262,260,first-class narrative source,medium,[],"Myrrhee, Victoria 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,269,263,261,first-class narrative source,medium,[],"Bellingen, New South Wales 1994",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,270,264,262,first-class narrative source,medium,[],"Canungra, Queensland 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,271,265,263,first-class narrative source,medium,[],"Noojee, Victoria 1984",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,272,266,264,first-class narrative source,medium,[],"Bellingen, New South Wales 2018",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,273,267,265,first-class narrative source,medium,[],"Charters Towers, Queensland 1979 (1)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,274,268,266,first-class narrative source,medium,[],"Noojee, Victoria 2012",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,275,269,267,first-class narrative source,medium,[],"Bexhill, New South Wales 1973",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,276,270,268,first-class narrative source,medium,[],"Childers, Queensland 2004",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,277,271,269,first-class narrative source,medium,[],"Otways, Victoria 2010",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,278,272,270,first-class narrative source,medium,[],"Bexhill, New South Wales 2013",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,279,273,271,first-class narrative source,medium,[],"Clear Mountain, Queensland 2011",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,280,274,272,first-class narrative source,medium,[],"Redbank, Victoria 2008",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,281,275,273,first-class narrative source,medium,[],"Bilpin, New South Wales 2014",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,282,276,274,first-class narrative source,medium,[],"Conondale, Queensland 2018",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,283,277,275,first-class narrative source,medium,[],"Riddells Creek, Victoria 2003",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,284,278,276,first-class narrative source,medium,[],"Blackheath, New South Wales 2006",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,285,279,277,first-class narrative source,medium,[],"Cooktown, Queensland 2019",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,286,280,278,first-class narrative source,medium,[],"Robinvale, Victoria 2009",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,287,281,279,first-class narrative source,medium,[],"Blackheath, New South Wales 2006",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,288,282,280,first-class narrative source,medium,[],"Coomera, Queensland 1978",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,289,283,281,first-class narrative source,medium,[],"Rokewood, Victoria 2014",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,290,284,282,first-class narrative source,medium,[],"Blackheath, New South Wales 2009",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,291,285,283,first-class narrative source,medium,[],"Cooyar, Queensland 2007",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,292,286,284,first-class narrative source,medium,[],"Thomson Dam, Victoria 2006",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,293,287,285,first-class narrative source,medium,[],"Blaxland, New South Wales 2013",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,294,288,286,first-class narrative source,medium,[],"Cowley Beach, Queensland 1997",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,295,289,287,first-class narrative source,medium,[],"Trentham, Victoria 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,296,290,288,first-class narrative source,medium,[],"Blue Knob, New South Wales 1975",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,297,291,289,first-class narrative source,medium,[],"Cowley Beach, Queensland 2008",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,298,292,290,first-class narrative source,medium,[],"Werribee, Victoria 2016",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,299,293,291,first-class narrative source,medium,[],"Blue Mountains, New South Wales 1984",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,300,294,292,first-class narrative source,medium,[],"Cressbrook Creek, Queensland 2009",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,301,295,293,first-class narrative source,medium,[],"Yarambulla, Victoria 1991",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,302,296,294,first-class narrative source,medium,[],"Blue Mountains, New South Wales 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,303,297,295,first-class narrative source,medium,[],"Currumbin Valley, Queensland 2019",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,304,298,296,first-class narrative source,medium,[],"Bocoble, New South Wales 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,305,299,297,first-class narrative source,medium,[],"Currumbin Valley, Queensland 2019 (2)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,306,300,298,first-class narrative source,medium,[],"Bocoble, New South Wales 2018",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,307,301,299,first-class narrative source,medium,[],"Currumbin, Queensland 1978",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,308,302,300,first-class narrative source,medium,"[""original_article_verification_required""]","Bombala, New South Wales 1912",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,309,303,301,first-class narrative source,medium,[],"Daisy Hill, Queensland 2013",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,310,304,302,first-class narrative source,medium,[],"Bombala, New South Wales 1996",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,311,305,303,first-class narrative source,medium,[],"Dalby, Queensland 2013",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,312,306,304,first-class narrative source,medium,[],"Bonalbo, New South Wales 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,313,307,305,first-class narrative source,medium,[],"Deepwater, Queensland 2019",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,314,308,306,first-class narrative source,medium,[],"Bongil Bongil, New South Wales 2008",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,315,309,307,first-class narrative source,medium,[],"Eagle Heights, Queensland 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,316,310,308,first-class narrative source,medium,[],"Border Ranges, New South Wales 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,317,311,309,first-class narrative source,medium,[],"Enoggera Creek, Queensland 1977",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,318,312,310,first-class narrative source,medium,[],"Bowen Mountain, New South Wales 1982",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,319,313,311,first-class narrative source,medium,[],"Esk, Queensland 2000",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,320,314,312,first-class narrative source,medium,[],"Bowen Mountain, New South Wales 2016",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,321,315,313,first-class narrative source,medium,[],"Fraser Island, Queensland 1983",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,322,316,314,first-class narrative source,medium,[],"Braidwood, New South Wales 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,323,317,315,first-class narrative source,medium,[],"Gallangowan State Forest, Queensland 2019",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,324,318,316,first-class narrative source,medium,[],"Brisbane National Water Park, New South Wales 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,325,319,317,first-class narrative source,medium,[],"Gatton, Queensland 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,326,320,318,first-class narrative source,medium,[],"Brisbane Water National Park, New South Wales 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,327,321,319,first-class narrative source,medium,[],"Gatton, Queensland 2016",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,328,322,320,first-class narrative source,medium,[],"Broke, New South Wales 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,329,323,321,first-class narrative source,medium,[],"Gayndah, Queensland 2000 (1)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,330,324,322,first-class narrative source,medium,[],"Broke, New South Wales 2016",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,331,325,323,first-class narrative source,medium,[],"Gayndah, Queensland 2000 (3)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,332,326,324,first-class narrative source,medium,[],"Broken Hill, New South Wales 1982",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,333,327,325,first-class narrative source,medium,[],"Gogango, Queensland 2000",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,334,328,326,first-class narrative source,medium,[],"Brown Mountain, New South Wales 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,335,329,327,first-class narrative source,medium,[],"Gootchie, Queensland 1997",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,336,330,328,first-class narrative source,medium,[],"Bucca, New South Wales 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,337,331,329,first-class narrative source,medium,[],"Hinze Dam, Queensland 2001",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,338,332,330,first-class narrative source,medium,[],"Bulahdelah, New South Wales 2003",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,339,333,331,first-class narrative source,medium,[],"Howard, Queensland 2007",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,340,334,332,first-class narrative source,medium,[],"Bulahdelah, New South Wales 2005",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,341,335,333,first-class narrative source,medium,[],"Howard, Queensland 2016",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,342,336,334,first-class narrative source,medium,[],"Bundanoon, New South Wales 1984",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,343,337,335,first-class narrative source,medium,[],"Jacobs Well, Queensland 2014",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,344,338,336,first-class narrative source,medium,[],"Bundarra, New South Wales 1984",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,345,339,337,first-class narrative source,medium,[],"Jimboomba, Queensland 2012",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,346,340,338,first-class narrative source,medium,[],"Bundarra, New South Wales 1997",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,347,341,339,first-class narrative source,medium,[],"Jimbour, Queensland 2004",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,348,342,340,first-class narrative source,medium,"[""original_article_verification_required""]","Byron Bay, New South Wales 1902",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,349,343,341,first-class narrative source,medium,[],"Kenilworth, Queensland 2005",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,350,344,342,first-class narrative source,medium,[],"Byron Shire, New South Wales 2003",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,351,345,343,first-class narrative source,medium,[],"Kenilworth, Queensland 2006",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,352,346,344,first-class narrative source,medium,[],"Canberra, A.C.T. 1983",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,353,347,345,first-class narrative source,medium,[],"Kilkivan, Queensland 1979",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,354,348,346,first-class narrative source,medium,[],"Casino, New South Wales 1974",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,355,349,347,first-class narrative source,medium,[],"Kilkivan, Queensland 2019",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,356,350,348,first-class narrative source,medium,[],"Cattai, New South Wales 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,357,351,349,first-class narrative source,medium,[],"Killarney, Queensland 2010",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,358,352,350,first-class narrative source,medium,[],"Cessnock, New South Wales 2006",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,359,353,351,first-class narrative source,medium,[],"Kinbombi Falls, Queensland - 2020",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,360,354,352,first-class narrative source,medium,[],"Cessnock, New South Wales 2014",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,361,355,353,first-class narrative source,medium,[],"Kingsholme / Ormeau, Queensland 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,362,356,354,first-class narrative source,medium,[],"Clyde Mountain, New South Wales 1980",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,363,357,355,first-class narrative source,medium,[],"Laidley, Queensland 2001 (1)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,364,358,356,first-class narrative source,medium,[],"Coffs Harbour, New South Wales 1980",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,365,359,357,first-class narrative source,medium,[],"Laidley, Queensland 2001 (3)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,366,360,358,first-class narrative source,medium,[],"Coffs Harbour, New South Wales 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,367,361,359,first-class narrative source,medium,[],"Lake Tinaroo, Queensland 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,368,362,360,first-class narrative source,medium,[],"Colo River, New South Wales 1997",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,369,363,361,first-class narrative source,medium,[],"Lamington NP, Queensland 1988",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,370,364,362,first-class narrative source,medium,[],"Colo River, New South Wales 2002",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,371,365,363,first-class narrative source,medium,[],"Landsborough, Queensland 2020",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,372,366,364,first-class narrative source,medium,[],"Colo, New South Wales 2010",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,373,367,365,first-class narrative source,medium,[],"Logan Village, Queensland 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,374,368,366,first-class narrative source,medium,[],"Cooma, New South Wales 1976",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,375,369,367,first-class narrative source,medium,[],"Malanda, Queensland 2000",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,376,370,368,first-class narrative source,medium,[],"Cooma, New South Wales 1981",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,377,371,369,first-class narrative source,medium,[],"Manumbar, Queensland 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,378,372,370,first-class narrative source,medium,[],"Cooperbung, New South Wales 2014",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,379,373,371,first-class narrative source,medium,[],"Maudsland, Queensland 2013",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,380,374,372,first-class narrative source,medium,[],"Cooperbung, New South Wales 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,381,375,373,first-class narrative source,medium,[],"Miles, Queensland 2016",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,382,376,374,first-class narrative source,medium,"[""original_article_verification_required""]","Crescent Head, New South Wales 1930",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,383,377,375,first-class narrative source,medium,[],"Millaa Millaa, Queensland 1995 (1)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,384,378,376,first-class narrative source,medium,[],"Cudgen, New South Wales 2008",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,385,379,377,first-class narrative source,medium,[],"Millaa Millaa, Queensland 1995 (2)",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,386,380,378,first-class narrative source,medium,[],"Cudgen, New South Wales 2011",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,387,381,379,first-class narrative source,medium,[],"Mt Nathan, Queensland 1991",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,388,382,380,first-class narrative source,medium,[],"Dairyville, New South Wales 2009",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,389,383,381,first-class narrative source,medium,[],"Mt. Cootha, Queensland 1979",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,390,384,382,first-class narrative source,medium,[],"Danger Falls, New South Wales 2010",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,391,385,383,first-class narrative source,medium,[],"Mt. Glorious, Queensland 1990",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,392,386,384,first-class narrative source,medium,[],"Dargan, New South Wales 1999",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,393,387,385,first-class narrative source,medium,[],"Mt. Glorious, Queensland 2010",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,394,388,386,first-class narrative source,medium,[],"Deepwater, New South Wales 2004",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,395,389,387,first-class narrative source,medium,[],"Mt. Tamborine, Queensland 1980",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,396,390,388,first-class narrative source,medium,[],"Dorrigo, New South Wales 2015",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,397,391,389,first-class narrative source,medium,[],"Mt. Tamborine, Queensland 1992",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,398,392,390,first-class narrative source,medium,[],"Dorrigo, New South Wales 2018",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,399,393,391,first-class narrative source,medium,[],"Mt. Tamborine, Queensland 1995",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,400,394,392,first-class narrative source,medium,"[""original_article_verification_required""]","Dungay Creek, New South Wales 1962",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,401,395,393,first-class narrative source,medium,[],"Mt. Tamborine, Queensland 2001",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,402,396,394,first-class narrative source,medium,"[""original_article_verification_required""]","Dungay Creek, New South Wales 1962",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,403,397,395,first-class narrative source,medium,[],"Mt. Tamborine, Queensland 2002",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,404,398,396,first-class narrative source,medium,[],"Dunoon, New South Wales 1981",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,405,399,397,first-class narrative source,medium,"[""original_article_verification_required""]","Nanango, Queensland 1938",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,406,400,398,first-class narrative source,medium,[],"Eden, New South Wales 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,407,401,399,first-class narrative source,medium,[],"Nunimbah Valley, Queensland 2019",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,408,402,400,first-class narrative source,medium,[],"Emu Plains, New South Wales 1991",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,409,403,401,first-class narrative source,medium,[],"Ormeau, Queensland 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,410,404,402,first-class narrative source,medium,[],"Engadine, New South Wales 1987",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,411,405,403,first-class narrative source,medium,[],"Ormeau, Queensland 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,412,406,404,first-class narrative source,medium,[],"Glen Innes, New South Wales 2006",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,413,407,405,first-class narrative source,medium,[],"Ormeau, Queensland 1999",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,414,408,406,first-class narrative source,medium,[],"Glenbrook, New South Wales 2013",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,415,409,407,first-class narrative source,medium,[],"Ormeau, Queensland 2000",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,416,410,408,first-class narrative source,medium,[],"Glenfield, New South Wales 1993",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,417,411,409,first-class narrative source,medium,[],"Ormeau, Queensland 2003",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,418,412,410,first-class narrative source,medium,[],"Glenorie, New South Wales 2003",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,419,413,411,first-class narrative source,medium,[],"Ormeau, Queensland 2003",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,420,414,412,first-class narrative source,medium,[],"Glenreagh, New South Wales 1985",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,421,415,413,first-class narrative source,medium,[],"Ormeau, Queensland 2004",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,422,416,414,first-class narrative source,medium,[],"Goodradigbee River, New South Wales 2002",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,423,417,415,first-class narrative source,medium,[],"Ormeau, Queensland 2005",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,424,418,416,first-class narrative source,medium,[],"Goonoo Forest, New South Wales 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,425,419,417,first-class narrative source,medium,[],"Owens Creek, Queensland 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,426,420,418,first-class narrative source,medium,[],"Gosford, New South Wales 1986",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,427,421,419,first-class narrative source,medium,[],"Palm Beach, Queensland 1979",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,428,422,420,first-class narrative source,medium,[],"Grafton - Coutts Crossing, New South Wales 2014",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,429,423,421,first-class narrative source,medium,[],"Quaids Dam, Queensland 2017",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,430,424,422,first-class narrative source,medium,[],"Grafton, New South Wales 1974",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,431,425,423,first-class narrative source,medium,[],"Redbank Plains, Queensland 1986",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,432,426,424,first-class narrative source,medium,"[""original_article_verification_required""]","Grafton, New South Wales 2011",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,433,427,425,first-class narrative source,medium,[],"Redbank Plains, Queensland 1989",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,434,428,426,first-class narrative source,medium,[],"Grassy Head / Stuarts Point, New South Wales 1998",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
2.0.0,435,429,427,first-class narrative source,medium,[],"Rockhampton, Queensland 2009",modern_web,E,encounter_account,,display_ready_unreviewed,ok_public,full
