record_id,title,source_name,source_type,state_territory,date_band,year,ontology_code,url
2642,phantom in Babes in the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1900,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51209.txt.utf-8
2643,phantom in Babes in the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1900,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51209.txt.utf-8
2644,ghost in Babes in the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1900,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51209.txt.utf-8
2647,spirit in Babes in the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1900,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51209.txt.utf-8
2650,phantom in Babes in the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1900,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51209.txt.utf-8
689,1901 - R. H. Mathews Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1901,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1503-r-h-mathews-article-1901
2134,The Ghost of Mary's Sacrifice in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2135,The Ghost of Mary's Sacrifice in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2136,The Chinaman's Ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2137,The Chinaman's Ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2138,The Chinaman's Ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2139,The Chinaman's Ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2140,ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2141,ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2142,The Ghost of Mary's Sacrifice in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2143,The Ghost of Mary's Sacrifice in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2144,ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2145,ghost in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2146,ghosts in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2147,ghosts in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2148,haunted in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2149,haunted in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2150,haunted in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,apparition_account,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2151,phantom in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,spirit_person_narrative,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2152,fairy in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2153,fairy in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2154,fairy in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2155,fairy in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2156,fairies in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2157,fairies in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2158,fairies in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2159,fairies in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,retelling_or_adaptation,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2160,supernatural in Joe Wilson and His Mates,Internet Archive,repository_full_text,,expansion_1876_1969,1901,spirit_person_narrative,https://archive.org/download/joewilsonandhis00lawsgoog/joewilsonandhis00lawsgoog_djvu.txt
2189,spirits in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,spirit_person_narrative,https://sacred-texts.com/aus/cat/cat.htm
2190,spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,spirit_person_narrative,https://sacred-texts.com/aus/cat/cat.htm
2191,spirits in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,retelling_or_adaptation,https://sacred-texts.com/aus/cat/cat.htm
2192,evil spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,retelling_or_adaptation,https://sacred-texts.com/aus/cat/cat.htm
2193,spirits in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,retelling_or_adaptation,https://sacred-texts.com/aus/cat/cat.htm
2194,evil spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,spirit_person_narrative,https://sacred-texts.com/aus/cat/cat.htm
2195,evil spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,retelling_or_adaptation,https://sacred-texts.com/aus/cat/cat.htm
2196,spirits in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,retelling_or_adaptation,https://sacred-texts.com/aus/cat/cat.htm
2197,evil spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,spirit_person_narrative,https://sacred-texts.com/aus/cat/cat.htm
2198,spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,retelling_or_adaptation,https://sacred-texts.com/aus/cat/cat.htm
2199,spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,spirit_person_narrative,https://sacred-texts.com/aus/cat/cat.htm
2200,spirit in Customs and Traditions of the Aboriginal Natives of North Western Australia,Internet Sacred Text Archive,public_domain_transcribed_book,WA,expansion_1876_1969,1901,spirit_person_narrative,https://sacred-texts.com/aus/cat/cat.htm
2559,ghost in In Bad Company,Project Gutenberg,public_domain_ebook,VIC,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2560,ghosts in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2561,ghost in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2562,ghosts in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2563,apparition in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2564,apparition in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2565,spirit in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2566,spirits in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2567,spirits in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2568,spirit in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2569,spirit in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2570,spirit in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2571,supernatural in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2572,devil in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2573,devil in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2574,devil in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2575,devil in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2576,witch in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2577,witch in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2578,wizard in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2579,giant in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2580,giant in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2581,giant in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2582,giant in In Bad Company,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/51314.txt.utf-8
2859,spirits in The Gold-Stealers,Project Gutenberg,public_domain_ebook,VIC,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/16903.txt.utf-8
2910,ghost in My Brilliant Career,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/11620.txt.utf-8
2912,phantom in My Brilliant Career,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/11620.txt.utf-8
2917,spirits in My Brilliant Career,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1901,retelling_or_adaptation,https://www.gutenberg.org/ebooks/11620.txt.utf-8
348,"Byron Bay, New South Wales 1902",Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1902,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1366-byron-bay-new-south-wales-1902
690,1902 - Bathurst Free press,Australian Yowie Research,modern_web,SA,expansion_1876_1969,1902,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1630-bathurst-free-press-1902
866,1902 - Blue Mountains Yowie Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1902,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/2158-1902-blue-mountains-yowie-article
2172,The Ghosts of Many Christmases in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2173,The Ghosts of Many Christmases in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2174,ghost in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2175,ghost in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2176,ghost in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2177,ghost in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2178,ghosts in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2179,ghosts in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2180,ghosts in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2181,haunted in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2182,ghosts in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,apparition_account,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2183,devil in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,spirit_person_narrative,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2184,devil in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,spirit_person_narrative,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2185,devil in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,spirit_person_narrative,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2186,devil in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,spirit_person_narrative,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2187,fairy in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2188,fairies in Children of the Bush,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/7065.txt.utf-8
2587,spirit in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
2588,ghost in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
2589,spirit in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
2590,giant in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
2591,giant in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
2592,giant in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
2593,little woman in Bush Studies,Project Gutenberg,public_domain_ebook,NSW,expansion_1876_1969,1902,retelling_or_adaptation,https://www.gutenberg.org/ebooks/78420.txt.utf-8
691,"1903 - Nepean Times, Penrith",Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1631-nepean-times-penrith-1903
692,1903 - Queanbeyan Age,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1637-queanbeyan-age-1903
693,1903 - The Wallabadah Manucript,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1615-the-wallabadah-manucript-1903
694,1903 (1) - Queanbeyan Observer Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1493-quuenbeyan-observer-article-1903
695,1903 (2) - Queanbeyan Observer Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1494-queanbeyan-observer-article-1903-2
696,1903 (3) - Queanbeyan Obsever Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1495-queanbeyan-obsever-article-1903-3
867,1903 - Delegate Argus Yowie Article,Australian Yowie Research,modern_web,VIC,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/2161-1903-delegate-argus-yowie-article
868,1903 - Queanbeyan Observer Yowie Article 07-08-1903,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1903,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/2240-1903-queanbeyan-observer-yowie-article-07-08-1903
2900,ghost in Thirty Years in Australia,Project Gutenberg,public_domain_ebook,VIC,expansion_1876_1969,1903,descriptive_belief_record,https://www.gutenberg.org/ebooks/37825.txt.utf-8
2901,phantom in Thirty Years in Australia,Project Gutenberg,public_domain_ebook,VIC,expansion_1876_1969,1903,descriptive_belief_record,https://www.gutenberg.org/ebooks/37825.txt.utf-8
2972,ghost in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2973,ghost in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2974,ghost in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2976,apparition in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2977,phantom in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2978,spirit in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2983,spirits in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2984,witch in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2989,wizard in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2990,witch in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
2991,wizard in Such Is Life,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1903,retelling_or_adaptation,https://www.gutenberg.org/ebooks/3470.txt.utf-8
1060,1904 - Science of Man Article,Australian Yowie Research,modern_web,,expansion_1876_1969,1904,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1485-science-of-man-article-1904
1257,Ngarrang hairy gum-tree being,Wikisource,wikisource_public_domain_book,VIC,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_7
1258,Brewin Kurnai supernatural being,Wikisource,wikisource_public_domain_book,VIC,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_7
1259,Daramulun invoked by Gommera,Wikisource,wikisource_public_domain_book,NSW,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_7
1260,Kutchi supernatural beings of Dieri tradition,Wikisource,wikisource_public_domain_book,SA,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_7
1261,Mura-mura supernatural ancestors,Wikisource,wikisource_public_domain_book,SA,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_7
1262,Mrart ghosts beside camp fire,Wikisource,wikisource_public_domain_book,VIC,expansion_1876_1969,1904,apparition_account,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_7
1263,Mungan-ngaua tribal All-father,Wikisource,wikisource_public_domain_book,VIC,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_8
1264,Koin imaginary male being,Wikisource,wikisource_public_domain_book,NSW,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_8
1265,Tharamulun thunder-being,Wikisource,wikisource_public_domain_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_8
1266,Bunjil all-father figure,Wikisource,wikisource_public_domain_book,VIC,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_8
1291,Mrart in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,apparition_account,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1292,Daramulun in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1293,Daramulun in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1294,Daramulun in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1295,Daramulun in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1296,Bunjil in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1297,Tharamulun in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1298,Tharamulun in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1299,supernatural being in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1300,Baiame in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1301,Baiame in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,descriptive_belief_record,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1302,Baiame in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1303,Bunjil in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
1304,Mungan-ngaua in Initiation Ceremonies,Wikisource,public_domain_transcribed_book,,expansion_1876_1969,1904,spirit_person_narrative,https://en.wikisource.org/wiki/Native_Tribes_of_South-East_Australia/Chapter_9
