record_id,title,source_name,source_type,state_territory,date_band,year,ontology_code,url
1806,giant in Among cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
1807,giant in Among cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
1808,supernatural in Among cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
1836,spirit in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1837,spirit in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1838,spirit in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1839,spirit in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1840,ghost in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,apparition_account,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1841,devil in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1842,witch in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,retelling_or_adaptation,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1843,giant in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1844,giant in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1845,giant in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,giant_or_ogre_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
1846,supernatural in The Aborigines of Victoria and Riverina,Internet Archive,repository_full_text,VIC,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/TheAboriginesOfVictoriaAndRiverina/The_Aborigines_of_Victoria_and_Riverina_djvu.txt
3955,spirits in Among Cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
3956,devil in Among Cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
3957,devil in Among Cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,spirit_person_narrative,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
3958,devil in Among Cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,retelling_or_adaptation,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
3959,devil in Among Cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,retelling_or_adaptation,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
3960,wizard in Among Cannibals,Internet Archive,repository_full_text,QLD,expansion_1876_1969,1889,retelling_or_adaptation,https://archive.org/download/amongcannibalsac1889lumh/amongcannibalsac1889lumh_djvu.txt
2030,Warrawah in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,apparition_account,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2031,Warrawah in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2032,ghost in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,apparition_account,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2033,spirits in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2034,spirits in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2035,spirits in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2036,spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2037,spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2038,spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2039,Warrawah in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2040,spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2041,evil spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2042,evil spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2043,evil spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2044,evil spirit in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2045,devil in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2046,devil in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2047,devil in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2048,Warrawah in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2049,ghost in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,apparition_account,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2050,apparition in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2051,apparition in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2052,apparition in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
2053,devil in The Aborigines of Tasmania,Internet Archive,repository_full_text,TAS,expansion_1876_1969,1890,spirit_person_narrative,https://archive.org/download/aboriginestasma00garsgoog/aboriginestasma00garsgoog_djvu.txt
684,1891 - Bathurst Times Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1891,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1546-bathurst-times-1891
1076,1891 - Indiana Democrat Yowie Article,Australian Yowie Research,modern_web,,expansion_1876_1969,1891,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1709-1891-indiana-democrat-yowie-article
2228,wraiths in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,apparition_account,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2229,ghosts in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,apparition_account,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2230,ghost in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,apparition_account,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2231,ghost in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,apparition_account,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2232,ghost in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,apparition_account,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2233,ghost in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,apparition_account,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2234,devils in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,spirit_person_narrative,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2235,devils in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,spirit_person_narrative,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2236,witches in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,retelling_or_adaptation,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2237,supernatural in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,spirit_person_narrative,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
2238,supernatural in A Colonial Tramp,Internet Archive,repository_full_text,,expansion_1876_1969,1891,spirit_person_narrative,https://archive.org/download/acolonialtrampt00nisbgoog/acolonialtrampt00nisbgoog_djvu.txt
685,1892 - Maitland Mercury,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1892,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1652-maitland-mercury-1892
863,1892 - Sydney Mail Yowie Article,Australian Yowie Research,modern_web,NSW,expansion_1876_1969,1892,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/2169-1892-sydney-mail-yowie-article
1809,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1810,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,descriptive_belief_record,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1811,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1812,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1813,medicine man in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,descriptive_belief_record,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1814,devil in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1815,witch in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1816,wizard in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1817,ghost in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,apparition_account,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1818,ghost in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,apparition_account,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1819,wizard in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1820,wizard in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1821,wizard in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1822,witch in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1823,witch in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1824,witch in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1825,ghost in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,apparition_account,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1826,ghost in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,apparition_account,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1827,giant in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,apparition_account,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1828,giant in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,apparition_account,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1829,devil in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1830,devil in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1831,devil in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1832,medicine man in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1833,medicine man in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,descriptive_belief_record,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1834,giant in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,giant_or_ogre_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
1835,supernatural in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
2022,evil spirit in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2023,evil spirit in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2024,evil spirit in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2025,Boonbolong in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2026,evil spirit in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2027,Devil Devils in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2028,Boonbolong in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2029,Boonbolong in Notes on the Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/notesonaborigine00hill/notesonaborigine00hill_djvu.txt
2661,ghost in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2662,ghosts in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2663,apparition in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2664,apparition in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2665,apparition in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2666,apparition in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2667,ghosts in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2670,spirit in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2679,witch in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2680,wizard in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
2683,witch in Nevermore,Project Gutenberg,public_domain_ebook,,expansion_1876_1969,1892,retelling_or_adaptation,https://www.gutenberg.org/ebooks/34240.txt.utf-8
3611,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3612,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3613,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3614,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3615,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3616,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3617,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3618,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3619,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3620,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3621,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3622,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3623,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3624,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3625,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3626,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3627,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3628,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3629,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3630,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3631,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3632,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3633,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3634,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3635,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3636,spirits in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3637,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,retelling_or_adaptation,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
3638,spirit in The Aborigines of New South Wales,Internet Archive,repository_full_text,NSW,expansion_1876_1969,1892,spirit_person_narrative,https://archive.org/download/aboriginesnewso00frasgoog/aboriginesnewso00frasgoog_djvu.txt
