flag_id,record_id,title,state_territory,x,y,source_location_type,confidence
mapped:893,893,1976 - Sydney Sun Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:894,894,1976 - Telegraph Canberra area Yowie Article,ACT,149.1012676,-35.2975906,town,medium
mapped:1034,1034,1976 - Sun Herald Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:90,90,"Bateman's Bay, New South Wales 1977",NSW,150.178289,-35.7072183,locality,high
mapped:91,91,"Talingbo, New South Wales 1977",NSW,148.3029977,-35.5819244,locality,high
mapped:443,443,"Springbrook, Queensland 1977",QLD,153.2715593,-28.185749,locality,high
mapped:474,474,"Karuah River, New South Wales 1977",NSW,151.8837462,-32.2925234,locality,high
mapped:557,557,"Oxley Island, New South Wales 1977",NSW,152.5666119,-31.9132089,locality,high
mapped:558,558,"Pambula, New South Wales 1977",NSW,149.8752844,-36.928848,locality,high
mapped:593,593,"Timsvale, New South Wales 1977",NSW,152.8713966,-30.2200329,locality,high
mapped:622,622,"Woodenbong, New South Wales 1977",NSW,152.6120214,-28.3913455,locality,high
mapped:895,895,1977 - Gold Coast Bulletin Yowie Article,QLD,153.4145987,-28.0023731,locality,medium
mapped:896,896,1977 - Gold Coast Bulletin Yowie Article 2,QLD,153.4145987,-28.0023731,locality,medium
mapped:897,897,1977 - Lismore Northern Star Yowie Article,NSW,153.2791883,-28.8077608,locality,medium
mapped:898,898,1977 - Lismore Nothern Star Yowie Article,NSW,153.2791883,-28.8077608,locality,medium
mapped:899,899,1977 - Tambarumba Times Yowie Article,NSW,148.3029977,-35.5819244,locality,medium
mapped:900,900,1977 - Unknown Origin. Re: Springbrook,QLD,153.2715593,-28.185749,locality,medium
mapped:1035,1035,1977 - Manning River Times Yowie (Betty Gee),NSW,152.1004561,-31.8517188,locality,medium
mapped:1036,1036,1977 - Melba Cullen's 1930 Encounter at Crescent Head,NSW,152.9761111,-31.19,locality,medium
mapped:92,92,"Mogo, New South Wales 1978",NSW,150.1426078,-35.7830222,locality,high
mapped:152,152,"Canungra, Queensland 1978",QLD,153.1419128,-28.0385865,locality,high
mapped:153,153,"Nerang, Queensland 1978",QLD,153.3365942,-27.9896566,locality,high
mapped:265,265,"Mount Warrenheip, Victoria 1978",VIC,143.9582352,-37.5765814,locality,high
mapped:288,288,"Coomera, Queensland 1978",QLD,153.247946,-27.9534104,locality,high
mapped:307,307,"Currumbin, Queensland 1978",QLD,153.4799277,-28.1369655,locality,high
mapped:445,445,"Springbrook, Queensland 1978",QLD,153.2715593,-28.185749,locality,high
mapped:447,447,"Springbrook, Queensland 1978",QLD,153.2715593,-28.185749,locality,high
mapped:462,462,"Jackadgery, New South Wales 1978",NSW,152.5511068,-29.5816646,locality,high
mapped:540,540,"Mudgee - Ulan, New South Wales 1978",NSW,149.5886383,-32.5980702,locality,high
mapped:547,547,"Narooma, New South Wales 1978",NSW,150.1317243,-36.2190152,locality,high
mapped:561,561,"Pilliga, New South Wales 1978",NSW,148.8888022,-30.351605,locality,high
mapped:598,598,"Tweed Heads, New South Wales 1978",NSW,153.5369986,-28.1786639,locality,high
mapped:831,831,"1978 - Bilambil Yowie Article, Daily News",NSW,153.4659475,-28.2245935,locality,medium
mapped:901,901,1978 - Canberra Times,ACT,149.1012676,-35.2975906,town,medium
mapped:902,902,1978 - Gold Coast Bulletin (Nerang) 25-08-1978,QLD,153.4145987,-28.0023731,locality,medium
mapped:903,903,1978 - Gold Coast Bulletin Yowie Article,QLD,153.4145987,-28.0023731,locality,medium
mapped:904,904,1978 - Gold Coast Bulletin Yowie Article,QLD,153.4145987,-28.0023731,locality,medium
mapped:905,905,1978 - Gold Coast Bulletin Yowie Article,QLD,153.4145987,-28.0023731,locality,medium
mapped:906,906,1978 - Moruya Examiner Yowie Article,NSW,150.0820002,-35.9098127,locality,medium
mapped:1080,1080,1978 - Daily News Yowie Article,NSW,153.4659475,-28.2245935,locality,medium
mapped:31,31,"Darwin (Fannie Bay), Northern Territory 1979",NT,130.8378317,-12.4354118,locality,high
mapped:93,93,"Bateman's Bay, New South Wales 1979",NSW,150.178289,-35.7072183,locality,high
mapped:94,94,"Wentworth Falls, New South Wales 1979",NSW,150.3740633,-33.72802,locality,high
mapped:154,154,"Charters Towers, Queensland 1979 (2)",QLD,146.2709824,-20.0714089,locality,high
mapped:155,155,"Mt. Isa, Queensland 1979",QLD,139.4931522,-20.7289898,locality,high
mapped:273,273,"Charters Towers, Queensland 1979 (1)",QLD,146.2709824,-20.0714089,locality,high
mapped:317,317,"Enoggera Creek, Queensland 1977",QLD,152.9826794,-27.4419106,locality,high
mapped:353,353,"Kilkivan, Queensland 1979",QLD,152.2473652,-26.080292,locality,high
mapped:389,389,"Mt. Cootha, Queensland 1979",QLD,152.9589108,-27.4850319,locality,high
mapped:427,427,"Palm Beach, Queensland 1979",QLD,153.4583936,-28.1155325,locality,high
mapped:502,502,"Lake Cargelligo, New South Wales 1979",NSW,146.3734587,-33.2981001,locality,high
mapped:548,548,"Narromine, New South Wales 1979",NSW,147.9528517,-32.2317016,locality,high
mapped:562,562,"Pilliga, New South Wales 1979",NSW,148.8888022,-30.351605,locality,high
mapped:563,563,"Pilliga, New South Wales 1979",NSW,148.8888022,-30.351605,locality,high
mapped:632,632,"Yarrangobilly, New South Wales 1979",NSW,148.4677778,-35.6483333,locality,high
mapped:832,832,1979 - Kilkivan Yowie Article,QLD,152.2473652,-26.080292,locality,medium
mapped:907,907,1979 - Daily Telegraph Yowie Article,NSW,150.3740633,-33.72802,locality,medium
mapped:908,908,1979 - Gold Coast Bulletin Yowie Article,QLD,153.4145987,-28.0023731,locality,medium
mapped:909,909,1979 - Murgon Yowie Newspaper Article,QLD,151.936075,-26.2441735,locality,medium
mapped:910,910,1979 - Pilliga/Coonabarabran Yowie Article,NSW,149.2733225,-31.2728076,locality,medium
mapped:912,912,1979 - Townsville Daily Bulletin Yowie Article,QLD,146.8239537,-19.2569391,locality,medium
mapped:913,913,1979 - Townsville Daily Bulletin Yowie Article 2,NSW,149.2733225,-31.2728076,locality,medium
mapped:1037,1037,1979 - Bay Post Yowie Article,NSW,150.178289,-35.7072183,locality,medium
mapped:1038,1038,1979 - Northern Miner Yowie Article,QLD,146.2709824,-20.0714089,locality,medium
mapped:46,46,"Colac, Victoria 1980",VIC,143.5858537,-38.3399766,locality,high
mapped:95,95,"Coffs Harbour, New South Wales 1980",NSW,153.1094116,-30.2985996,locality,high
mapped:96,96,"Wee Jasper & Uki, New South Wales 1980",NSW,153.3305556,-28.4152778,locality,medium
mapped:156,156,"Kilcoy, Queensland 1980",QLD,152.561157,-26.9417175,town,high
mapped:157,157,"Springbrook, Queensland 1980",QLD,153.2715593,-28.185749,locality,high
mapped:221,221,"Ashford, New South Wales 1980",NSW,151.0945365,-29.3257299,locality,high
mapped:234,234,"Beerwah, Queensland 1980",QLD,152.9604137,-26.8573095,locality,high
mapped:245,245,"Baryulgil, New South Wales 1980",NSW,152.6041527,-29.2193959,locality,high
mapped:262,262,"Mount Buller, Victoria 1980's",VIC,146.4008688,-37.2694615,locality,high
mapped:362,362,"Clyde Mountain, New South Wales 1980",NSW,149.9501548,-35.5536851,locality,high
mapped:364,364,"Coffs Harbour, New South Wales 1980",NSW,153.1094116,-30.2985996,locality,high
mapped:395,395,"Mt. Tamborine, Queensland 1980",QLD,153.1967792,-27.9684035,locality,high
mapped:441,441,"Slacks Creek, Queensland 1980",QLD,153.1287129,-27.638501,locality,high
mapped:485,485,"Wauchope, New South Wales 1980",NSW,152.734664,-31.4557879,locality,high
mapped:486,486,"Kiandra, New South Wales 1980",NSW,148.4957535,-35.8754308,locality,high
mapped:490,490,"Korora Basin, New South Wales 1980",NSW,153.1344444,-30.2483333,locality,high
mapped:501,501,"Wongawallen, Queensland 1980",QLD,153.1095731,-27.9024629,locality,medium
mapped:594,594,"Torrington, New South Wales 1980",NSW,151.6967475,-29.3112985,locality,high
mapped:914,914,1980 - Canberra Times Yowie Article,ACT,149.1012676,-35.2975906,town,medium
mapped:915,915,1980's? - Macleay Argus Yowie Report,NSW,152.590455,-30.9064024,locality,medium
mapped:1082,1082,1980 - People Magazine Yowie Article,QLD,152.6144617,-26.9071836,named_feature,high
mapped:1083,1083,1980 - Track Magazine Yowie Article,NSW,152.734664,-31.4557879,locality,medium
mapped:158,158,"Cunninghams Gap, Queensland 1981",QLD,152.3945729,-28.0498514,locality,high
mapped:376,376,"Cooma, New South Wales 1981",NSW,149.1261779,-36.2356785,locality,high
mapped:404,404,"Dunoon, New South Wales 1981",NSW,153.3154089,-28.6840311,locality,medium
mapped:916,916,1981 - Canberra Times Yowie Article,ACT,149.1012676,-35.2975906,town,medium
mapped:917,917,1981 - Lismore Northern Star Yowie Article,NSW,153.2791883,-28.8077608,locality,medium
mapped:918,918,1981 - Lismore Northern Star Yowie Article,NSW,153.2791883,-28.8077608,locality,medium
mapped:919,919,1981 - Lismore Northern Star Yowie Article,NSW,153.2791883,-28.8077608,locality,medium
mapped:48,48,"Cranbourne, Victoria 1982",VIC,145.2807256,-38.0997308,locality,high
mapped:97,97,"Ophir, New South Wales 1982",NSW,149.2429,-33.1285,locality,high
mapped:159,159,"Worongary, Queensland 1982",QLD,153.339128,-28.0360735,locality,high
mapped:228,228,"Beachmere, Queensland 1982",QLD,153.0520041,-27.1303586,locality,high
mapped:250,250,"Macclesfield, Victoria 1982",VIC,145.475186,-37.887001,locality,high
mapped:318,318,"Bowen Mountain, New South Wales 1982",NSW,150.6256438,-33.5735614,locality,high
mapped:332,332,"Broken Hill, New South Wales 1982",NSW,141.4511111,-31.965,locality,high
mapped:449,449,"Springbrook, Queensland 1982",QLD,153.2715593,-28.185749,locality,high
mapped:481,481,"Tully, Queensland 1985",QLD,145.9285816,-17.9429225,locality,high
mapped:566,566,"Pilliga, New South Wales 2010",NSW,148.8888022,-30.351605,locality,high
mapped:584,584,"Sunny Corner, New South Wales 1982",NSW,149.8884022,-33.3842823,locality,high
mapped:602,602,"Walgett, New South Wales 1982",NSW,148.2389866,-29.7882659,locality,high
mapped:633,633,"Yarrangobilly, New South Wales 1982",NSW,148.4677778,-35.6483333,locality,high
mapped:14,14,"Kalamundra, Western Australia 1983",WA,116.1022069,-32.0038075,locality,high
mapped:53,53,"Cranbourne, Victoria 1987",VIC,145.2807256,-38.0997308,locality,high
mapped:98,98,"Evans Head, New South Wales 1983",NSW,153.4312097,-29.1174093,locality,high
mapped:321,321,"Fraser Island, Queensland 1983",QLD,153.1468044,-25.24672,locality,high
mapped:352,352,"Canberra, A.C.T. 1983",ACT,149.1012676,-35.2975906,locality,high
mapped:533,533,"Mt. Kembla, New South Wales 1983",NSW,150.8067132,-34.4421839,locality,high
mapped:552,552,"Oberon, New South Wales 1983",NSW,149.8326162,-33.8455931,locality,high
mapped:920,920,1983 - Border Post Yowie Article,QLD,151.9338265,-28.6559947,locality,medium
mapped:1085,1085,1983 - The Pinkney Report Yowie Article,WA,116.1022069,-32.0038075,locality,medium
mapped:49,49,"Noojee, Victoria 1984",VIC,145.9443211,-37.8352675,locality,high
mapped:50,50,"Toolangi, Victoria 1984",VIC,145.5117704,-37.4898686,locality,high
mapped:99,99,"Brooklyn, New South Wales 1984",NSW,151.2260175,-33.5479285,locality,high
mapped:160,160,"Springbrook, Queensland 1984",QLD,153.2715593,-28.185749,locality,high
mapped:254,254,"Bathurst, New South Wales 1984",NSW,149.5803725,-33.4166482,town,high
mapped:261,261,"Canarvon Gorge, Queensland 1984",QLD,148.3337905,-24.99435,locality,high
mapped:271,271,"Noojee, Victoria 1984",VIC,145.9443211,-37.8352675,locality,high
mapped:299,299,"Blue Mountains, New South Wales 1984",NSW,150.4052237,-33.609741,named_feature,high
mapped:342,342,"Bundanoon, New South Wales 1984",NSW,150.2997071,-34.6562168,locality,high
mapped:344,344,"Bundarra, New South Wales 1984",NSW,151.0739435,-30.1697551,locality,high
mapped:479,479,"Tugun, Queensland 1984",QLD,153.4904018,-28.148821,locality,high
mapped:499,499,"Wongawallan, Queensland 1984",QLD,153.235785,-27.8886104,locality,high
mapped:574,574,"Royal National Park, New South Wales 1984",NSW,151.0267269,-34.1121995,locality,high
mapped:47,47,"Kinglake West & Eden Park, Victoria late 1980's",VIC,145.258423,-37.450214,locality,high
mapped:51,51,"Avonsleigh, Victoria 1985",VIC,145.4688212,-37.9208356,locality,high
mapped:52,52,"Darriman, Victoria 1985",VIC,146.8987864,-38.4096475,locality,medium
mapped:100,100,"Sunny Corner, New South Wales 1985",NSW,149.8884022,-33.3842823,locality,high
mapped:161,161,"Gympie (East), Queensland 1985",QLD,152.7329612,-26.1791812,locality,high
mapped:162,162,"Worongary, Queensland 1985",QLD,153.339128,-28.0360735,locality,high
mapped:216,216,"Advancetown, Queensland 1985",QLD,153.27813,-28.061915,locality,high
mapped:217,217,"Benambra, Victoria 1985",VIC,147.8016192,-36.889754,locality,high
mapped:420,420,"Glenreagh, New South Wales 1985",NSW,152.9787186,-30.0512038,locality,high
mapped:459,459,"Stanthorpe, Queensland 1985",QLD,151.9338265,-28.6559947,locality,high
mapped:595,595,"Torrington, New South Wales 1985",NSW,151.6967475,-29.3112985,locality,high
mapped:626,626,"Woollamia, New South Wales 1985",NSW,150.6597209,-35.018794,locality,high
mapped:163,163,"Mt. Superbus, Queensland 1986",QLD,152.4603351,-28.2184485,locality,high
mapped:222,222,"Atherton, Queensland 1986",QLD,145.4768923,-17.2667108,locality,high
mapped:241,241,"Harrietville, Victoria 1986",VIC,147.0638695,-36.8923168,locality,high
mapped:267,267,"Canungra, Queensland 1986",QLD,153.1419128,-28.0385865,locality,high
mapped:426,426,"Gosford, New South Wales 1986",NSW,151.3511111,-33.415,locality,high
mapped:431,431,"Redbank Plains, Queensland 1986",QLD,152.8479458,-27.6513182,locality,high
mapped:534,534,"Mt. Kembla, New South Wales 1986",NSW,150.8067132,-34.4421839,locality,high
mapped:32,32,"Yambah Station, Northern Territory 1987",NT,133.8348877,-23.126721,locality,medium
mapped:40,40,"Lake Dulverton, Tasmania 1987 (1)",TAS,147.3763267,-42.3040616,locality,high
mapped:41,41,"Lake Dulverton, Tasmania 1987 (2)",TAS,147.1373496,-41.4340813,town,high
mapped:54,54,"Lyndhurst, Victoria 1987",VIC,145.2307493,-38.0685384,locality,high
mapped:101,101,"Border Ranges and Blue Knob, New South Wales 1987 & 2015",NSW,153.0672222,-28.3944444,locality,high
mapped:229,229,"Dufty's Beach - Murray River, Victoria 1987",VIC,145.8474714,-35.9731123,locality,high
mapped:410,410,"Engadine, New South Wales 1987",NSW,151.0138225,-34.0650134,locality,high
mapped:484,484,"Kiah, New South Wales 1987",NSW,149.8555282,-37.1481965,locality,high
mapped:613,613,"Wee Jasper, New South Wales 1987",NSW,148.6759186,-35.1105708,locality,high
mapped:620,620,"Wombeyan Caves, New South Wales 1987",NSW,149.9688296,-34.3084619,locality,high
mapped:834,834,1987 - Yambah Station Yowie Article,NT,133.8348877,-23.126721,locality,medium
mapped:921,921,1987 - Launceston Examiner 1987-01-06,TAS,147.1373496,-41.4340813,town,medium
mapped:922,922,1987 - News Perth Ape Monster,WA,115.8605784,-31.9558967,town,medium
mapped:923,923,1987 - NT News Yowie Article,NT,133.8348877,-23.126721,locality,medium
mapped:924,924,1987 - People Magazine Yowie Report,TAS,147.3763267,-42.3040616,locality,medium
mapped:925,925,1987 - Sunday Press Yowie Article,NT,133.8348877,-23.126721,locality,medium
mapped:926,926,1987 - Sydney Mirror Woronora Yowie Article,NSW,151.0454079,-34.0248014,locality,medium
mapped:927,927,1987 - Sydney Morning Herald. Woronora Yowie Article,NSW,151.0454079,-34.0248014,locality,medium
mapped:928,928,1987 - Sydney Sun Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:55,55,"Emerald, Victoria 1988",VIC,145.4407282,-37.9321282,locality,high
mapped:102,102,"Mt. Kembla, New South Wales 1988",NSW,150.8067132,-34.4421839,locality,high
mapped:253,253,"Mansfield, Victoria 1988",VIC,146.1463677,-36.9242155,locality,high
mapped:369,369,"Lamington NP, Queensland 1988",QLD,153.1573088,-28.2440481,locality,high
mapped:550,550,"Nowra, New South Wales 1988",NSW,150.6004709,-34.8741198,locality,high
mapped:601,601,"Vulcan State Forest, New South Wales 1988",NSW,149.8249296,-33.8857125,locality,high
mapped:607,607,"Watagans, New South Wales 1988",NSW,151.4539993,-33.0758112,locality,high
mapped:929,929,1988 - Unkown Origin of Emerald Encounter,QLD,148.1618622,-23.5263118,locality,medium
mapped:164,164,"Gympie (East), Queensland 1989",QLD,152.6600256,-26.1900447,locality,high
mapped:433,433,"Redbank Plains, Queensland 1989",QLD,152.8724921,-27.5994539,locality,high
mapped:494,494,"Kowmung River, New South Wales 1989",NSW,150.2020591,-34.0039056,locality,high
mapped:56,56,"Dellicknora, Victoria 1990",VIC,148.697021,-37.0960487,locality,high
mapped:58,58,"Hepburn Springs, Victoria 1993",VIC,144.1467627,-37.3161925,locality,high
mapped:103,103,"Bateman's Bay, New South Wales 1990",NSW,150.1947997,-35.7293379,locality,high
mapped:104,104,"Fingal Head, New South Wales 1990",NSW,153.5668,-28.203,locality,high
mapped:105,105,"Tallong, New South Wales 1990",NSW,150.0863205,-34.7192248,locality,high
mapped:165,165,"Eudlo, Queensland 1990",QLD,152.9390644,-26.730535,locality,high
mapped:252,252,"Cairns, Queensland 1990",QLD,145.7721854,-16.9206657,locality,high
mapped:257,257,"Bathurst, New South Wales 1990",NSW,149.5803725,-33.4166482,town,high
mapped:268,268,"Myrrhee, Victoria 1990",VIC,146.3048256,-36.744227,locality,high
mapped:302,302,"Blue Mountains, New South Wales 1990",NSW,150.4052237,-33.609741,named_feature,high
mapped:324,324,"Brisbane National Water Park, New South Wales 1990",NSW,151.2697774,-33.5157145,locality,high
mapped:334,334,"Brown Mountain, New South Wales 1990",NSW,149.38325,-36.59732,locality,high
mapped:391,391,"Mt. Glorious, Queensland 1990",QLD,152.7643027,-27.322891,locality,high
mapped:464,464,"Jackadgery, New South Wales 1990",NSW,152.5511068,-29.5816646,locality,high
mapped:470,470,"Jenolan Caves, New South Wales 1990",NSW,150.9530285,-33.7460183,locality,high
mapped:471,471,"Tomson River, Queensland 1990",QLD,151.6370233,-25.6268775,locality,medium
mapped:496,496,"Krambach, New South Wales 1990",NSW,152.2606101,-32.0521151,locality,high
mapped:553,553,"Oberon, New South Wales 1990",NSW,149.8326162,-33.8455931,locality,high
mapped:588,588,"Tenterfield, New South Wales 1990",NSW,152.2813166,-28.83843,locality,high
mapped:930,930,1990 - Grafton Examiner Yowie Article,NSW,152.9336357,-29.6816773,locality,medium
mapped:931,931,1990 - Krambach Yowie Aricle,NSW,152.2606101,-32.0521151,locality,medium
mapped:1086,1086,1990 - Treasure Islander Yowie Article,TAS,147.3763267,-42.3040616,locality,medium
mapped:1088,1088,1990- People Magazine Yowie Article 27-02-1990,NT,131.36449,-23.28883,locality,medium
mapped:4079,4079,ghost in His Master's Ghost at Montsalvat,VIC,145.1525699,-37.7280499,exact_site,B
mapped:15,15,"Australind, Western Australia 1991",WA,115.7204483,-33.2807362,locality,high
mapped:57,57,"Lake Buffalo, Victoria 1991",VIC,146.6567954,-36.7375936,locality,high
mapped:166,166,"Canungra, Queensland 1991",QLD,153.1419128,-28.0385865,locality,high
mapped:301,301,"Yarambulla, Victoria 1991",VIC,146.7728946,-36.7673752,named_feature,high
mapped:387,387,"Mt Nathan, Queensland 1991",QLD,153.2654056,-27.9801695,locality,high
mapped:408,408,"Emu Plains, New South Wales 1991",NSW,150.6677778,-33.7483333,locality,high
mapped:554,554,"Oberon, New South Wales 1991",NSW,149.8326162,-33.8455931,locality,high
mapped:597,597,"Tuglow, New South Wales 1991",NSW,149.9344444,-33.9483333,locality,high
mapped:24,24,"Willunga, South Australia 1992",SA,138.5554231,-35.2711681,locality,high
mapped:25,25,"Yalata, South Australia 1993",SA,131.8426235,-31.4803513,locality,high
mapped:42,42,"Smithton, Tasmania 1992",TAS,145.1282245,-40.8415455,locality,high
mapped:106,106,"Callala Bay, New South Wales 1992",NSW,150.7178837,-34.9950846,locality,high
mapped:167,167,"Tin Can Bay, Queensland 1992 (1)",QLD,152.9133105,-25.9497504,locality,high
mapped:397,397,"Mt. Tamborine, Queensland 1992",QLD,153.1967792,-27.9684035,locality,high
mapped:460,460,"Ingleburn, New South Wales 1992",NSW,150.8511111,-33.9983333,locality,high
mapped:932,932,1992 - Lismore Northern Star Yowie Footprints,NSW,153.2791883,-28.8077608,locality,medium
mapped:933,933,1992 - Noosa News Yowie Report,QLD,152.9307975,-26.3182442,locality,medium
mapped:934,934,1992 - Shark Bay / 40 Mile Yowie Article - Source Unknown,WA,113.7540291,-25.52149,locality,medium
mapped:16,16,"Exmouth, Western Australia 1993",WA,114.1258094,-21.9324401,locality,high
mapped:107,107,"Leeville, New South Wales 1993",NSW,153.0011111,-28.9483333,locality,high
mapped:168,168,"Kilcoy, Queensland 1993",QLD,152.5784605,-26.851381,locality,high
mapped:236,236,"Barrington Tops, New South Wales 1993",NSW,151.4844444,-32.0233333,locality,high
mapped:264,264,"Canarvon Gorge, Queensland 1993",QLD,148.3337905,-24.99435,locality,high
mapped:416,416,"Glenfield, New South Wales 1993",NSW,150.8930882,-33.9722422,locality,high
mapped:458,458,"Ingalba, New South Wales 1993",NSW,152.8044049,-30.8498661,locality,high
mapped:535,535,"Mt. Kembla, New South Wales 1993",NSW,150.8067132,-34.4421839,locality,high
mapped:836,836,"1993 - Mt Spurgeon, Yowie Article",QLD,145.2,-16.4333333,named_feature,high
mapped:935,935,1993 - Lismore Northern Star Yowie Article,NSW,153.2791883,-28.8077608,locality,medium
mapped:108,108,"Mulgoa, New South Wales 1994",NSW,150.6504013,-33.8371562,locality,high
mapped:269,269,"Bellingen, New South Wales 1994",NSW,152.71921,-30.3739913,locality,high
mapped:444,444,"Hazelbrook, New South Wales 1994",NSW,150.4534122,-33.7219948,locality,high
mapped:448,448,"Helensburgh, New South Wales 1994",NSW,150.9822187,-34.1908519,locality,high
mapped:936,936,1994 - Brisbane Daily Yowie Article,QLD,153.0235009,-27.4689623,locality,medium
mapped:937,937,1994 - Canberra Times Out Of Shadows Launch,ACT,149.1012676,-35.2975906,town,medium
mapped:938,938,1994 - Sunshine Coast Magazine Yowie Article,QLD,152.8508329,-26.7079095,locality,medium
mapped:26,26,"Roxby Downs, South Australia 1995",SA,136.8941825,-30.5652584,locality,high
mapped:33,33,"Berry Springs, Northern Territory 1995",NT,131.0048008,-12.7220385,locality,high
mapped:109,109,"Kempsey, New Sout Wales 1995",NSW,152.5228021,-30.9056457,town,high
mapped:169,169,"McPherson Ranges, Queensland 1995",QLD,153.1430019,-28.3069019,locality,high
mapped:170,170,"Rockhampton, Queensland 1995",QLD,150.5134227,-23.3782137,locality,high
mapped:259,259,"Moe, Victoria 1995",VIC,146.2619888,-38.177049,locality,high
mapped:260,260,"Bathurst, New South Wales 1995",NSW,149.5803725,-33.4166482,town,high
mapped:312,312,"Bonalbo, New South Wales 1995",NSW,152.6214537,-28.7356087,locality,high
mapped:315,315,"Eagle Heights, Queensland 1995",QLD,153.2034386,-27.9218796,locality,high
mapped:322,322,"Braidwood, New South Wales 1995",NSW,149.7955552,-35.4388907,town,high
mapped:366,366,"Coffs Harbour, New South Wales 1995",NSW,153.1094116,-30.2985996,locality,high
mapped:383,383,"Millaa Millaa, Queensland 1995 (1)",QLD,145.6304622,-17.493974,locality,high
mapped:385,385,"Millaa Millaa, Queensland 1995 (2)",QLD,145.6304622,-17.493974,locality,high
mapped:399,399,"Mt. Tamborine, Queensland 1995",QLD,153.1967792,-27.9684035,locality,high
mapped:475,475,"Torbanlea, Queensland 1995",QLD,152.5732725,-25.358621,locality,high
mapped:508,508,"Leura, New South Wales 1995",NSW,150.3317665,-33.7156888,locality,high
mapped:526,526,"Mogo, New South Wales 1995",NSW,150.1426078,-35.7830222,locality,high
mapped:627,627,"Woy Woy, New South Wales 1995",NSW,151.3274925,-33.4880548,locality,high
mapped:939,939,1995 - Cairns Post Yowie Article,QLD,145.7721854,-16.9206657,locality,medium
mapped:59,59,"Aberfeldy, Victoria 1996",VIC,146.3790538,-37.7021795,locality,high
mapped:110,110,"Cessnock, New South Wales 1996",NSW,151.3511111,-32.8316667,locality,high
mapped:171,171,"Molendinar, Queensland 1996",QLD,153.3754344,-27.9745778,locality,high
mapped:255,255,"Cairns, Queensland 1996",QLD,145.7721854,-16.9206657,locality,high
mapped:310,310,"Bombala, New South Wales 1996",NSW,149.2389375,-36.9113175,locality,high
mapped:439,439,"Sarina, Queensland 1996",QLD,149.1645943,-21.435808,locality,high
mapped:483,483,"Upper Coomera, Queensland 2006",QLD,153.2982761,-27.8529809,locality,high
mapped:542,542,"Mullumbimby, New South Wales 1996",NSW,153.5011111,-28.5483333,locality,high
mapped:34,34,"Acacia Hills, Northern Territory 1997 (1)",NT,131.141951,-12.768419,locality,high
mapped:35,35,"Acacia Hills, Northern Territory 1997 (2)",NT,131.141951,-12.768419,locality,high
mapped:60,60,"Warnambool, Victoria 1997",VIC,142.4814199,-38.3826242,locality,high
mapped:111,111,"Hawkesbury River, New South Wales 1997",NSW,150.9274931,-33.5038702,locality,high
mapped:172,172,"Camira, Queensland 1997",QLD,152.9199269,-27.634499,locality,high
mapped:173,173,"Ormeau, Queensland 1997",QLD,153.2520815,-27.774813,locality,high
mapped:218,218,"Alstonville, New South Wales 1997",NSW,153.4405813,-28.8412757,locality,high
mapped:237,237,"Beerwah, Queensland 1997",QLD,152.9604137,-26.8573095,locality,high
mapped:294,294,"Cowley Beach, Queensland 1997",QLD,146.1321886,-17.653566,locality,high
mapped:335,335,"Gootchie, Queensland 1997",QLD,152.5810076,-25.8781265,locality,high
mapped:346,346,"Bundarra, New South Wales 1997",NSW,151.0739435,-30.1697551,locality,high
mapped:368,368,"Colo River, New South Wales 1997",NSW,150.6487565,-33.3778079,locality,high
mapped:451,451,"Springbrook, Queensland 1997",NSW,150.5655467,-33.7017613,locality,high
mapped:473,473,"Toowoomba, Queensland 1997",QLD,151.9866561,-27.5790131,locality,high
mapped:476,476,"Katoomba, New South Wales 1997",NSW,150.3121633,-33.713759,locality,high
mapped:585,585,"Tabulam, New South wales 1997",NSW,152.5683651,-28.8872866,locality,medium
mapped:940,940,1997 - Litchfield Times Yowie Article,NT,130.4926909,-13.428281,locality,medium
mapped:36,36,"Acacia Hills & Humpty Doo, Northern Territory 1998",NT,131.141951,-12.768419,locality,high
mapped:37,37,"Adelaide River, Northern Territory 1998",NT,131.1070072,-13.2387657,town,high
mapped:38,38,"Tanima Desert, Northern Territory 1998",NT,130.32,-19.81,locality,high
mapped:112,112,"Faulconbridge, New South Wales 1998",NSW,150.535599,-33.7005603,locality,high
mapped:113,113,"Mudgee, New South Wales 1998",NSW,149.5886383,-32.5980702,locality,high
mapped:174,174,"Bribie Island, Queensland 1998",QLD,153.120238,-26.9644799,locality,high
mapped:175,175,"Kenilworth, Queensland 1998",QLD,152.6166379,-26.6352315,locality,high
mapped:176,176,"Scotchy Pocket, Queensland 1998",QLD,152.522897,-26.0031875,locality,high
mapped:187,187,"Canarvon Gorge, Queensland 2005",QLD,148.3337905,-24.99435,locality,high
mapped:242,242,"Barwon River, New South Wales 1998",NSW,147.8988558,-30.0172608,locality,high
mapped:270,270,"Canungra, Queensland 1998",QLD,153.1419128,-28.0385865,locality,high
mapped:325,325,"Gatton, Queensland 1998",QLD,152.2791353,-27.5615314,locality,high
mapped:406,406,"Eden, New South Wales 1998",NSW,149.9035118,-37.0640494,locality,high
mapped:409,409,"Ormeau, Queensland 1998",QLD,153.2520815,-27.774813,locality,high
mapped:411,411,"Ormeau, Queensland 1998",QLD,153.2520815,-27.774813,locality,high
