candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Project Gutenberg,public_domain_ebook,A,ghost in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:ghost:7f459743a59b366c,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,ghost,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"isfied expression. She relaxed considerably, though with an effort, as her visitors were announced, and came forward to greet them warmly enough. “So glad to see you, Mr. Stamford. It was nice of you to bring Laura. Why you look as fresh as a rose, child! How do you manage to have such a complexion in a hot district? I tell Josie she is getting as pale as a ghost, and yellow too. The fact is, she goes out too much, and this Sydney climate is enough to age any one. She hasn’t been down to breakfast yet—naughty girl—but she was at the Moreton’s ball last night. Mrs. Watchtower took her, and she didn’t get home till past four."
accepted,Project Gutenberg,public_domain_ebook,A,ghost in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:ghost:5265fb5c40084830,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,ghost,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"l was left desolate and forsaken of its heroes. Hubert fared forth along the north-west trail, bound for the sea-like plains of the Lower Warroo, where the wild orange flowers bloom on their lonely sand islands, bright with glossy-leaved shrubs; where the emu rears her brood undisturbed under the sad-hued myall, that waves her slender streamers and whispers ghost-like at midnight to the pitiless desert moon. Mr. Barrington Hope, on the other hand, betook himself by rail to the metropolis, to plunge once more, with the eagerness of a strong swimmer, into the great ocean of speculative finance, which there “heaves and seethes."
accepted,Project Gutenberg,public_domain_ebook,A,haunted in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:haunted:05b6cc76d7275f04,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,haunted,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"vigour and activity of manhood departed? He had acquired “experience.” There was a grim irony in the expression—of what use would it be to him without capital? A managership of the station of another? True that might be possibly attained after weeks and months of effort, or years, as the case might be. He was familiar with the appearance of saddened men who haunted the offices of stock-agents and merchants—the waiting-rooms of bankers, the steps of clubs whence their more prosperous comrades walked forth redolent of solvency. He had noticed such men growing shabbier, more hopeless of aspect as the months rolled on. He had heard."
accepted,Project Gutenberg,public_domain_ebook,A,spirit in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirit:d10b19bf13b8b0c3,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,spirit,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"its winding course. As the wearied man lay motionless on the couch, the night air from the meadow played freshly cool against his temples. Stars arose of wondrous southern brilliancy. Dark blue and cloudless, the sky was undimmed. Strange cries came from the woods. A solemn hush fell over all things. It was an hour unspeakably calm and solemn—restful to the spirit after the long, burdensome, heated day. “Ah, me!” sighed he; “how many an evening I have enjoyed from this very spot, at this self-same hour! Is it possible that we are to be driven out even from this loved retreat?” A sweet girlish voice suddenly awoke him from his."
lead_only,Project Gutenberg,public_domain_ebook,A,spirits in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirits:83d94ddc5ce13f53,public_domain_public_web,public_access_text_available,descriptive_belief_record,context_only,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",humanoid_adjacent_context,spirits,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_fiction_reviewed,low,not_accepted,context,"ous return, the pleasant evening, the dreamless slumber. He remembered it all. What a heaven of bliss, had he but known it; and what an inferno of debt, ruin, and despair seemed yawning before him now! He leaned over the old stone wall and watched mechanically the shadow of a passing squall deepen the colour of the blue waters of the bay. After a while, his spirits rose insensibly. He even took comfort from the fact that after the sudden tempest had brooded ominously over the darkening water, the clouds suddenly opened—the blue sky spread itself like an azure mantle over the rejoicing firmament—the golden sun reappeared, and."
accepted,Project Gutenberg,public_domain_ebook,A,spirits in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirits:26ab75b49fdaac79,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,spirits,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"before the odds began to shorten—eh, Merton? Good Heavens! to think I feel in a mood to jest with my banker. That dread functionary! What is it Lever says—that quarrelling with your wife is like boxing with your doctor, who knows where to plant the blow that would, maybe, be the death of you? Such is your banker’s fatal strength.” “I envy you your recovered spirits, my dear fellow,” said the over-worked man of figures, with a weary smile, glancing towards a pile of papers on his table. “Perhaps things will turn out well for you and all of us after all. You are not the only one, believe me, whose fate has been trembling in the."
accepted,Project Gutenberg,public_domain_ebook,A,spirits in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirits:2deef9c871c821e7,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,spirits,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"gazines, works of travel, science, autobiography, fiction, what not; commanded that they should be packed in a suitable case and forwarded to the railway station to his address. How he relished the actual writing of a cheque for the amount! How the thought of being able to enjoy them with an untroubled mind, in the peaceful evenings at Windāhgil, caused his spirits to rise, his heart to expand! Hubert’s modest commission was not forgotten, nor the less-developed literary needs of Maurice and Ned, while at a neighbouring establishment he chose a collection of music, vocal and instrumental, which would keep Laura and Linda."
accepted,Project Gutenberg,public_domain_ebook,A,spirits in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirits:b2dc4e0a195968f3,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,spirits,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"rk depths, at the remembrance of which he still shuddered. At a reasonably early hour on the following day the unpretending architecture of Mooramah emerged from the forest hills which encompass that rising township, and there was Hubert sure enough, with the well-worn buggy and the good old horses, still high in bone, though, like himself, much improved in spirits and demeanour. “Why, governor!” quoth that young man, after an affectionate greeting and the gradual absorption into the recesses of the buggy of the tolerably heavy miscellaneous luggage of his parent, “you’re quite another man. Let me look at you. Fashionable and."
accepted,Project Gutenberg,public_domain_ebook,A,spirit in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirit:2018c395c25e73a8,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,spirit,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"ible years of doubt and dread, of ruin and despair, what tragedies had been enacted before his eyes, among his friends and comrades, dwellers in the same region, dependent upon the same seasons, betrayed by the same natural causes! But the other men had not, like him, been shielded by the soft encircling influence of a happy home. A logical mind, a sanguine spirit, combined with a philosophical habit, had perhaps proved his safeguard. However that might be, and Harold Stamford was the last man to boast to himself or to others, his bark had battled with the angry waters while others had become dismal wrecks, or had foundered."
accepted,Project Gutenberg,public_domain_ebook,A,spirit in Plain Living,Plain Living; Rolf Boldrewood,public-domain Australian fiction; Project Gutenberg transcription,2026-06-22,https://www.gutenberg.org/ebooks/51404.txt.utf-8,https://www.gutenberg.org/ebooks/51404.txt.utf-8,sprint-project-gutenberg-bol:gutenberg-51404-boldrewood-p:spirit:809d2683fa0015de,public_domain_public_web,public_access_text_available,retelling_or_adaptation,source_grounded_section_record,"Public-domain Australian bush fiction by Rolf Boldrewood; accepted rows are constrained to supernatural, apparition, ghost, or anomalous person-form passages.",explicit_supernatural_or_anomalous_person_form_agent,spirit,Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_fiction_reviewed,low,accepted,,"it is the wisest course neither to think nor to speak prematurely. But I daresay your father would drive us over, if we asked him, and we could stay a night there. As you say, a chat with the Colonel always does him good.” CHAPTER XV So at Windāhgil and Wantabalree the calm, uneventful bush life went on as usual. That life so peaceful, so wholesome for the spirit, so chiefly free from the sharp cares and anxieties of city existence—where the eye is refreshed daily with nature pictures, at once grand and consoling. The early morn, so fair and fresh, when the sun first glorifies the pale mists of dawn, changing all the Orient with."
