candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Project Gutenberg Australia,public_domain_ebook,A,ghost in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:ghost:001,public_domain_public_web,public_access_text_available,apparition_account,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,ghost,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"was the water-hole in the gorge with the two rock-like pillars rising out of the water."" Again there was silence for a while. Then Davis said musingly-- ""It's impossible to pronounce any opinion at present; the coincidence of Milford's report is certainly startling. But why should this sign have been vouchsafed to you? Apparently this being you saw was the ghost of some old Dutch sailor wrecked or marooned here in the days of the early discovery of Australia. Had you any ancestors among those gentry? ""Not that I am aware of,"" returned Maxwell, ""but if we find the place we shall certainly make some interesting discovery, apart from."
accepted,Project Gutenberg Australia,public_domain_ebook,A,ghosts in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:ghosts:002,public_domain_public_web,public_access_text_available,apparition_account,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,ghosts,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"s night. Get up--I've got work for you!"" He made a stride as though to second his injunction, and Sandy with a quaking heart slipped out on to the earthen floor. ""Now, look here. To-morrow morning, sharp, you get a horse up and ride to Murderer's Camp--you know it--where all the niggers were shot, as you've heard tell of. I did most of that, and their black ghosts worried me till, at last, I up and hung myself. You go and watch on that camp all to-morrow until daylight next morning, and say a bit of a prayer for me, and mayhap I'll get some rest. If not--if you don't obey me--I'll haunt you, and hunt you, until you follow my."
accepted,Project Gutenberg Australia,public_domain_ebook,A,ghost in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:ghost:003,public_domain_public_web,public_access_text_available,apparition_account,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,ghost,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"ould not for the life of him remember having seen it there before. There was certainly low tide in the whisky bottle, but he could not determine whether the bread and beef were in the same condition as before the stranger's visit. His spirits fell, however, when he found the unmistakably fresh tracks of a horse outside the verandah. But if his visitor was a ghost, how did he come to ride a horse that made tracks? There could be no error, as he had swept all around the hut since the two men met. This thought struck Sandy very hard, and he sat down to work it out. As a Highlander, Sandy was rather superstitious, but he had plenty of."
accepted,Project Gutenberg Australia,public_domain_ebook,A,devil in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:devil:004,public_domain_public_web,public_access_text_available,apparition_account,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,devil,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"through the ill-fitting slabs. A strong smell of fried steak proved that somebody had usurped his position. A party of five men were seated at the table, eating and drinking from the iron plates and tin pannikins he had so often cleaned. Listening, he heard their talk was of him. Redbeard was at the head of the table, and with much humour was describing his ghostly experience with Sandy the night before. ""I give you my word, boys, he's out at Murderer's Camp now, shaking in his shoes and praying that all hands and the cook up above will take pity on the soul of yours truly"" ""How did you fix him?"" said one. ""With a painted mark."
accepted,Project Gutenberg Australia,public_domain_ebook,A,ghost in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:ghost:005,public_domain_public_web,public_access_text_available,apparition_account,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,ghost,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"uld be proved, and the red-bearded man had disappeared. Years passed, and Macpherson had thriven. He was at Wagga once when a murder case was being tried, and made his way into the court just before the judge pronounced sentence. During the silence which followed the awful words Sandy, who was close up to the dock, turned to look at the prisoner. It was the ghost of the old hut! The hardened criminal recognised him too, and, with a grim and significant wink, put his hand to his neck, where the painted scar had been. THE PARSON'S BLACKBOY THE Rev. Joseph Simmondsen had been appointed by his bishop to a cure of souls in the Far."
accepted,Project Gutenberg Australia,public_domain_ebook,A,ghost in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:ghost:006,public_domain_public_web,public_access_text_available,apparition_account,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,ghost,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"the remainder has, fortunately, an axe in his hand, and before the madman can stab again he is cut down. He rises once more with the blood streaming down his face and rushes out on the boat-jetty, leaving a ruby track on the rough stones. With one last wild stab at the phantom fleeing before him, he plunges into the sea, and Syed has gone to reckon with the ghost of the murdered Abdrahim. The E. and A. steamer going south that morning has an additional steerage passenger in the person of Hi Long, who finds he has urgent business which compels him to leave Thursday Island immediately. * * * * * Through the still waters, guarded by."
accepted,Project Gutenberg Australia,public_domain_ebook,A,phantom in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:phantom:007,public_domain_public_web,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,phantom,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,". We'll turn our horses out behind that patch of scrub, and be up there at crow-chirp and catch my gentleman in his blankets as soon as the others go down to the yard. There's an old hut alongside the kitchen we can plant in."" ""I'll slip in and get you a bit of grub, our supper is still on the table,"" said the hospitable Mr. Bunthorp, and like a substantial phantom he disappeared in the darkness, and presently returned with some provender and a drop of the incomparable whisky, which he had smuggled out without wakening Deane, the only other occupant of the house. Bunthorp had no desire to return to bed, but shared the sergeant's."
accepted,Project Gutenberg Australia,public_domain_ebook,A,haunted in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:haunted:008,public_domain_public_web,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,haunted,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"e baked ground. At times he sinks beneath the mockery of shade thrown by one of the scrub-trees, then, after a brief rest, renews his toilsome way. Presently a break is visible ahead, and with restored hope the exhausted man pushes on, and ere long, with a hoarse, inarticulate cry of joy, emerges from the scrub on to the bank of a river. A river such as had haunted his dreams--clear, bright, sparkling, splashing in tiny rivulets amongst granite boulders, and rippling from one wide pool to another. But the river has a strange appearance--no trees line its banks, no rushes fringe its shore, the bed is like a broad channel cut."
accepted,Project Gutenberg Australia,public_domain_ebook,A,haunted in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:haunted:009,public_domain_public_web,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Australian public-domain tropical tale collection by an Australian writer.,explicit_supernatural_or_anomalous_person_form_agent,haunted,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"his enemy's lips and moistened them. The touch of the cool water was too much; with a feverish grasp the half-dead man seized the bag and drank greedily. Then, with a wild laugh, he fell back insensible. ""Is it too late, I wonder?"" thought Manning, looking at him. It was not too late for his life; but his reason never quite recovered. Ever since he has been haunted by the nightmare of that dreadful tramp through the waterless desert, with the avenger ever dogging his footsteps. THE RUMFORD PLAINS TRAGEDY I. Statement Made By Gilbert Vaughan, Manager of the L.S.D. Bank, Wattleville. IT was a serious difficulty, and had occurred so."
lead_only,Project Gutenberg Australia,public_domain_ebook,A,haunted in Tales of the Austral Tropics,Tales of the Austral Tropics; Ernest Favenc,1893,2026-06-22,https://gutenberg.net.au/ebooks06/0600691.txt,https://gutenberg.net.au/ebooks06/0600691.txt,sprint-pga-favenc-austral-tr:pga-favenc-austral-tropics:haunted:010,public_domain_public_web,public_access_text_available,descriptive_belief_record,context_only,Australian public-domain tropical tale collection by an Australian writer.,humanoid_adjacent_context,haunted,Northern Australia,narrative_setting,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_context_reviewed,moderate,not_accepted,context,"y him half way without rest. At last he felt too stupid to think, and sank into a sleep that lasted until sundown. His head was still throbbing painfully when he awoke, and he arose and bathed it in one of the pools, but the water was warm and afforded him no relief. Challenger seemed greatly recovered, and was feeding on the dry Mitchell grass. One thought haunted Duncan during the ensuing night of pain--the scorching ride back over the drought-smitten country. Suddenly a whisper seemed to come from the darkness, ""Why go back?"" To the eastward the country was well watered, and a few easy stages would take him to the Queensland."
