population_kind,frontend_join_key,record_id,narrative_unit_id,legacy_map_id,location_id,source_name,source_file,title,year,lat,lng,state,source_url,source_stated_place_text,location_role,coordinate_precision,geocode_confidence,review_status,notes
canonical_frontend_public_record,record_id:2119,2119,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"supernatural in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?",1854,,,,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:855,855,,,,Australian Yowie Research,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,1861 - The Argus Yowie Article,1861,-37.8142454,144.9631732,VIC,https://www.yowiehunters.com.au/media-clips/1774-1861-the-argus-yowie-article,"Melbourne, VIC",reported_place,locality,medium,verified_gazetteer_point,frontend records row
canonical_frontend_public_record,record_id:1759,1759,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"spirit in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1760,1760,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"spirit in Queensland, Australia",1861,-27.2397819,153.2539994,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,"Moreton Bay, QLD",narrative_setting,named_feature,high,verified_gazetteer_point,frontend records row
canonical_frontend_public_record,record_id:1761,1761,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"spirit in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1762,1762,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"spirit in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1763,1763,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"ghost in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1764,1764,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"devil in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1765,1765,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"ghost in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1766,1766,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"ghost in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1767,1767,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"ghost in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1768,1768,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"supernatural in Queensland, Australia",1861,-27.2397819,153.2539994,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,"Moreton Bay, QLD",narrative_setting,named_feature,high,verified_gazetteer_point,frontend records row
canonical_frontend_public_record,record_id:1769,1769,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"devil in Queensland, Australia",1861,-27.2397819,153.2539994,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,"Moreton Bay, QLD",narrative_setting,named_feature,high,verified_gazetteer_point,frontend records row
canonical_frontend_public_record,record_id:1770,1770,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"devil in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1771,1771,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"wizard in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1772,1772,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"wizard in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1773,1773,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"wizard in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1774,1774,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"witch in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1775,1775,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"witch in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1776,1776,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"witch in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1777,1777,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"witch in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1778,1778,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"giant in Queensland, Australia",1861,-27.2397819,153.2539994,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,"Moreton Bay, QLD",narrative_setting,named_feature,high,verified_gazetteer_point,frontend records row
canonical_frontend_public_record,record_id:1779,1779,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"giant in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1780,1780,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"supernatural in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1781,1781,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"Baiame in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1782,1782,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"supernatural in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1783,1783,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"supernatural in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1784,1784,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"Baiame in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
canonical_frontend_public_record,record_id:1785,1785,,,,Internet Archive,/Users/jarlgiovanni/Desktop/bigfoot_research/public/data/frontend-data.json,"apparition in Queensland, Australia",1861,,,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,,,,,frontend records row
