candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Internet Archive,repository_full_text,B,spirit in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirit:ddfd9b2418d05e27,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"inner, at which we had (as honorary members) Lord F. Beauclerk, Col, Hanson, and Capt. Parker, K.N"". And at this dinner a memorial to the Home Government was read and approved of. It is now in course of signature, and will soon be sent home. In the evening, at the Governor's house, we had 180 ladies and gentlemen ! ! ! The ball was kept up with the greatest spirit until six in the morning; and the dancing almost without interval — contre-dances, quadrilles, Spanish dances, and gallopades. I never before witnessed such gaiety at a ball, nor ever before danced so much in one night ; four rooms and an arcade were all filled, and."
accepted,Internet Archive,repository_full_text,B,spirit in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirit:04e9b15ce52bd395,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"give you some details of our ramble. On Tuesday, 6th ult., we assembled at Guildford, and mus- tered twenty-one persons, all interested and excited by the novelty of the first expedition over the hills. Many spectators came from curiosity and gave us a convoy, the Governor him- self kindly riding with us a whole day's journey, and by his presence infusing a spirit of animation into the whole party. His Excellency led the van — then came the Governor's cart drawn by five horses, followed by that of Messrs. Clarkson and Hardy drawn by two horses and two cows, and by an- other cart belonging to Mr. Hales drawn by two cows. The three."
rejected,Internet Archive,repository_full_text,B,spirits in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirits:933d51c469ceda03,public_text_item,public_access_text_available,descriptive_belief_record,context_only,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,insufficient_person_form_evidence,spirits,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_context_reviewed,moderate,not_accepted,rejected,"slept well. 7^ gf!^. — Conjecturing that this is probably identical with the Swan Eiver, we advanced over a hilly and barren country, and again heard the natives. After crossing a very rocky district, the country changed its character, and we suddenly found ourselves on a promontory, abruptly sinking into a large and beautiful valley. This view elevated our spirits again; ""Worcestershire,"" cried one; "" Shropshire,"" cried another ; "" Kilkenny for ever,"" roared out Sheridan. Headlong we rushed into the valley, through grass to the horses' knees, hoping to find the river ; but this valley proved to be only an extensive swamp of soil."
lead_only,Internet Archive,repository_full_text,B,spirits in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirits:24c2279f9894e2e1,public_text_item,public_access_text_available,descriptive_belief_record,context_only,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,humanoid_adjacent_context,spirits,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_context_reviewed,moderate,not_accepted,context,"four glasses of rum per day ! Eeally, there is no enduring the insolence of this class here ; they soon find out their value, and act accordingly. Any one bringing out servants should accurately enumerate in their indentures every article, and how much of it each should get. Many, who on landing would have been startled at the idea of taking four glasses of spirits every day, soon reconcile themselves to this excess, if they be indulged by their masters : in laborious and warm work, however, such as mowing, a large allowance of grog is not unreasonable. I exchanged two pair of small linen trousers (which had been made for the boy."
accepted,Internet Archive,repository_full_text,B,spirit in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirit:c5ab70bbb3a13e49,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"have received many from me, descriptive of myself, my feelings, and real situation, without the slightest attempt at colour, ornament, concealment, or disguise. This I promised, this I have performed hitherto, and every day gives me bettei- hopes and prospects ; however, be the case as it may, I shall continue as I have begun. If any of my letters breathe a spirit of impatience, or betray any lurking anxiety or feverish discontent, pray forgive me, and attribute these expressions to the real cause — the natural anxiety of one separated totally from his relatives, the irritability of suspense, and the honest intention of showing."
accepted,Internet Archive,repository_full_text,B,spirit in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirit:c7c968fb3cc8741d,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"ead — all same me speak truth; my body -me speak truth, my cap — ^me have my head cut off me speak lie, my cap— me go to ."" Here he made a low salute, and pointed down — I looked at the other : "" Are you satisfied ? "" — he made a low obeisance, and both walked off together, having settled their lawsuit t o their mutual satisfaction. » # » 11th. — I lose all spirit when writing to you, and feel that my letters are lapsing into cold formality or peevish querulous- ness; but my situation must excuse me, for where is the overflowing of affection, the outpouring of unrestrained com- munication ? where the wonted relation of domestic."
accepted,Internet Archive,repository_full_text,B,spirit in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirit:62d042ab0e125d45,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"in the air. There is something inex- pressibly pleasing in the renovation of nature ; every budding flower which this genial climate brings early to our view, I look upon as a messenger to notify the approach of more joyous days. Every thing perceptibly vegetates already, and the pleasure of witnessing the growth of plants on my (mm land awakens Mdthin me a spirit of energetic interest which otherwise would fail. Not to be idle or too much in the ruminating mood, I dropped turnip or rape seed wherever the ashes of a burnt tree were scattered ; and I have no doubt that a careful shepherd, having his employer's interest at heart,."
accepted,Internet Archive,repository_full_text,B,spirits in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirits:b1e97fc957e6971a,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirits,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"n raking and breaking it, we found several Indian corn shoots quite doubled under it, without being able to force their way through. Some of my strawberry plants are in blossom. My neighbours are brewing beer from sugar ; less than one pound to a gallon will do ; and have this article at 3d. to 4d. per lb. People talk of giving beer to servants in- stead of spirits, as the Government has seen the impolicy of forcing settlers to give regulated rations of spirits as well as of provisions. 2^th. — The two Messrs. Burgess crossed the river here this morning, "" kangarooing ; "" I accompanied them. We saw four kangaroos and five."
rejected,Internet Archive,repository_full_text,B,spirits in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirits:6ee6a0d7abf8c0f9,public_text_item,public_access_text_available,descriptive_belief_record,context_only,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,insufficient_person_form_evidence,spirits,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_context_reviewed,moderate,not_accepted,rejected,"have houses to shelter in, beds to sleep on, inns to quarter at, — meat and bread. But as to any of yourselves emigrating — how could you leave property, business, friends to lead the life of a rustic ? Could you enjoy such a condition, so widely differing from your present habits and occupations ? It is kind in you to talk of coming out here, to keep me in spirits ; but I know the impracticability of it. If any of you have definite intentions on the subject, write, and demand whatever specific information you desire. I begin to fear that I am bound to this place for life, or for a very long period ; but this is the first time I."
rejected,Internet Archive,repository_full_text,B,spirits in Diary of ten years eventful life of an early settler in Western Australia,Diary of ten years eventful life of an early settler in Western Australia; George Fletcher Moore,1884,2026-06-22,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,https://archive.org/download/diaryoftenyearse00mooriala/diaryoftenyearse00mooriala_djvu.txt,sprint-internet-archive-moor:diaryoftenyearse00mooriala:spirits:435bf0b47aec6b2e,public_text_item,public_access_text_available,descriptive_belief_record,context_only,Public-domain Western Australian local-history and vocabulary source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,insufficient_person_form_evidence,spirits,Western Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,reviewed_context,public_context_reviewed,moderate,not_accepted,rejected,"ur. No letter in this vessel that I have heard of. Four of my sheep have had lambs ;■ it is early yet, by six weeks, for this is the most trying season : we must manage better another time. My present shepherd is very attentive, but must not be interfered with in any way : he dresses the sheep frequently for the scab, which the new flock brought with them — spirits of turpentine and tobacco-water are his remedy. After an early dinner, I rode back to the hills this day, to my northern boundary ; got on a high hill, with a level top, and had great difficulty in descending by another route : I was quite surprised to find how much of."
