candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,access_date,url,canonical_url,external_id,publicness_status,rights_access_status,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:51e46f2c1810e4d1,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"esting. The grave is dug about three feet deep, and made quite round. A fire is made in it to warm the earth, but not hot enough to heat the body. The corpse is bent together, rolled in an opossum skin, and laid in the grave with the head towards the west. It is then covered with bark, and the grave is filled up with earth. They have a superstition that the spirit, after death, goes somewhere to the sea. I once asked an old warrior if he would show me the grave of the white man the blackfellows said they had buried. He seemed imwilling at first to comply with my wishes, but I insisted, and promised him some tea and bread. We then."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:32a74ab5531da159,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"akes with a feeling of extreme lassitude, which continues to increase day by day until death ensues. For burial the body is doubled up into the smallest possible compass, and secured by suitable bindings. Soon after dark the male friends of the deceased seat themselves in a half -circle about the body ; and after some hours of silent watching the "" bo-ong"" (spirit) of the one who caused his death will appear in a human form hovering over the body, and then suddenly vanish. It is recognised. Next morning a shallow grave is scooped out in a soft place, a little grass or dry leaves is burnt in it to warm it ; the body is put in in a."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:752e23297d1b0d7b,public_text_item,public_access_text_available,giant_or_ogre_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"QJ 14 THX WOOAJFDJK TBIBK OF CHAPTER II. ^rabitions anb %tqtritB. — (tscthst dbtnts* Ths First Blacks. XJL was the name of the great giant or ancestor of the tribe, and his first camping groond was Moont Mnirhead. The great desire of Craitbul and his wife and two sons was to find some place on which to settle and liye in peace, free from all fear of an ctiI spirit called ** Tennateona,"" or ** Woor."" They came from Wenger. They lired at Momit Mnirhead for a considerable time in peace. They made their oven, gathered their roots, roasted and ate them, and lived happy. At length, one day, they had made np their oven, put tiieir roots."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:54882a6bb75f9b45,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"in peace. They made their oven, gathered their roots, roasted and ate them, and lived happy. At length, one day, they had made np their oven, put tiieir roots on the stones, coyered them up with earth, and went to rest; but during the night they were suddenly roused out of their sleep by a bird called ^'bullin/' In great fear they fled, for fear of the evil spirit. They say that if anyone disbelieyes this story they may dig at the top of Moimt Muirhead, and there they will find evidence to prove its truth. Motint Muirhead was the oven. They then set out travelling again in search of a new home, and camped at Mount Schanck, where."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:1dd19984e6036d78,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"ught Tennateona would not come near them« They put up their wurlas, bmlt their oven, and began to enjoy themselves ; but one night, when the oven was empty, the voice of the bullin (mooning) came to them a second time, and they got up and left in great fear. They determined this time to strike inland, away from water (the sea), for it appears that this evil spirit could not exist far away from the sea. Hiey left their camping ground at Mount Schanck, with its empty oven, and travelled to Mount Gambier (called SOUTH AUSTBALIAN ABORIGINES. 1 5 Berrin), and there pitched their camp. They were now at rest from Tennateona, and they."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:4054dbf65a724caa,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"d of his auger. Baringial asked Wirmal and Daroo the question, *' How long would the dead lie in ""their graves?"" The two good men agreed that if a man had two wives living, he must lie two days ; but a bird called ** gillen"" (magpie) perched on a high branch of a gum tree, and cried, ** No, no, no ; leave the dead in the earth till it turns ** to earth. The spirit goes to the land in the sea, where the sun "" rises, and never comes back to earth."" Wirmal said all the blacks that did not kill their spirits would go to the land in the sea. The Wreck of the ''Maria:* The following is the Booandik version of the wreck of the Maria,."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:1ed03110a9e4fa03,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"if a man had two wives living, he must lie two days ; but a bird called ** gillen"" (magpie) perched on a high branch of a gum tree, and cried, ** No, no, no ; leave the dead in the earth till it turns ** to earth. The spirit goes to the land in the sea, where the sun "" rises, and never comes back to earth."" Wirmal said all the blacks that did not kill their spirits would go to the land in the sea. The Wreck of the ''Maria:* The following is the Booandik version of the wreck of the Maria, near Kmgston, and other early events in the history of this district : — About thirty miles from Guichen Bay, near the site of the present."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:60460232f2f28793,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"they remained all the night in the water. After the wtute men went away the natives went back to the lire, and found one of their men shot dead. 28 TBS BOOANDIK TSIBE OF CHAPTER III. ICJ.O't^ |itiperBtition0, SSittkmtft, 'Sec. Idea of the Hereafter— WitcJicraft— Dreaming' Doctors, r jHEIR notions of the hereafter are few and vague. They say their ""bo-ong"" (spirit) after death would go **kan ngaro"" (up above), where everything is to be found better than on earth. A fat kangaroo is said, by way of praise, to be perfect, like the kangaroo of the clouds. They had no object of worship that I could dis- cover. The following legend is."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:08cf971d10c281b5,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"t of the aborigines of this district were blessed to a degree that surprised even ourselves. Mr. Smith and myself arrived with our family at Gh-eytown, Rivoli Bay South, in January, 1845 ; and as the blacks were numerous in the locality, we very soon made their acquaintance. Mr. Smith was a man of great zeal in the cause of Christ ; he had a true missionary spirit, and was not slow to avail himself of the opportunity which presented itself to preach to them Jesus. We remained at Rivoli Bav ten years — Mr. Smith acting for two years as agent for his brother-in-law, and for eight years as postmaster and agent for the South."
accepted,Internet Archive,repository_full_text,B,spirit in The Booandik Tribe of South Australian Aborigines,The Booandik Tribe of South Australian Aborigines; Christina Smith,1880,2026-06-22,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,https://archive.org/download/booandiktribeso00smitgoog/booandiktribeso00smitgoog_djvu.txt,sprint-internet-archive-booa:booandiktribeso00smitgoog:spirit:8ea81118510dab6d,public_text_item,public_access_text_available,spirit_person_narrative,source_grounded_section_record,Public-domain South Australian ethnographic source; accepted rows require substantive supernatural/person-form narrative or discourse evidence.,explicit_supernatural_or_anomalous_person_form_agent,spirit,South Australia,cultural_association_region,,,region,,,,source_url_external_id_and_excerpt_hash_checked,B,public_context_reviewed,moderate,accepted,,"one, ^^ Missus, you think my mother go to hell ?"" I was so confused and affected by such an inquiry that I could not answer him immediately. He therefore continued silent, and appeared to muse on eternal realities. When I had recovered from the surprise the momentous question had given me, I said to him kindly, "" Peter, your mother never heard of the Big ^' Spirit, and therefore could not ask him to take her soul to "" heaven. The wicked will go to hell — the Big Spirit only •* knows where every soul will go."" He replied, "" Me like *< mother to go to * marmanu ' "" (Father of us all), and his eyes filled with tears, his lips."
